ticker,code,Industry_group_code,Industry_group_name
SNCR,45103010,3510,Health Care Equipment & Services
HBMD,40101015,2020,Commercial & Professional Services
PFPT,45103020,4030,Insurance
GOGO,50102010,3510,Health Care Equipment & Services
CUBI,40101015,3510,Health Care Equipment & Services
HTBI,40101015,4010,Banks
RDUS,35201010,2020,Commercial & Professional Services
POST,30202030,3510,Health Care Equipment & Services
SPLK,45103010,2530,Consumer Services
FB,50203010,4020,Diversified Financials
ESRT,60101010,5010,Telecommunication Services
FANG,10102020,2030,Transportation
CSTE,20102010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PSX,10102030,4510,Software & Services
ASPU,25302010,3020,"Food, Beverage & Tobacco"
PBYI,35201010,6010,Real Estate
GMED,35101010,2520,Consumer Durables & Apparel
NOW,45103020,4530,Semiconductors & Semiconductor Equipment
BLMN,25301040,1510,Materials
PANW,45103020,4010,Banks
FIVE,25504040,2020,Commercial & Professional Services
RLGY,60102040,2010,Capital Goods
PGTI,20102010,2010,Capital Goods
CVLT,45103020,2550,Retailing
PTCT,35201010,4520,Technology Hardware & Equipment
QRTEA,25502020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SEM,35102020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KBR,20202020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EHTH,40301010,6010,Real Estate
LMAT,35101010,2010,Capital Goods
INFU,35102015,2530,Consumer Services
ESXB,40101015,4510,Software & Services
ICFI,20202020,1010,Energy
GTS,35102030,2010,Capital Goods
TNL,25301020,5020,Media & Entertainment
EVR,40203020,4520,Technology Hardware & Equipment
ORBC,50101010,4030,Insurance
ALGT,20302010,2550,Retailing
FOLD,35201010,4030,Insurance
WU,45102020,3510,Health Care Equipment & Services
CELH,30201030,4020,Diversified Financials
DEI,60101040,4010,Banks
HBI,25203010,1510,Materials
FSLR,45301020,4010,Banks
GORO,15104030,4010,Banks
FRST,40101015,4510,Software & Services
WLDN,20202020,4030,Insurance
PRIM,20103010,4010,Banks
AWI,20102010,5020,Media & Entertainment
SBH,25504040,2010,Capital Goods
IPGP,45203020,5020,Media & Entertainment
CPRX,35201010,3510,Health Care Equipment & Services
ATHX,35201010,4520,Technology Hardware & Equipment
EBS,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CTT,60101080,4510,Software & Services
AIMC,20106020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TAST,25301040,4020,Diversified Financials
III,45102010,5020,Media & Entertainment
CLNE,10102030,4030,Insurance
AVAV,20101010,4510,Software & Services
NCMI,50201010,5020,Media & Entertainment
SMCI,45202030,3510,Health Care Equipment & Services
EIG,40301040,5020,Media & Entertainment
PRTS,25502020,2010,Capital Goods
ESGR,40301050,4510,Software & Services
ARAY,35101010,2520,Consumer Durables & Apparel
IBKR,40203020,4020,Diversified Financials
ESSA,40102010,4510,Software & Services
UFS,15105020,4510,Software & Services
TFSL,40102010,4020,Diversified Financials
CARE,40101015,4020,Diversified Financials
BR,45102020,6010,Real Estate
GLRE,40301050,2010,Capital Goods
FRBA,40101015,1010,Energy
CNK,50202010,4020,Diversified Financials
CAI,20107010,2550,Retailing
TTGT,50201010,2530,Consumer Services
PODD,35101010,3510,Health Care Equipment & Services
INFN,45201020,2550,Retailing
JAZZ,35202010,4020,Diversified Financials
LLNW,45102030,4030,Insurance
CDXC,35203010,4010,Banks
DFS,40202010,4020,Diversified Financials
AMC,50202010,2010,Capital Goods
TIPT,40301040,2530,Consumer Services
PRO,45103010,4010,Banks
SCOR,50201010,6010,Real Estate
MASI,35101010,4520,Technology Hardware & Equipment
DHX,50203010,4010,Banks
ALSN,20106010,3510,Health Care Equipment & Services
G,45102020,5510,Utilities
LULU,25203010,4510,Software & Services
RILY,40203020,2010,Capital Goods
VMW,45103020,4520,Technology Hardware & Equipment
TDC,45103020,2020,Commercial & Professional Services
MSCI,40203040,3020,"Food, Beverage & Tobacco"
LPLA,40203020,2010,Capital Goods
ROIC,60101070,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TGH,20107010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CVI,10102030,4510,Software & Services
PZN,40203010,2010,Capital Goods
ULTA,25504040,4020,Diversified Financials
APEI,25302010,1510,Materials
ENSG,35102020,2010,Capital Goods
LL,25504030,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SCU,40203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
UIHC,40301040,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NFBK,40102010,1510,Materials
CIM,40204010,4020,Diversified Financials
TITN,20107010,2030,Transportation
LRN,25302010,4030,Insurance
ACBI,40101015,2010,Capital Goods
FOR,60102030,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SATS,45201020,2530,Consumer Services
EBSB,40102010,2030,Transportation
CSII,35101010,4010,Banks
AWK,55104010,4020,Diversified Financials
V,45102020,2020,Commercial & Professional Services
CFX,20106020,4510,Software & Services
FN,45203020,5020,Media & Entertainment
HCCI,20201050,4020,Diversified Financials
PM,30203010,2010,Capital Goods
HI,20106020,2010,Capital Goods
CCXI,35201010,1510,Materials
ZGNX,35202010,2010,Capital Goods
SWI,45103020,2020,Commercial & Professional Services
ERII,20106020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KKR,40203010,4530,Semiconductors & Semiconductor Equipment
VRS,15105020,3510,Health Care Equipment & Services
NX,20102010,1010,Energy
CDNA,35201010,4510,Software & Services
FLDM,35203010,4010,Banks
CDXS,35203010,1510,Materials
IPI,15101030,1010,Energy
AGNC,40204010,6010,Real Estate
ECHO,20301010,4020,Diversified Financials
HCI,40301040,4020,Diversified Financials
MRC,20107010,4010,Banks
IOVA,35201010,3510,Health Care Equipment & Services
LOPE,25302010,6010,Real Estate
SB,20303010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HBCP,40102010,4020,Diversified Financials
IVR,40204010,2530,Consumer Services
MG,20202020,4510,Software & Services
BKI,45103010,4020,Diversified Financials
ATVI,50202020,2020,Commercial & Professional Services
TREE,40202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
JBT,20106020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RXN,20106020,4020,Diversified Financials
BERY,15103010,3510,Health Care Equipment & Services
MYRG,20103010,5010,Telecommunication Services
VRSK,20202020,2010,Capital Goods
IBIO,35201010,4020,Diversified Financials
AVGO,45301020,4020,Diversified Financials
MDRX,35103010,5020,Media & Entertainment
GPRE,10102030,4020,Diversified Financials
DMRC,45103010,6010,Real Estate
FSBW,40102010,6010,Real Estate
CLW,15105020,4020,Diversified Financials
SLCA,10101020,4520,Technology Hardware & Equipment
OPI,60101040,2010,Capital Goods
RC,40204010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WMC,40204010,4510,Software & Services
TBNK,40102010,5020,Media & Entertainment
ADUS,35102015,4010,Banks
ASPS,60102040,4020,Diversified Financials
TXMD,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PMT,40204010,2010,Capital Goods
H,25301020,5020,Media & Entertainment
FTNT,45103020,2550,Retailing
STWD,40204010,1010,Energy
KAR,20201070,4020,Diversified Financials
OMER,35202010,4020,Diversified Financials
SRNE,35201010,4530,Semiconductors & Semiconductor Equipment
ARI,40204010,4510,Software & Services
RCM,35102015,4530,Semiconductors & Semiconductor Equipment
IRDM,50101010,6010,Real Estate
GNRC,20104010,4510,Software & Services
TWO,40204010,4530,Semiconductors & Semiconductor Equipment
COWN,40203020,1510,Materials
FLNT,50201010,2020,Commercial & Professional Services
ARR,40204010,4030,Insurance
PEB,60101030,2510,Automobiles & Components
TRNO,60101020,2510,Automobiles & Components
EFC,40204010,6010,Real Estate
CALX,45201020,2010,Capital Goods
ST,20104010,4520,Technology Hardware & Equipment
CRMD,35202010,6010,Real Estate
SPSC,45103010,2520,Consumer Durables & Apparel
MSGN,50201030,2010,Capital Goods
FIBK,40101015,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APO,40203010,6010,Real Estate
IRWD,35201010,6010,Real Estate
PLOW,20106010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QNST,50203010,4010,Banks
EXPR,25504010,2520,Consumer Durables & Apparel
STNG,10102040,4510,Software & Services
GDOT,40202010,6010,Real Estate
CBOE,40203040,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MXL,45301020,6010,Real Estate
ENV,45103010,1010,Energy
AOSL,45301020,6010,Real Estate
CLDT,60101030,6010,Real Estate
FLT,45102020,2030,Transportation
NPTN,45301020,4510,Software & Services
AMRS,15101050,2030,Transportation
QUAD,20201010,6010,Real Estate
FAF,40301040,4010,Banks
WKHS,25102010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TSLA,25102010,2020,Commercial & Professional Services
HPP,60101040,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMRC,20103010,2010,Capital Goods
VPG,45203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
COR,60101080,5510,Utilities
VRA,25203010,1010,Energy
BWXT,20101010,2010,Capital Goods
ASMB,35201010,5010,Telecommunication Services
STAG,60101020,2010,Capital Goods
APTS,60101060,2010,Capital Goods
HZNP,35201010,6010,Real Estate
WD,40102010,2530,Consumer Services
CLAR,25202010,1510,Materials
EVTC,45102020,6010,Real Estate
INN,60101030,2530,Consumer Services
PACB,35203010,3010,Food & Staples Retailing
WSR,60101070,1010,Energy
TRGP,10102040,5020,Media & Entertainment
AAT,60101010,5020,Media & Entertainment
SBRA,60101050,4020,Diversified Financials
SAVE,20302010,4010,Banks
CSOD,45103010,4010,Banks
CMRE,20303010,4020,Diversified Financials
HHC,60102030,2550,Retailing
BKU,40101015,5020,Media & Entertainment
PCRX,35202010,4530,Semiconductors & Semiconductor Equipment
BAH,20202020,4520,Technology Hardware & Equipment
ACRX,35202010,1010,Energy
REVG,20106010,1510,Materials
SUPN,35202010,2550,Retailing
GWRS,55104010,5020,Media & Entertainment
KOS,10102020,6010,Real Estate
AL,20107010,1010,Energy
WIFI,50102010,2010,Capital Goods
HII,20101010,4510,Software & Services
THR,20104010,1010,Energy
RLJ,60101030,3510,Health Care Equipment & Services
SEAS,25301030,4530,Semiconductors & Semiconductor Equipment
SXC,15104050,2530,Consumer Services
VER,60101010,1010,Energy
ARMK,25301040,2530,Consumer Services
CHEF,30101020,4510,Software & Services
MPC,10102030,2010,Capital Goods
Z,50203010,2550,Retailing
LIVX,50202010,4020,Diversified Financials
ORC,40204010,2010,Capital Goods
HMST,40102010,4020,Diversified Financials
MSBI,40101015,4020,Diversified Financials
RM,40202010,3010,Food & Staples Retailing
GRPN,25502020,2530,Consumer Services
AMCX,50201020,3510,Health Care Equipment & Services
ENPH,45301010,4510,Software & Services
UI,45201020,4010,Banks
ASPN,10101020,2530,Consumer Services
TSE,15101010,3510,Health Care Equipment & Services
TLYS,25504010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ZNGA,50202020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HTA,60101050,1010,Energy
REGI,10102030,5020,Media & Entertainment
PRLB,20106020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EPAM,45102010,2520,Consumer Durables & Apparel
BCEI,10102020,5020,Media & Entertainment
VCRA,35103010,2530,Consumer Services
MTSI,45301020,1010,Energy
CHUY,25301040,2520,Consumer Durables & Apparel
MTDR,10102020,4010,Banks
FRGI,25301040,6010,Real Estate
BCOV,45102030,4510,Software & Services
FBHS,20102010,2010,Capital Goods
FRG,25503020,2030,Transportation
CG,40203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
XYL,20106020,3510,Health Care Equipment & Services
ACRE,40204010,3510,Health Care Equipment & Services
ENVA,40202010,4020,Diversified Financials
GO,30101030,4510,Software & Services
VVNT,25302020,4530,Semiconductors & Semiconductor Equipment
AXGN,35101010,4020,Diversified Financials
GWRE,45103010,6010,Real Estate
NBHC,40101015,2010,Capital Goods
VAC,25301020,1510,Materials
ACHC,35102020,1510,Materials
VSTM,35201010,1010,Energy
CLVS,35201010,1510,Materials
PBF,10102030,2030,Transportation
YELP,50203010,2010,Capital Goods
FBIO,35201010,2530,Consumer Services
CPRI,25203010,1010,Energy
TRIP,50203010,4030,Insurance
IGT,25301010,2010,Capital Goods
GLNG,10102040,2010,Capital Goods
TPH,25201030,2010,Capital Goods
NTB,40101010,2010,Capital Goods
CBRE,60102040,2010,Capital Goods
BLKB,45103010,2030,Transportation
TRTN,20107010,2020,Commercial & Professional Services
SNDR,20304020,5510,Utilities
ALNY,35201010,4020,Diversified Financials
NUVA,35101010,3510,Health Care Equipment & Services
ANGO,35101010,4530,Semiconductors & Semiconductor Equipment
GHL,40203020,1510,Materials
CATM,45102020,2030,Transportation
UCTT,45301010,3510,Health Care Equipment & Services
CNS,40203010,2030,Transportation
KRG,60101070,6010,Real Estate
LXFR,20106020,3020,"Food, Beverage & Tobacco"
FF,15101050,4030,Insurance
LYB,15101010,2010,Capital Goods
FRO,10102040,4530,Semiconductors & Semiconductor Equipment
ESI,15101050,1010,Energy
NETI,20303010,2030,Transportation
ALLE,20102010,2020,Commercial & Professional Services
GAN,25301010,4030,Insurance
LPG,10102040,2020,Commercial & Professional Services
ATH,40301020,5510,Utilities
APG,20103010,4020,Diversified Financials
NVT,20104010,4030,Insurance
ACA,20103010,4030,Insurance
HYFM,20106015,4030,Insurance
AIR,20101010,4510,Software & Services
AAL,20302010,1510,Materials
CECE,20201050,2010,Capital Goods
PNW,55101010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRG,40202010,4530,Semiconductors & Semiconductor Equipment
ABT,35101010,3010,Food & Staples Retailing
AMD,45301020,1010,Energy
APD,15101040,1010,Energy
ALK,20302010,2010,Capital Goods
ATRI,35101020,4520,Technology Hardware & Equipment
MATX,20303010,4530,Semiconductors & Semiconductor Equipment
ALX,60101070,2010,Capital Goods
ALCO,30202010,1510,Materials
Y,40301050,3020,"Food, Beverage & Tobacco"
HON,20105010,2030,Transportation
SWKS,45301020,4520,Technology Hardware & Equipment
HES,10102020,1510,Materials
UHAL,20304020,2010,Capital Goods
ABM,20201050,1010,Energy
PRI,40301020,4510,Software & Services
ECOL,20201050,4510,Software & Services
AEP,55101010,1510,Materials
AXP,40202010,4520,Technology Hardware & Equipment
AFL,40301020,2010,Capital Goods
AIG,40301030,6010,Real Estate
ANAT,40301030,4520,Technology Hardware & Equipment
AMSWA,45103010,1510,Materials
AVD,15101030,4030,Insurance
AME,20104010,1510,Materials
AMGN,35201010,4010,Banks
ADI,45301020,4010,Banks
ANDE,30101020,4020,Diversified Financials
NBR,10101010,2010,Capital Goods
APA,10102020,3510,Health Care Equipment & Services
APOG,20102010,2010,Capital Goods
AAPL,45202030,3510,Health Care Equipment & Services
AMAT,45301010,4520,Technology Hardware & Equipment
EPAC,20106020,5010,Telecommunication Services
TREC,15101010,2550,Retailing
ADM,30202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARCB,20304020,5510,Utilities
ARW,45203030,2530,Consumer Services
ASH,15101050,2010,Capital Goods
ATRO,20101010,2020,Commercial & Professional Services
REX,10102030,2020,Commercial & Professional Services
ADSK,45103010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ADP,45102020,2550,Retailing
AVY,15103020,2520,Consumer Durables & Apparel
AVT,45203030,1510,Materials
AZZ,20104020,2010,Capital Goods
BRT,60101060,4510,Software & Services
BMI,45203010,4510,Software & Services
BCPC,15101050,3510,Health Care Equipment & Services
PTVCB,40301040,4030,Insurance
BLL,15103010,2030,Transportation
BPOP,40101015,4520,Technology Hardware & Equipment
BOH,40101015,4510,Software & Services
BK,40203010,1510,Materials
B,20106020,2020,Commercial & Professional Services
BAX,35101010,4520,Technology Hardware & Equipment
AIT,20107010,5510,Utilities
BDX,35101010,3020,"Food, Beverage & Tobacco"
BELFB,45203015,3020,"Food, Beverage & Tobacco"
VZ,50101020,3510,Health Care Equipment & Services
BBY,25504020,2010,Capital Goods
BIO,35203010,1510,Materials
BKH,55103010,3010,Food & Staples Retailing
HRB,25302020,2010,Capital Goods
BA,20101010,2550,Retailing
RHI,20202010,2520,Consumer Durables & Apparel
BRC,20201010,5010,Telecommunication Services
BMY,35202010,3510,Health Care Equipment & Services
CAL,25504010,3510,Health Care Equipment & Services
BC,25202010,3510,Health Care Equipment & Services
MTRN,15104020,4010,Banks
MTZ,20103010,5510,Utilities
UIS,45102010,1010,Energy
RAMP,45102010,2530,Consumer Services
CI,35102015,3030,Household & Personal Products
CNA,40301040,2530,Consumer Services
CSX,20304010,5010,Telecommunication Services
CTS,45203020,2020,Commercial & Professional Services
TLS,45103020,5020,Media & Entertainment
CBT,15101010,1510,Materials
CACI,20202020,3030,Household & Personal Products
CAMP,45201020,3020,"Food, Beverage & Tobacco"
CWT,55104010,3020,"Food, Beverage & Tobacco"
CPB,30202030,1510,Materials
STZ,30201020,4520,Technology Hardware & Equipment
CAH,35102010,4530,Semiconductors & Semiconductor Equipment
CSL,20105010,3030,Household & Personal Products
CRS,15104050,1510,Materials
CASY,30101030,4030,Insurance
CAT,20106010,5020,Media & Entertainment
CATO,25504010,4010,Banks
CVCO,25201030,4010,Banks
LUMN,50101010,4010,Banks
MGLN,35102030,1510,Materials
CMD,35101010,2030,Transportation
CHE,35102015,4510,Software & Services
JPM,40101010,4520,Technology Hardware & Equipment
CPK,55102010,3020,"Food, Beverage & Tobacco"
CVX,10102010,2550,Retailing
EAT,25301040,5510,Utilities
CHD,30301010,2530,Consumer Services
CHDN,25301010,6010,Real Estate
CBB,50101020,5510,Utilities
CTAS,20201070,1010,Energy
IHRT,50201020,2510,Automobiles & Components
CLF,15104050,3510,Health Care Equipment & Services
CLX,30301010,3020,"Food, Beverage & Tobacco"
COKE,30201030,4520,Technology Hardware & Equipment
KO,30201030,6010,Real Estate
CDE,15104030,2530,Consumer Services
COHR,45203010,2010,Capital Goods
COHU,45301010,4020,Diversified Financials
CL,30301010,1510,Materials
CCF,15101050,4010,Banks
AON,40301010,2010,Capital Goods
CMCSA,50201030,2010,Capital Goods
CMA,40101015,2530,Consumer Services
CBSH,40101015,2510,Automobiles & Components
C,40101010,3510,Health Care Equipment & Services
CMC,15104050,2550,Retailing
CAR,20304020,2010,Capital Goods
DXC,45102010,2030,Transportation
CMTL,45201020,2020,Commercial & Professional Services
CAG,30202030,5510,Utilities
SSTK,25502020,2530,Consumer Services
ED,55103010,4520,Technology Hardware & Equipment
BH,25301040,2550,Retailing
CTO,60101010,4530,Semiconductors & Semiconductor Equipment
CMS,55103010,5020,Media & Entertainment
CLR,10102020,2550,Retailing
CTB,25101020,5510,Utilities
COO,35101020,2010,Capital Goods
TAP,30201010,2010,Capital Goods
GLW,45203015,1510,Materials
CUZ,60101040,5020,Media & Entertainment
CBRL,25301040,2010,Capital Goods
CR,20106020,5510,Utilities
OMF,40202010,2020,Commercial & Professional Services
CCK,15103010,2010,Capital Goods
CFR,40101015,2010,Capital Goods
CMI,20106010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CW,20101010,2010,Capital Goods
WEN,25301040,6010,Real Estate
DAN,25101010,2010,Capital Goods
DHR,35101010,1510,Materials
TGT,25503020,2010,Capital Goods
DE,20106015,5510,Utilities
DAL,20302010,2020,Commercial & Professional Services
DLX,20201010,3510,Health Care Equipment & Services
DTE,55103010,2020,Commercial & Professional Services
ATGE,25302010,1010,Energy
DBD,45202030,2520,Consumer Durables & Apparel
DDS,25503010,1510,Materials
DIOD,45301020,2030,Transportation
DIS,50202010,1010,Energy
DG,25503020,2010,Capital Goods
D,55103010,1010,Energy
DCI,20106020,1510,Materials
DOV,20106020,5510,Utilities
DD,15101050,3020,"Food, Beverage & Tobacco"
OMC,50201010,2030,Transportation
DCO,20101010,6010,Real Estate
DUK,55101010,2010,Capital Goods
DNB,20202020,2550,Retailing
FLS,20106020,1510,Materials
DY,20103010,4010,Banks
PKI,35203010,4010,Banks
EML,20106020,4010,Banks
EGP,60101020,4010,Banks
ETN,20104010,4010,Banks
ECL,15101050,4010,Banks
EMR,20104010,4010,Banks
ATO,55102010,3020,"Food, Beverage & Tobacco"
EBF,20201010,2010,Capital Goods
ENZ,35102015,2510,Automobiles & Components
EFX,20202020,2010,Capital Goods
EQT,10102020,2010,Capital Goods
ESCA,25202010,4020,Diversified Financials
NEU,15101050,1510,Materials
EXPD,20301010,2010,Capital Goods
BOOM,10101020,4030,Insurance
IIIN,20102010,5020,Media & Entertainment
XOM,10102010,2550,Retailing
FMC,15101030,2010,Capital Goods
NEE,55101010,2010,Capital Goods
FARM,30202030,2010,Capital Goods
FDX,20301010,3020,"Food, Beverage & Tobacco"
FRT,60101070,4020,Diversified Financials
FSS,20106010,2510,Automobiles & Components
M,25503010,2010,Capital Goods
FOE,15101050,2550,Retailing
FITB,40101015,2510,Automobiles & Components
RF,40101015,2550,Retailing
TRMK,40101015,6010,Real Estate
FCNCA,40101015,1510,Materials
MTB,40101015,2510,Automobiles & Components
USB,40101010,2010,Capital Goods
FHN,40101015,1510,Materials
FLO,30202030,2010,Capital Goods
FLR,20103010,2010,Capital Goods
F,25102010,2010,Capital Goods
FSTR,20106020,5020,Media & Entertainment
FELE,20106020,1510,Materials
BEN,40203010,1010,Energy
FUL,15101050,2010,Capital Goods
GATX,20107010,2020,Commercial & Professional Services
AJG,40301010,2520,Consumer Durables & Apparel
TGNA,50201020,2010,Capital Goods
GPS,25504010,2550,Retailing
AJRD,20101010,5510,Utilities
GD,20101010,1510,Materials
GE,20105010,2020,Commercial & Professional Services
GIS,30202030,6010,Real Estate
ALLY,40202010,2010,Capital Goods
GM,25102010,1510,Materials
SPXC,20106020,2010,Capital Goods
GCO,25504010,3020,"Food, Beverage & Tobacco"
GNTX,25101010,2520,Consumer Durables & Apparel
GPC,25501010,1010,Energy
GTY,60101070,3020,"Food, Beverage & Tobacco"
GLT,15105020,4520,Technology Hardware & Equipment
GT,25101020,2010,Capital Goods
GRC,20106020,3510,Health Care Equipment & Services
GRA,15101050,2530,Consumer Services
GGG,20106020,1010,Energy
GHM,20106020,2550,Retailing
GWW,20107010,2020,Commercial & Professional Services
GTN,50201020,3020,"Food, Beverage & Tobacco"
GEF,15103010,5510,Utilities
HAL,10101020,6010,Real Estate
LHX,20101010,2010,Capital Goods
HSC,20201050,2030,Transportation
HAS,25202010,4010,Banks
AMOT,20104010,2010,Capital Goods
HVT,25504060,2530,Consumer Services
HE,55101010,2010,Capital Goods
HWKN,15101010,6010,Real Estate
HCSG,20201070,5510,Utilities
WELL,60101050,2010,Capital Goods
STRL,20103010,2010,Capital Goods
HL,15104045,1510,Materials
HEI,20101010,2010,Capital Goods
KHC,30202030,4530,Semiconductors & Semiconductor Equipment
HELE,25201040,4510,Software & Services
HP,10101010,2020,Commercial & Professional Services
HSY,30202030,4510,Software & Services
HPQ,45202030,1510,Materials
HXL,20101010,2010,Capital Goods
HRC,35101010,4510,Software & Services
HLT,25301020,1510,Materials
HFC,10102030,5020,Media & Entertainment
HD,25504030,3510,Health Care Equipment & Services
HNI,20201060,2020,Commercial & Professional Services
HRL,30202030,2010,Capital Goods
CNP,55103010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
UBA,60101070,2010,Capital Goods
HUBB,20104010,4530,Semiconductors & Semiconductor Equipment
JBHT,20304020,1010,Energy
HBAN,40101015,2010,Capital Goods
HURC,20106020,2030,Transportation
BVH,25301020,5510,Utilities
ITT,20106020,3020,"Food, Beverage & Tobacco"
RYN,60101080,2020,Commercial & Professional Services
IDA,55101010,2010,Capital Goods
ITW,20106020,2020,Commercial & Professional Services
TT,20102010,3030,Household & Personal Products
RYI,15104050,2030,Transportation
GFF,20102010,3010,Food & Staples Retailing
INTC,45301020,2010,Capital Goods
INS,45103010,2520,Consumer Durables & Apparel
TILE,20201060,5510,Utilities
IBM,45102010,4530,Semiconductors & Semiconductor Equipment
IFF,15101050,3020,"Food, Beverage & Tobacco"
NAV,20106010,2010,Capital Goods
IDCC,45103010,2520,Consumer Durables & Apparel
IP,15103020,2520,Consumer Durables & Apparel
IPG,50201010,4020,Diversified Financials
IVC,35101010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
J,20202020,2550,Retailing
EME,20103010,2010,Capital Goods
JNJ,35202010,4030,Insurance
JCI,20102010,2010,Capital Goods
KLAC,45301010,4030,Insurance
KMI,10102040,1010,Energy
KAMN,20101010,1510,Materials
KSU,20304010,2550,Retailing
EVRG,55101010,2010,Capital Goods
K,30202030,2520,Consumer Durables & Apparel
KELYA,20202010,5510,Utilities
KMT,20106020,5510,Utilities
KBAL,20201060,2010,Capital Goods
KMB,30301010,1010,Energy
KEX,20303010,5020,Media & Entertainment
KR,30101030,6010,Real Estate
LYTS,20104010,4030,Insurance
LZB,25201020,2010,Capital Goods
SR,55102010,2520,Consumer Durables & Apparel
LRCX,45301010,6010,Real Estate
LANC,30202030,3020,"Food, Beverage & Tobacco"
LAWS,20107010,2530,Consumer Services
LEG,25201020,2010,Capital Goods
LEN,25201030,4020,Diversified Financials
JEF,40203020,3510,Health Care Equipment & Services
LLY,35202010,2010,Capital Goods
LB,25504010,3510,Health Care Equipment & Services
LECO,20106020,3510,Health Care Equipment & Services
LNC,40301020,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LMT,20101010,5020,Media & Entertainment
L,40301040,3510,Health Care Equipment & Services
RRC,10102020,4520,Technology Hardware & Equipment
LPX,15105010,2010,Capital Goods
LOW,25504030,4020,Diversified Financials
LDL,20106020,4530,Semiconductors & Semiconductor Equipment
MDC,25201030,5510,Utilities
MDU,55103010,5510,Utilities
MGEE,55101010,2020,Commercial & Professional Services
MTW,20106010,2020,Commercial & Professional Services
MRO,10102020,2010,Capital Goods
MCS,50202010,5510,Utilities
HST,60101030,2510,Automobiles & Components
MMC,40301010,6010,Real Estate
MAS,20102010,3510,Health Care Equipment & Services
MAT,25202010,4520,Technology Hardware & Equipment
MLP,60102030,1010,Energy
MKC,30202030,1510,Materials
MCD,25301040,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGRC,20107010,4010,Banks
SPGI,40203040,4520,Technology Hardware & Equipment
MCK,35102010,2020,Commercial & Professional Services
GENC,20106020,4520,Technology Hardware & Equipment
MDT,35101010,2530,Consumer Services
CVS,35102015,5510,Utilities
MRK,35202010,3510,Health Care Equipment & Services
MDP,50201040,3510,Health Care Equipment & Services
MLAB,35101010,2020,Commercial & Professional Services
MEI,45203020,2010,Capital Goods
EVI,20107010,3030,Household & Personal Products
SIEB,40203020,5510,Utilities
MU,45301020,5020,Media & Entertainment
ETR,55101010,2520,Consumer Durables & Apparel
MSEX,55104010,1510,Materials
MLHR,20201060,1010,Energy
MSA,20201060,2520,Consumer Durables & Apparel
MMM,20105010,2010,Capital Goods
ALE,55101010,2550,Retailing
MOD,25101010,2030,Transportation
MNR,60101020,1010,Energy
QDEL,35101020,2520,Consumer Durables & Apparel
MSI,45201020,5510,Utilities
MUR,10102020,5510,Utilities
MYE,15103010,5510,Utilities
VTRS,35202010,4020,Diversified Financials
BAC,40101010,2010,Capital Goods
NCR,45202030,2010,Capital Goods
NL,20201060,5510,Utilities
NSSC,45203010,5510,Utilities
NATH,25301040,4010,Banks
NFG,55102010,1510,Materials
NHC,35102020,1010,Energy
THC,35102020,1010,Energy
GPX,20202010,4520,Technology Hardware & Equipment
NPK,20101010,1010,Energy
NATR,30302010,5510,Utilities
NJR,55102010,3030,Household & Personal Products
NYT,50201040,5510,Utilities
NWL,25201050,1510,Materials
NEM,15104030,6010,Real Estate
NR,10101020,1010,Energy
NKE,25203020,5510,Utilities
NDSN,20106020,1010,Energy
JWN,25503010,3510,Health Care Equipment & Services
NSC,20304010,2010,Capital Goods
