ticker,industry_group
OMI,Health Care Equipment & Services
ON,Semiconductors & Semiconductor Equipment
ONB,Banks
ONDK,Diversified Financials
ONEM,Health Care Equipment & Services
ONEW,Retailing
ONTO,Semiconductors & Semiconductor Equipment
OOMA,Telecommunication Services
OPB,Banks
OPBK,Banks
OPCH,Health Care Equipment & Services
OPI,Real Estate
OPK,"Pharmaceuticals, Biotechnology & Life Sciences"
OPRT,Diversified Financials
OPRX,Health Care Equipment & Services
OPTN,"Pharmaceuticals, Biotechnology & Life Sciences"
OPY,Diversified Financials
ORA,Utilities
ORBC,Telecommunication Services
ORC,Diversified Financials
ORCL,Software & Services
ORGO,"Pharmaceuticals, Biotechnology & Life Sciences"
ORI,Insurance
ORLY,Retailing
ORRF,Banks
OSBC,Banks
OSG,Energy
OSIS,Technology Hardware & Equipment
OSK,Capital Goods
OSMT,"Pharmaceuticals, Biotechnology & Life Sciences"
OSPN,Software & Services
OSTK,Retailing
OSUR,Health Care Equipment & Services
OSW,Consumer Services
OTIS,Capital Goods
OTTR,Utilities
OUT,Real Estate
OVBC,Banks
OVLY,Banks
OXM,Consumer Durables & Apparel
OXY,Energy
OYST,"Pharmaceuticals, Biotechnology & Life Sciences"
OZK,Banks
PACB,"Pharmaceuticals, Biotechnology & Life Sciences"
PACD,Energy
PACW,Banks
PAG,Retailing
PAHC,"Pharmaceuticals, Biotechnology & Life Sciences"
PANW,Software & Services
PAR,Technology Hardware & Equipment
PARR,Energy
PATK,Capital Goods
PAYC,Software & Services
PAYS,Software & Services
PAYX,Software & Services
PB,Banks
PBCT,Banks
PBF,Energy
PBFS,Banks
PBH,"Pharmaceuticals, Biotechnology & Life Sciences"
PBI,Commercial & Professional Services
PBIP,Banks
PBPB,Consumer Services
PBYI,"Pharmaceuticals, Biotechnology & Life Sciences"
PCAR,Capital Goods
PCB,Banks
PCG,Utilities
PCH,Real Estate
PCRX,"Pharmaceuticals, Biotechnology & Life Sciences"
PCSB,Banks
PCTY,Software & Services
PCYO,Utilities
PD,Software & Services
PDCE,Energy
PDCO,Health Care Equipment & Services
PDFS,Semiconductors & Semiconductor Equipment
PDLB,Banks
PDLI,"Pharmaceuticals, Biotechnology & Life Sciences"
PDM,Real Estate
PE,Energy
PEAK,Real Estate
PEB,Real Estate
PEBK,Banks
PEBO,Banks
PEG,Utilities
PEGA,Software & Services
PEI,Real Estate
PEN,Health Care Equipment & Services
PENN,Consumer Services
PEP,"Food, Beverage & Tobacco"
PETQ,Health Care Equipment & Services
PETS,Retailing
PFBC,Banks
PFBI,Banks
PFE,"Pharmaceuticals, Biotechnology & Life Sciences"
PFG,Insurance
PFGC,Food & Staples Retailing
PFHD,Banks
PFIS,Banks
PFNX,"Pharmaceuticals, Biotechnology & Life Sciences"
PFPT,Software & Services
PFS,Banks
PFSI,Banks
PG,Household & Personal Products
PGC,Banks
PGEN,"Pharmaceuticals, Biotechnology & Life Sciences"
PGNX,"Pharmaceuticals, Biotechnology & Life Sciences"
PGNY,Health Care Equipment & Services
PGR,Insurance
PGRE,Real Estate
PGTI,Capital Goods
PH,Capital Goods
PHAS,"Pharmaceuticals, Biotechnology & Life Sciences"
PHAT,"Pharmaceuticals, Biotechnology & Life Sciences"
PHM,Consumer Durables & Apparel
PHR,Health Care Equipment & Services
PHUN,Software & Services
PHX,Energy
PI,Semiconductors & Semiconductor Equipment
PICO,Commercial & Professional Services
PII,Consumer Durables & Apparel
PINC,Health Care Equipment & Services
PING,Software & Services
PIPR,Diversified Financials
PIRS,"Pharmaceuticals, Biotechnology & Life Sciences"
PJT,Diversified Financials
PK,Real Estate
PKBK,Banks
PKE,Capital Goods
PKG,Materials
PKI,"Pharmaceuticals, Biotechnology & Life Sciences"
PKOH,Capital Goods
PLAB,Semiconductors & Semiconductor Equipment
PLAN,Software & Services
PLAY,Consumer Services
PLCE,Retailing
PLD,Real Estate
PLMR,Insurance
PLNT,Consumer Services
PLOW,Capital Goods
PLPC,Capital Goods
PLSE,Health Care Equipment & Services
PLT,Technology Hardware & Equipment
PLUG,Capital Goods
PLUS,Technology Hardware & Equipment
PLXS,Technology Hardware & Equipment
PM,"Food, Beverage & Tobacco"
PMBC,Banks
PMT,Diversified Financials
PNC,Banks
PNFP,Banks
PNM,Utilities
PNR,Capital Goods
PNRG,Energy
PNTG,Health Care Equipment & Services
PNW,Utilities
PODD,Health Care Equipment & Services
POL,Materials
POOL,Retailing
POR,Utilities
POST,"Food, Beverage & Tobacco"
POWI,Semiconductors & Semiconductor Equipment
POWL,Capital Goods
PPBI,Banks
PPC,"Food, Beverage & Tobacco"
PPD,"Pharmaceuticals, Biotechnology & Life Sciences"
PPG,Materials
PPL,Utilities
PQG,Materials
PRA,Insurance
PRAA,Diversified Financials
PRAH,"Pharmaceuticals, Biotechnology & Life Sciences"
PRDO,Consumer Services
PRFT,Software & Services
PRGO,"Pharmaceuticals, Biotechnology & Life Sciences"
PRGS,Software & Services
PRGX,Software & Services
PRI,Insurance
PRIM,Capital Goods
PRK,Banks
PRLB,Capital Goods
PRNB,"Pharmaceuticals, Biotechnology & Life Sciences"
PRO,Software & Services
PROS,Insurance
PROV,Banks
PRPL,Consumer Durables & Apparel
PRSC,Health Care Equipment & Services
PRSP,Software & Services
PRTA,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTH,Software & Services
PRTK,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTY,Retailing
PRU,Insurance
PRVL,"Pharmaceuticals, Biotechnology & Life Sciences"
PS,Software & Services
PSA,Real Estate
PSB,Real Estate
PSMT,Food & Staples Retailing
PSN,Capital Goods
PSNL,"Pharmaceuticals, Biotechnology & Life Sciences"
PSTG,Technology Hardware & Equipment
PSX,Energy
PTC,Software & Services
PTCT,"Pharmaceuticals, Biotechnology & Life Sciences"
PTE,"Pharmaceuticals, Biotechnology & Life Sciences"
PTEN,Energy
PTGX,"Pharmaceuticals, Biotechnology & Life Sciences"
PTLA,"Pharmaceuticals, Biotechnology & Life Sciences"
PTN,"Pharmaceuticals, Biotechnology & Life Sciences"
PTSI,Transportation
PTVCB,Insurance
PUB,Banks
PUMP,Energy
PVAC,Energy
PVBC,Banks
PVH,Consumer Durables & Apparel
PWOD,Banks
PWR,Capital Goods
PXD,Energy
PYPL,Software & Services
PYX,"Food, Beverage & Tobacco"
PZN,Diversified Financials
PZZA,Consumer Services
QADA,Software & Services
QCOM,Semiconductors & Semiconductor Equipment
QCRH,Banks
QDEL,Health Care Equipment & Services
QEP,Energy
QGEN,"Pharmaceuticals, Biotechnology & Life Sciences"
QLYS,Software & Services
QNST,Media & Entertainment
QRTEA,Retailing
QRVO,Semiconductors & Semiconductor Equipment
QTRX,"Pharmaceuticals, Biotechnology & Life Sciences"
QTS,Real Estate
QTWO,Software & Services
QUAD,Commercial & Professional Services
QUOT,Retailing
R,Transportation
RAD,Food & Staples Retailing
RAMP,Software & Services
RAPT,"Pharmaceuticals, Biotechnology & Life Sciences"
RARE,"Pharmaceuticals, Biotechnology & Life Sciences"
RAVN,Capital Goods
RBB,Banks
RBBN,Technology Hardware & Equipment
RBC,Capital Goods
RBCAA,Banks
RBNC,Banks
RC,Diversified Financials
RCII,Retailing
RCKT,"Pharmaceuticals, Biotechnology & Life Sciences"
RCKY,Consumer Durables & Apparel
RCL,Consumer Services
RCM,Health Care Equipment & Services
RCUS,"Pharmaceuticals, Biotechnology & Life Sciences"
RDFN,Real Estate
RDI,Media & Entertainment
RDN,Banks
RDNT,Health Care Equipment & Services
RDUS,"Pharmaceuticals, Biotechnology & Life Sciences"
RE,Insurance
REAL,Retailing
REG,Real Estate
REGI,Energy
REGN,"Pharmaceuticals, Biotechnology & Life Sciences"
REI,Energy
REPH,"Pharmaceuticals, Biotechnology & Life Sciences"
REPL,"Pharmaceuticals, Biotechnology & Life Sciences"
RES,Energy
RESI,Real Estate
RETA,"Pharmaceuticals, Biotechnology & Life Sciences"
REV,Household & Personal Products
REVG,Capital Goods
REX,Energy
REXR,Real Estate
REYN,Household & Personal Products
REZI,Capital Goods
RF,Banks
RFL,Real Estate
RGA,Insurance
RGCO,Utilities
RGEN,"Pharmaceuticals, Biotechnology & Life Sciences"
RGLD,Materials
RGNX,"Pharmaceuticals, Biotechnology & Life Sciences"
RGP,Commercial & Professional Services
RGR,Consumer Durables & Apparel
RGS,Consumer Services
RH,Retailing
RHI,Commercial & Professional Services
RHP,Real Estate
RICK,Consumer Services
RIG,Energy
RIGL,"Pharmaceuticals, Biotechnology & Life Sciences"
RILY,Diversified Financials
RJF,Diversified Financials
RL,Consumer Durables & Apparel
RLGT,Transportation
RLGY,Real Estate
RLH,Consumer Services
RLI,Insurance
RLJ,Real Estate
RM,Diversified Financials
RMAX,Real Estate
RMBI,Banks
RMBS,Semiconductors & Semiconductor Equipment
RMD,Health Care Equipment & Services
RMNI,Software & Services
RMR,Real Estate
RMTI,Health Care Equipment & Services
RNET,Energy
RNG,Software & Services
RNR,Insurance
RNST,Banks
ROAD,Capital Goods
ROCK,Capital Goods
ROG,Technology Hardware & Equipment
ROIC,Real Estate
ROK,Capital Goods
ROKU,Media & Entertainment
ROL,Commercial & Professional Services
ROLL,Capital Goods
ROP,Capital Goods
ROSE,Energy
ROST,Retailing
RP,Software & Services
RPAI,Real Estate
RPD,Software & Services
RPM,Materials
RPT,Real Estate
RRBI,Banks
RRC,Energy
RRD,Commercial & Professional Services
RRGB,Consumer Services
RRR,Consumer Services
RS,Materials
RSG,Commercial & Professional Services
RST,Software & Services
RTIX,Health Care Equipment & Services
RTRX,"Pharmaceuticals, Biotechnology & Life Sciences"
RTW,Retailing
RTX,Capital Goods
RUBI,Retailing
RUBY,"Pharmaceuticals, Biotechnology & Life Sciences"
RUN,Capital Goods
RUSHA,Capital Goods
RUSHB,Capital Goods
RUTH,Consumer Services
RVI,Real Estate
RVMD,"Pharmaceuticals, Biotechnology & Life Sciences"
RVNC,"Pharmaceuticals, Biotechnology & Life Sciences"
RVSB,Banks
RWT,Diversified Financials
RXN,Capital Goods
RYAM,Materials
RYI,Materials
RYN,Real Estate
RYTM,"Pharmaceuticals, Biotechnology & Life Sciences"
SABR,Software & Services
SAFE,Real Estate
SAFM,"Food, Beverage & Tobacco"
SAFT,Insurance
SAGE,"Pharmaceuticals, Biotechnology & Life Sciences"
SAH,Retailing
SAIA,Transportation
SAIC,Software & Services
SAIL,Software & Services
SALT,Transportation
SAM,"Food, Beverage & Tobacco"
SAMG,Diversified Financials
SANM,Technology Hardware & Equipment
SASR,Banks
SATS,Technology Hardware & Equipment
SAVE,Transportation
SB,Transportation
SBAC,Real Estate
SBBP,"Pharmaceuticals, Biotechnology & Life Sciences"
SBBX,Banks
SBCF,Banks
SBGI,Media & Entertainment
SBH,Retailing
SBNY,Banks
SBOW,Energy
SBRA,Real Estate
SBSI,Banks
SBT,Banks
SBUX,Consumer Services
SC,Diversified Financials
SCCO,Materials
SCHL,Media & Entertainment
SCHN,Materials
SCHW,Diversified Financials
SCI,Consumer Services
SCL,Materials
SCOR,Media & Entertainment
SCS,Commercial & Professional Services
SCSC,Technology Hardware & Equipment
SCU,Diversified Financials
SCVL,Retailing
SCWX,Software & Services
SD,Energy
SDGR,Health Care Equipment & Services
SDRL,Energy
SEAS,Consumer Services
SEB,"Food, Beverage & Tobacco"
SEE,Materials
SEIC,Diversified Financials
SEM,Health Care Equipment & Services
SENEA,"Food, Beverage & Tobacco"
SENS,Health Care Equipment & Services
SERV,Consumer Services
SF,Diversified Financials
SFBS,Banks
SFE,Diversified Financials
SFIX,Retailing
SFL,Energy
SFM,Food & Staples Retailing
SFNC,Banks
SFST,Banks
SGA,Media & Entertainment
SGC,Consumer Durables & Apparel
SGEN,"Pharmaceuticals, Biotechnology & Life Sciences"
SGH,Semiconductors & Semiconductor Equipment
SGMO,"Pharmaceuticals, Biotechnology & Life Sciences"
SGMS,Consumer Services
SGRY,Health Care Equipment & Services
SHAK,Consumer Services
SHBI,Banks
SHEN,Telecommunication Services
SHO,Real Estate
SHOO,Consumer Durables & Apparel
SHSP,Software & Services
SHW,Materials
SI,Banks
SIBN,Health Care Equipment & Services
SIC,Consumer Services
SIEB,Diversified Financials
SIEN,Health Care Equipment & Services
SIG,Retailing
SIGA,"Pharmaceuticals, Biotechnology & Life Sciences"
SIGI,Insurance
SILK,Health Care Equipment & Services
SIRI,Media & Entertainment
SITC,Real Estate
SITE,Capital Goods
SITM,Semiconductors & Semiconductor Equipment
SIVB,Banks
SIX,Consumer Services
SJI,Utilities
SJM,"Food, Beverage & Tobacco"
SJW,Utilities
SKT,Real Estate
SKX,Consumer Durables & Apparel
SKY,Consumer Durables & Apparel
SKYW,Transportation
SLAB,Semiconductors & Semiconductor Equipment
SLB,Energy
SLCA,Energy
SLCT,Banks
SLDB,"Pharmaceuticals, Biotechnology & Life Sciences"
SLG,Real Estate
SLGN,Materials
SLM,Diversified Financials
SLP,Health Care Equipment & Services
SM,Energy
SMAR,Software & Services
SMBC,Banks
SMBK,Banks
SMG,Materials
SMHI,Energy
SMMF,Banks
SMP,Automobiles & Components
SMPL,"Food, Beverage & Tobacco"
SMTC,Semiconductors & Semiconductor Equipment
SNA,Capital Goods
SNBR,Retailing
SNCR,Software & Services
SND,Energy
SNDR,Transportation
SNDX,"Pharmaceuticals, Biotechnology & Life Sciences"
SNPS,Software & Services
SNR,Real Estate
SNV,Banks
SNX,Technology Hardware & Equipment
SO,Utilities
SOI,Energy
SOLY,Health Care Equipment & Services
SON,Materials
SONA,Banks
SONM,Technology Hardware & Equipment
SONO,Consumer Durables & Apparel
SP,Commercial & Professional Services
SPAR,Capital Goods
SPB,Household & Personal Products
SPFI,Banks
SPG,Real Estate
SPGI,Diversified Financials
SPKE,Utilities
SPLK,Software & Services
SPNE,Health Care Equipment & Services
SPOK,Telecommunication Services
SPOT,Media & Entertainment
SPPI,"Pharmaceuticals, Biotechnology & Life Sciences"
SPR,Capital Goods
SPRO,"Pharmaceuticals, Biotechnology & Life Sciences"
SPSC,Software & Services
SPT,Software & Services
SPTN,Food & Staples Retailing
SPWH,Retailing
SPWR,Semiconductors & Semiconductor Equipment
SPXC,Capital Goods
SQ,Software & Services
SR,Utilities
SRC,Real Estate
SRCE,Banks
SRCL,Commercial & Professional Services
SRDX,Health Care Equipment & Services
SRE,Utilities
SRG,Real Estate
SRI,Automobiles & Components
SRNE,"Pharmaceuticals, Biotechnology & Life Sciences"
SRPT,"Pharmaceuticals, Biotechnology & Life Sciences"
SRRK,"Pharmaceuticals, Biotechnology & Life Sciences"
SRT,Software & Services
SSB,Banks
SSD,Capital Goods
SSNC,Software & Services
SSP,Media & Entertainment
SSTI,Software & Services
SSTK,Retailing
SSYS,Technology Hardware & Equipment
ST,Capital Goods
STAA,Health Care Equipment & Services
STAG,Real Estate
STAR,Real Estate
STAY,Consumer Services
STBA,Banks
STC,Insurance
STE,Health Care Equipment & Services
STFC,Insurance
STIM,Health Care Equipment & Services
STL,Banks
STLD,Materials
STML,"Pharmaceuticals, Biotechnology & Life Sciences"
STMP,Retailing
STNG,Energy
STOK,"Pharmaceuticals, Biotechnology & Life Sciences"
STOR,Real Estate
STRA,Consumer Services
STRL,Capital Goods
STRO,"Pharmaceuticals, Biotechnology & Life Sciences"
STRS,Real Estate
STSA,"Pharmaceuticals, Biotechnology & Life Sciences"
STT,Diversified Financials
STWD,Diversified Financials
STXB,Banks
STZ,"Food, Beverage & Tobacco"
SUI,Real Estate
SUM,Materials
SUPN,"Pharmaceuticals, Biotechnology & Life Sciences"
SVC,Real Estate
SVMK,Software & Services
SVRA,"Pharmaceuticals, Biotechnology & Life Sciences"
SWAV,Health Care Equipment & Services
SWCH,Software & Services
SWI,Software & Services
SWK,Capital Goods
SWKS,Semiconductors & Semiconductor Equipment
SWM,Materials
SWN,Energy
SWTX,"Pharmaceuticals, Biotechnology & Life Sciences"
SWX,Utilities
SXC,Materials
SXI,Capital Goods
SXT,Materials
SYBT,Banks
SYBX,"Pharmaceuticals, Biotechnology & Life Sciences"
SYF,Diversified Financials
SYK,Health Care Equipment & Services
SYKE,Software & Services
SYNA,Semiconductors & Semiconductor Equipment
SYNH,"Pharmaceuticals, Biotechnology & Life Sciences"
SYNL,Materials
SYRS,"Pharmaceuticals, Biotechnology & Life Sciences"
SYX,Capital Goods
SYY,Food & Staples Retailing
T,Telecommunication Services
TACO,Consumer Services
TALO,Energy
TAP,"Food, Beverage & Tobacco"
TAST,Consumer Services
TBBK,Banks
TBI,Commercial & Professional Services
TBIO,"Pharmaceuticals, Biotechnology & Life Sciences"
TBK,Banks
TBNK,Banks
TBPH,"Pharmaceuticals, Biotechnology & Life Sciences"
TCBI,Banks
TCBK,Banks
TCDA,"Pharmaceuticals, Biotechnology & Life Sciences"
TCF,Banks
TCFC,Banks
TCI,Real Estate
TCMD,Health Care Equipment & Services
TCO,Real Estate
TCRR,"Pharmaceuticals, Biotechnology & Life Sciences"
TCS,Retailing
TCX,Software & Services
TDC,Software & Services
TDG,Capital Goods
TDOC,Health Care Equipment & Services
TDS,Telecommunication Services
TDW,Energy
TDY,Capital Goods
TEAM,Software & Services
TECD,Technology Hardware & Equipment
TECH,"Pharmaceuticals, Biotechnology & Life Sciences"
TELL,Energy
TEN,Automobiles & Components
TENB,Software & Services
TER,Semiconductors & Semiconductor Equipment
TERP,Utilities
TESS,Technology Hardware & Equipment
TEUM,Software & Services
TEX,Capital Goods
TFC,Banks
TFSL,Banks
TFX,Health Care Equipment & Services
TG,Materials
TGH,Capital Goods
TGI,Capital Goods
TGNA,Media & Entertainment
TGT,Retailing
TGTX,"Pharmaceuticals, Biotechnology & Life Sciences"
TH,Consumer Services
THC,Health Care Equipment & Services
THFF,Banks
THG,Insurance
THO,Automobiles & Components
THR,Capital Goods
THRM,Automobiles & Components
THS,"Food, Beverage & Tobacco"
TIF,Retailing
TILE,Commercial & Professional Services
TIPT,Insurance
TISI,Commercial & Professional Services
TITN,Capital Goods
TIVO,Software & Services
TJX,Retailing
TK,Energy
TKR,Capital Goods
TLRD,Retailing
TLYS,Retailing
TMDX,Health Care Equipment & Services
TMHC,Consumer Durables & Apparel
TMO,"Pharmaceuticals, Biotechnology & Life Sciences"
TMP,Banks
TMST,Materials
TMUS,Telecommunication Services
TNAV,Software & Services
TNC,Capital Goods
TNDM,Health Care Equipment & Services
TNET,Commercial & Professional Services
TNK,Energy
TOCA,"Pharmaceuticals, Biotechnology & Life Sciences"
TOL,Consumer Durables & Apparel
TORC,"Pharmaceuticals, Biotechnology & Life Sciences"
TOWN,Banks
TPB,"Food, Beverage & Tobacco"
TPC,Capital Goods
TPCO,Media & Entertainment
TPH,Consumer Durables & Apparel
TPIC,Capital Goods
TPR,Consumer Durables & Apparel
TPRE,Insurance
TPTX,"Pharmaceuticals, Biotechnology & Life Sciences"
TPX,Consumer Durables & Apparel
TR,"Food, Beverage & Tobacco"
TRC,Real Estate
TREC,Materials
TREE,Diversified Financials
TREX,Capital Goods
TRGP,Energy
TRHC,Health Care Equipment & Services
TRIP,Media & Entertainment
TRMB,Technology Hardware & Equipment
TRMK,Banks
TRN,Capital Goods
TRNO,Real Estate
TRNS,Capital Goods
TROW,Diversified Financials
TROX,Materials
TRS,Capital Goods
TRST,Banks
TRTN,Capital Goods
TRTX,Diversified Financials
TRU,Commercial & Professional Services
TRUE,Media & Entertainment
TRUP,Insurance
TRV,Insurance
TRWH,Consumer Services
TRXC,Health Care Equipment & Services
TSBK,Banks
TSC,Banks
TSCO,Retailing
TSE,Materials
TSLA,Automobiles & Components
TSN,"Food, Beverage & Tobacco"
TT,Capital Goods
TTC,Capital Goods
TTD,Software & Services
TTEC,Software & Services
TTEK,Commercial & Professional Services
TTGT,Media & Entertainment
TTI,Energy
TTMI,Technology Hardware & Equipment
TTWO,Media & Entertainment
TUP,Consumer Durables & Apparel
TUSK,Energy
TVTY,Health Care Equipment & Services
TWI,Capital Goods
TWIN,Capital Goods
TWLO,Software & Services
TWNK,"Food, Beverage & Tobacco"
TWO,Diversified Financials
TWOU,Software & Services
TWST,"Pharmaceuticals, Biotechnology & Life Sciences"
TWTR,Media & Entertainment
TXMD,"Pharmaceuticals, Biotechnology & Life Sciences"
TXN,Semiconductors & Semiconductor Equipment
TXRH,Consumer Services
TXT,Capital Goods
TYL,Software & Services
TYME,"Pharmaceuticals, Biotechnology & Life Sciences"
TZOO,Media & Entertainment
UA,Consumer Durables & Apparel
UAA,Consumer Durables & Apparel
UAL,Transportation
UBA,Real Estate
UBER,Transportation
UBFO,Banks
UBSI,Banks
UBX,"Pharmaceuticals, Biotechnology & Life Sciences"
UCBI,Banks
UCTT,Semiconductors & Semiconductor Equipment
UDR,Real Estate
UE,Real Estate
UEC,Energy
UEIC,Consumer Durables & Apparel
UFCS,Insurance
UFI,Consumer Durables & Apparel
UFPI,Capital Goods
UFPT,Materials
UFS,Materials
UGI,Utilities
UHAL,Transportation
UHS,Health Care Equipment & Services
UHT,Real Estate
UI,Technology Hardware & Equipment
UIHC,Insurance
UIS,Software & Services
ULH,Transportation
ULTA,Retailing
UMBF,Banks
UMH,Real Estate
UMPQ,Banks
UNB,Banks
UNF,Commercial & Professional Services
UNFI,Food & Staples Retailing
UNH,Health Care Equipment & Services
UNIT,Real Estate
UNM,Insurance
UNP,Transportation
UNT,Energy
UNTY,Banks
UNVR,Capital Goods
UPLD,Software & Services
UPS,Transportation
UPWK,Commercial & Professional Services
URBN,Retailing
URGN,"Pharmaceuticals, Biotechnology & Life Sciences"
URI,Capital Goods
USB,Banks
USCR,Materials
USFD,Food & Staples Retailing
USLM,Materials
USM,Telecommunication Services
USNA,Household & Personal Products
USPH,Health Care Equipment & Services
USWS,Energy
USX,Transportation
UTHR,"Pharmaceuticals, Biotechnology & Life Sciences"
UTL,Utilities
UTMD,Health Care Equipment & Services
UUUU,Energy
UVE,Insurance
UVSP,Banks
UVV,"Food, Beverage & Tobacco"
V,Software & Services
VAC,Consumer Services
VALU,Diversified Financials
VAPO,Health Care Equipment & Services
VAR,Health Care Equipment & Services
VBIV,"Pharmaceuticals, Biotechnology & Life Sciences"
VBTX,Banks
VC,Automobiles & Components
VCEL,"Pharmaceuticals, Biotechnology & Life Sciences"
VCRA,Health Care Equipment & Services
VCYT,"Pharmaceuticals, Biotechnology & Life Sciences"
VEC,Capital Goods
VECO,Semiconductors & Semiconductor Equipment
VEEV,Health Care Equipment & Services
VEL,Banks
VER,Real Estate
VFC,Consumer Durables & Apparel
VG,Telecommunication Services
VGR,"Food, Beverage & Tobacco"
VHC,Software & Services
VHI,Materials
VIAC,Media & Entertainment
VIACA,Media & Entertainment
VIAV,Technology Hardware & Equipment
VICI,Real Estate
VICR,Capital Goods
VIE,"Pharmaceuticals, Biotechnology & Life Sciences"
VIR,"Pharmaceuticals, Biotechnology & Life Sciences"
VIRT,Diversified Financials
VIVO,Health Care Equipment & Services
VKTX,"Pharmaceuticals, Biotechnology & Life Sciences"
VLGEA,Food & Staples Retailing
VLO,Energy
VLY,Banks
VMC,Materials
VMI,Capital Goods
VMW,Software & Services
VNCE,Consumer Durables & Apparel
VNDA,"Pharmaceuticals, Biotechnology & Life Sciences"
VNO,Real Estate
VOYA,Diversified Financials
VPG,Technology Hardware & Equipment
VRA,Consumer Durables & Apparel
VRAY,Health Care Equipment & Services
VRCA,"Pharmaceuticals, Biotechnology & Life Sciences"
VREX,Health Care Equipment & Services
VRNS,Software & Services
VRNT,Software & Services
VRRM,Software & Services
VRS,Materials
VRSK,Commercial & Professional Services
VRSN,Software & Services
VRTS,Diversified Financials
VRTU,Software & Services
VRTV,Capital Goods
VRTX,"Pharmaceuticals, Biotechnology & Life Sciences"
VSAT,Technology Hardware & Equipment
VSEC,Commercial & Professional Services
VSH,Technology Hardware & Equipment
VSLR,Capital Goods
VST,Utilities
VSTO,Consumer Durables & Apparel
VTR,Real Estate
VVI,Commercial & Professional Services
VVV,Materials
VYGR,"Pharmaceuticals, Biotechnology & Life Sciences"
VZ,Telecommunication Services
W,Retailing
WAB,Capital Goods
WABC,Banks
WAFD,Banks
WAL,Banks
WASH,Banks
WAT,"Pharmaceuticals, Biotechnology & Life Sciences"
WATT,Capital Goods
WBA,Food & Staples Retailing
WBC,Capital Goods
WBS,Banks
WBT,Capital Goods
WCC,Capital Goods
WD,Banks
WDAY,Software & Services
WDC,Technology Hardware & Equipment
WDFC,Household & Personal Products
WDR,Diversified Financials
WEC,Utilities
WELL,Real Estate
WEN,Consumer Services
WERN,Transportation
WETF,Diversified Financials
WEX,Software & Services
WEYS,Retailing
WFC,Banks
WGO,Automobiles & Components
WH,Consumer Services
WHD,Energy
WHG,Diversified Financials
WHR,Consumer Durables & Apparel
WIFI,Telecommunication Services
WINA,Retailing
WING,Consumer Services
WIRE,Capital Goods
WK,Software & Services
WLDN,Commercial & Professional Services
WLFC,Capital Goods
WLK,Materials
WLL,Energy
WLTW,Insurance
WM,Commercial & Professional Services
WMB,Energy
WMC,Diversified Financials
WMGI,Health Care Equipment & Services
WMK,Food & Staples Retailing
WMS,Capital Goods
WMT,Food & Staples Retailing
WNC,Capital Goods
WNEB,Banks
WOR,Materials
WOW,Media & Entertainment
WPC,Real Estate
WPG,Real Estate
WPX,Energy
WRB,Insurance
WRE,Real Estate
WRI,Real Estate
WRK,Materials
WRLD,Diversified Financials
WRTC,Technology Hardware & Equipment
WSBC,Banks
WSBF,Banks
WSC,Capital Goods
WSFS,Banks
WSM,Retailing
WSO,Capital Goods
WSR,Real Estate
WST,Health Care Equipment & Services
WTBA,Banks
WTFC,Banks
WTI,Energy
WTM,Insurance
WTRE,Insurance
WTRG,Utilities
WTRH,Retailing
WTS,Capital Goods
WTTR,Energy
WU,Software & Services
WVE,"Pharmaceuticals, Biotechnology & Life Sciences"
WW,Consumer Services
WWD,Capital Goods
WWE,Media & Entertainment
WWW,Consumer Durables & Apparel
WY,Real Estate
WYND,Consumer Services
WYNN,Consumer Services
X,Materials
XAN,Diversified Financials
XBIT,"Pharmaceuticals, Biotechnology & Life Sciences"
XEC,Energy
XEL,Utilities
XELA,Software & Services
XENT,"Pharmaceuticals, Biotechnology & Life Sciences"
XERS,"Pharmaceuticals, Biotechnology & Life Sciences"
XFOR,"Pharmaceuticals, Biotechnology & Life Sciences"
XGN,Health Care Equipment & Services
XHR,Real Estate
XLNX,Semiconductors & Semiconductor Equipment
XLRN,"Pharmaceuticals, Biotechnology & Life Sciences"
XNCR,"Pharmaceuticals, Biotechnology & Life Sciences"
XOG,Energy
XOM,Energy
XPER,Semiconductors & Semiconductor Equipment
XPO,Transportation
XRAY,Health Care Equipment & Services
XRX,Technology Hardware & Equipment
XXII,"Food, Beverage & Tobacco"
XYL,Capital Goods
Y,Insurance
YCBD,"Pharmaceuticals, Biotechnology & Life Sciences"
YELP,Media & Entertainment
YETI,Consumer Durables & Apparel
YEXT,Software & Services
YGYI,Household & Personal Products
YMAB,"Pharmaceuticals, Biotechnology & Life Sciences"
YORW,Utilities
YRCW,Transportation
YUM,Consumer Services
YUMC,Consumer Services
Z,Media & Entertainment
ZAGG,Consumer Durables & Apparel
ZBH,Health Care Equipment & Services
ZBRA,Technology Hardware & Equipment
ZEN,Software & Services
ZEUS,Materials
ZG,Media & Entertainment
ZGNX,"Pharmaceuticals, Biotechnology & Life Sciences"
ZION,Banks
ZIOP,"Pharmaceuticals, Biotechnology & Life Sciences"
ZIXI,Software & Services
ZNGA,Media & Entertainment
ZS,Software & Services
ZTS,"Pharmaceuticals, Biotechnology & Life Sciences"
ZUMZ,Retailing
ZUO,Software & Services
ZYNE,"Pharmaceuticals, Biotechnology & Life Sciences"
ZYXI,Health Care Equipment & Services
AMCR,Materials
BRK.B,Diversified Financials
BF.B,"Food, Beverage & Tobacco"
