ticker,text,original,preditions,predictions_score,hand_labeled
LMT,"lockheed martin corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. it operates through four segments: aeronautics, missiles and fire control, rotary and mission systems, and space. the aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. the missiles and fire control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. the rotary and mission systems segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. the space segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. this segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. it serves primarily serves the u.s. government, as well as foreign military sales contracted through the u.s. government. lockheed martin corporation was founded in 1912 and is headquartered in bethesda, maryland.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Energy', 'Materials', 'Technology Hardware & Equipment']","[9.98302817e-01 1.12466393e-02 1.53501448e-03 6.84732979e-04
 5.60770393e-04]",
MAS,"masco corporation designs, manufactures, and distributes home improvement and building products in north america, europe, and internationally. the company's plumbing products segment offers faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks, toilets, acrylic tubs, shower trays, spas, exercise pools, and fitness systems; brass, copper, and composite plumbing system components; connected water products; thermoplastic solutions, extruded plastic profiles, specialized fabrications, and pex tubing products; and other non-decorative plumbing products. this segment provides its products under the delta, brizo, peerless, hansgrohe, axor, kraus, easy drain, steamist, elitesteam, ginger, newport brass, brasstech, waltec, bristan, heritage, mirolin, hot spring, caldera, freeflow spas, fantasy spas, endless pools, brasscraft, plumb shop, cobra, cobra pro, and master plumber brands. its decorative architectural products segment offers paints, primers, specialty coatings, stains, and waterproofing products, as well as paint applicators and accessories; cabinet and door hardware, functional hardware, wall plates, hook and rail products, closet organization systems, and picture hanging accessories; decorative bath hardware, mirrors, and shower accessories and doors; and decorative indoor and outdoor lighting fixtures, ceiling fans, landscape lighting, and led lighting systems. this segment provides its products under the behr, kilz, whizz, elder & jenks, liberty, brainerd, franklin brass, kichler, and élan brands. it sells its products to the plumbing, heating, and hardware wholesalers; home centers and online retailers; hardware stores; electrical and landscape distributors; lighting showrooms; building supply outlets; and other mass merchandisers. masco corporation was incorporated in 1929 and is headquartered in livonia, michigan.",['Capital Goods'],"['Consumer Durables & Apparel', 'Capital Goods', 'Health Care Equipment & Services', 'Materials', 'Commercial & Professional Services']","[9.70925629e-01 6.81806862e-01 1.59200951e-01 3.40657309e-03
 2.97211984e-04]",
MMM,"3m company operates as a diversified technology company worldwide. it operates through four segments: safety and industrial; transportation and electronics; health care; and consumer. the safety and industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. the transportation and electronics segment provides ceramic solutions; attachment tapes, films, sound, and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage; light management films and electronics assembly solutions; packaging and interconnection solutions; and reflective signage for highway, and vehicle safety. the healthcare segment offers food safety indicator solutions; health care procedure coding and reimbursement software; skin, wound care, and infection prevention products and solutions; dentistry and orthodontia solutions; and filtration and purification systems. the consumer segment provides consumer bandages, braces, supports and consumer respirators; cleaning products for the home; retail abrasives, paint accessories, car care diy products, picture hanging, and consumer air quality solutions; and stationery products. it offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, and dealers. the company was founded in 1902 and is based in st. paul, minnesota.",['Capital Goods'],"['Materials', 'Health Care Equipment & Services', 'Capital Goods', 'Commercial & Professional Services', 'Technology Hardware & Equipment']","[9.07961607e-01 1.93525478e-01 7.15994388e-02 6.20491058e-03
 4.38547140e-04]",
NOC,"northrop grumman corporation operates as an aerospace and defense company worldwide. the company's aeronautics systems segment designs, develops, manufactures, integrates, and sustains aircraft systems. this segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic isr systems and vertical take-off and landing tactical isr systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. its defense systems segment designs, develops, and produces weapons and mission systems. it offers products and services, such as integrated battle management systems, weapons systems and aircraft, and mission systems. this segment also provides command and control and weapons systems, including munitions and missiles; precision strike weapons; propulsion, such as air-breathing and hypersonic systems; gun systems and precision munitions; life cycle service and support for software, weapons systems, and aircraft; and logistics support, sustainment, operation, and modernization for air, sea, and ground systems. the company's mission systems segment offers cyber, command, control, communications and computers, intelligence, surveillance, and reconnaissance systems; radar, electro-optical/infrared and acoustic sensors; electronic warfare systems; advanced communications and network systems; cyber solutions; intelligence processing systems; navigation; and maritime power, propulsion, and payload launch systems. this segment also provides airborne multifunction sensors; maritime/land systems and sensors; navigation, targeting, and survivability solutions; and networked information solutions. its space systems segment offers satellites and payloads; ground systems; missile defense systems and interceptors; launch vehicles and related propulsion systems; and strategic missiles. the company was founded in 1939 and is based in falls church, virginia.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Energy', 'Technology Hardware & Equipment', 'Consumer Durables & Apparel']","[9.99931812e-01 3.57144425e-04 7.77589885e-05 1.61980042e-05
 1.21784988e-05]",
OTIS,"otis worldwide corporation manufactures, installs, and services elevators and escalators in the united states, china, and internationally. the company operates in two segments, new equipment and service. the new equipment segment designs, manufactures, sells, and installs a range of passenger and freight elevators, as well as escalators and moving walkways for residential and commercial buildings, and infrastructure projects. the service segment performs maintenance and repair services, as well as modernization services to upgrade elevators and escalators. it had a network of approximately 34,000 service mechanics operating approximately 1,400 branches and offices. the company was founded in 1853 and is headquartered in farmington, connecticut.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Consumer Durables & Apparel', 'Materials', 'Technology Hardware & Equipment']","[9.99896169e-01 3.40483384e-04 1.54642548e-04 1.16692695e-06
 1.04155617e-06]",
PCAR,"paccar inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the united states, europe, mexico, south america, australia, and internationally. it operates through three segments: truck, parts, and financial services. the truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods. it sells its trucks through a network of independent dealers under the kenworth, peterbilt, and daf nameplates. the parts segment distributes aftermarket parts for trucks and related commercial vehicles. the financial services segment conducts full-service leasing operations under the paclease trade name, as well as provides finance and leasing products and services to customers and dealers. this segment also offers equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. in addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment. the company also manufactures and markets industrial winches under the braden, carco, and gearmatic nameplates. paccar inc was founded in 1905 and is headquartered in bellevue, washington.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Technology Hardware & Equipment', 'Automobiles & Components', 'Consumer Durables & Apparel']","[9.94525194e-01 8.09706189e-03 5.89966169e-03 6.27304602e-04
 3.04250803e-04]",
PH,"parker-hannifin corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide. the company operates through two segments, diversified industrial and aerospace systems. the diversified industrial segment offers sealing, shielding, thermal products and systems, adhesives, coatings, and noise vibration and harshness solutions; filters, systems, and diagnostics solutions to monitor and remove contaminants from fuel, air, oil, water, and other liquids and gases; connectors, which control, transmit, and contain fluid; control solutions for extreme corrosion resistance, temperatures, pressures, and precise flow; and hydraulic, pneumatic, and electromechanical components and systems for builders and users of mobile and industrial machinery and equipment. this segment sells its products to original equipment manufacturers (oems) and distributors who serve the replacement markets in manufacturing, packaging, processing, transportation, construction, refrigeration and air conditioning, agricultural, and military machinery and equipment industries. the aerospace systems segment offers products for use in commercial and military airframe and engine programs, such as control actuation systems and components, engine build-up ducting, engine exhaust nozzles and assemblies, engine systems and components, fluid conveyance systems and components, fuel systems and components, fuel tank inerting systems, hydraulic systems and components, lubrication components, pilot controls, pneumatic control components, thermal management products, and wheels and brakes, as well as fluid metering, delivery, and atomization devices. this segment markets its products directly to oems and end users. the company markets its products through direct-sales employees, independent distributors, and sales representatives. the company was founded in 1917 and is headquartered in cleveland, ohio.",['Capital Goods'],"['Capital Goods', 'Materials', 'Energy', 'Commercial & Professional Services', 'Technology Hardware & Equipment']","[9.99715269e-01 1.30456919e-02 2.03118427e-04 1.55213240e-06
 3.22004212e-07]",
PNR,"pentair plc provides various water solutions worldwide. it operates through consumer solutions; and industrial & flow technologies segments. the consumer solutions segment designs, manufactures, and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, repair, renovation, service, and construction applications; and water treatment products and systems comprising pressure tanks, control valves, activated carbon products, conventional filtration products, and point-of-entry and point-of-use systems for the use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as in commercial total water management and filtration in foodservice operations. it offers its products under the everpure, ken's beverage, kreepy krauly, pentair water solutions, pleatco, rainsoft, and sta-rite brands. the industrial & flow technologies segment manufactures and sells fluid treatment products, such as advanced membrane filtration products, separation systems, and membrane bioreactors; water supply and disposal, solid handling, fluid transfer, and turbine pumps; and valves, spray nozzles, process filtration systems, and gas recovery solutions for food and beverage, fluid separation technologies, water and wastewater treatment, water wells, pressure boosting, fire suppression, flood control, agricultural irrigation, crop spray, fluid circulation and transfer, fluid delivery, ion exchange, desalination, residential and municipal wells, and wastewater solids handling applications. it offers its products under the pentair, aurora, berkeley, codeline, fairbanks-nijhuis, haffmans, hydromatic, hypro, jung pumpen, myers, sta-rite, shurflo, südmo, and x-flow brands. pentair plc was founded in 1966 and is headquartered in london, the united kingdom.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Materials', 'Consumer Durables & Apparel', 'Energy']","[9.98670936e-01 9.37711447e-03 2.72039929e-03 4.93690197e-04
 8.30270365e-05]",
PWR,"quanta services, inc. provides specialty contracting services worldwide. the electric power infrastructure solutions segment engages in the design, procurement, construction, upgrade, repair, and maintenance of electric power transmission and distribution infrastructure and substation facilities; energized installation, maintenance, and upgrade of electric power infrastructure projects; installation of smart grid technologies on electric power networks; and design, installation, maintenance, and repair of commercial and industrial wirings. this segment also offers aviation services; emergency restoration services; and other engineering and technical services; design and construction solutions to wireline and wireless communications, cable multi-system operators, and other customers; and training for electric workers, as well as training for the gas distribution and communications industries. the renewable energy infrastructure solutions segment is the involved in engineering, procurement, construction, upgrade, repair, and maintenance services to renewable generation facilities, such as wind, solar, and hydropower generation facilities, as well as battery storage facilities; and provision of engineering and construction services for substations and switchyards, transmission, and other electrical infrastructures. the underground utility and infrastructure solutions segment offers design, engineering, construction, upgrade repair, and maintenance services to customers involved in the transportation, distribution, storage and processing of natural gas, oil, and other products; fabrication of pipeline support systems and related structures and facilities; and engineering and construction of pipeline and storage systems, and compressor and pump stations. the company was formerly known as fabal construction, inc. and changed its name to quanta services, inc. in november 1997. quanta services, inc. was incorporated in 1997 and is headquartered in houston, texas.",['Capital Goods'],"['Capital Goods', 'Energy', 'Commercial & Professional Services', 'Telecommunication Services', 'Materials']","[9.99983788e-01 2.99864379e-03 9.67553642e-04 7.29212161e-06
 6.69729479e-06]",
ROK,"rockwell automation, inc. provides industrial automation and digital transformation solutions in the united states and internationally. the company operates in three segments, intelligent devices, software & control, and lifecycle services. its solutions include hardware and software products, and services. the intelligent devices segment offers drives, motion, safety, sensing, industrial components, and configured-to-order products. the software & control segment provides control and visualization software and hardware, information software, digital twin and simulation software, and network and security infrastructure solutions. the lifecycle services segment provides consulting, professional services and solutions, and connected and maintenance services. the company sells its solutions primarily through independent distributors in relation with its direct sales force. it serves discrete end markets, including automotive, semiconductor, warehousing and logistics, and other discrete markets, as well as general industries comprising printing and publishing, marine, glass, fiber and textiles, airports, and aerospace; hybrid end markets, such as food and beverage, life sciences, household and personal care, and tire, as well as eco industrial, including water/wastewater, waste management, mass transit, and renewable energy; and process end markets comprising oil and gas, mining, metals, chemicals, pulp and paper, and others. rockwell automation, inc. was founded in 1903 and is headquartered in milwaukee, wisconsin.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Materials', 'Automobiles & Components', 'Energy']",[0.99583578 0.01272232 0.00928407 0.00876841 0.00237697],
ROP,"roper technologies, inc. designs and develops software, and engineered products and solutions. the company offers management, campus solutions, diagnostic and laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, and cloud-based financial analytics and performance management software; cloud-based software to the property and casualty insurance industry; and software, services, and technologies for foodservice operations. it also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3d content software; wireless sensor network and solutions; cloud-based software for the life insurance and financial services industries; supply chain software; health care service and software; rfid card readers; data analytics and information; and pharmacy software solutions. in addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. it also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; and pressure and level sensors. the company was formerly known as roper industries, inc. and changed its name to roper technologies, inc. in april 2015. the company was incorporated in 1981 and is based in sarasota, florida.",['Capital Goods'],"['Health Care Equipment & Services', 'Capital Goods', 'Commercial & Professional Services', 'Materials', 'Telecommunication Services']",[0.99816304 0.05669227 0.02973576 0.02877158 0.00208321],
RTX,"raytheon technologies corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers worldwide. it operates through four segments: collins aerospace systems, pratt & whitney, raytheon intelligence & space, and raytheon missiles & defense. the collins aerospace systems segment offers aerospace and defense products, and aftermarket service solutions for aircraft manufacturers and airlines, as well as regional, business, and general aviation; and for defense and commercial space operations. this segment also designs, produces, and supports cabin interior, communications and aviation systems, oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; airborne intelligence, surveillance and reconnaissance systems, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and information management services. the pratt & whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. the raytheon intelligence & space segment develops and provides integrated space, communication, and sensor systems for missions, training, and cyber and software solutions to intelligence, defense, federal, and commercial customers. the raytheon missiles & defense segment designs, develops, produces, and sustains integrated air and missile defense systems; defensive and combat solutions; land- and sea-based radars; command, control, communications, and intelligence solutions; and naval and undersea sensor solutions for the u.s. and foreign government customers. the company is headquartered in waltham, massachusetts.",['Capital Goods'],"['Capital Goods', 'Energy', 'Commercial & Professional Services', 'Materials', 'Consumer Durables & Apparel']","[9.99971390e-01 1.18775561e-03 9.26815701e-05 6.08064365e-05
 9.81626727e-06]",
SNA,"snap-on incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. it operates through commercial & industrial group, snap-on tools group, repair systems & information group, and financial services segments. the company offers hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other products; power tools, such as cordless, pneumatic, hydraulic, and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. it also provides handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics. in addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. further, it provides financing programs to facilitate the sales of its products and support its franchise business. the company serves the aviation and aerospace, agriculture, construction, government and military, mining, natural resources, power generation, and technical education industries, as well as vehicle dealerships and repair centers. snap-on incorporated was founded in 1920 and is based in kenosha, wisconsin.",['Capital Goods'],"['Capital Goods', 'Materials', 'Consumer Durables & Apparel', 'Commercial & Professional Services', 'Technology Hardware & Equipment']",[0.96170217 0.02709612 0.01213725 0.01165425 0.00357091],
SWK,"stanley black & decker, inc. engages in the tools and storage and industrial businesses in the united states, canada, rest of americas, france, rest of europe, and asia. its tools & storage segment offers professional products, including professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products, such as corded and cordless electric power tools primarily under the black+decker brand, as well as corded and cordless lawn and garden products and related accessories; home products; and hand tools, power tool accessories, and storage products. this segment sells its products through retailers, distributors, dealers, and a direct sales force to professional end users, distributors, dealers, retail consumers, and industrial customers in various industries. the company's industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools and performance-driven heavy equipment attachment tools. this segment serves oil and natural gas pipeline industry and other industrial customers. it also sells automatic doors to commercial customers. the company was formerly known as the stanley works and changed its name to stanley black & decker, inc. in march 2010. stanley black & decker, inc. was founded in 1843 and is headquartered in new britain, connecticut.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Consumer Durables & Apparel', 'Energy', 'Materials']","[9.99904275e-01 4.87904763e-04 3.27151414e-04 2.48133554e-04
 1.06023785e-04]",
TDG,"transdigm group incorporated designs, produces, and supplies aircraft components in the united states and internationally. its power & control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized ac/dc electric motors and generators, batteries and chargers, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, and cargo loading and handling systems. this segment serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. the company's airframe segment provides engineered latching and locking devices, engineered rods, engineered connectors and elastomer sealing solutions, cockpit security components and systems, cockpit displays, engineered audio, radio and antenna systems, lavatory components, seat belts and safety restraints, engineered and customized interior surfaces and related components, thermal protection and insulation products, lighting and control technology, and parachutes. this segment serves airframe manufacturers, cabin system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. its non-aviation segment offers seat belts and safety restraints for ground transportation applications; electro-mechanical actuators for space applications; hydraulic/electromechanical actuators and fuel valves for land-based gas turbines; refueling systems for heavy equipment used in mining, construction, and other industries; and turbine controls for the energy and oil and gas markets. this segment serves off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers; and manufacturers of heavy equipment. transdigm group incorporated was founded in 1993 and is based in cleveland, ohio.",['Capital Goods'],"['Capital Goods', 'Energy', 'Commercial & Professional Services', 'Materials', 'Automobiles & Components']","[9.99937057e-01 3.60541395e-04 2.11498445e-05 1.66153004e-05
 1.45910212e-06]",
TDY,"teledyne technologies incorporated provides enabling technologies for industrial growth markets in the united states, canada, the united kingdom, belgium, the netherlands, and internationally. the company's instrumentation segment offers monitoring and control instruments for marine, environmental, industrial, and other applications, as well as electronic test and measurement equipment; and power and communications connectivity devices for distributed instrumentation systems and sensor networks. its digital imaging segment provides visible spectrum sensors and digital cameras for industrial machine vision and automated quality control, as well as for medical, research, and scientific applications; and infrared and x-ray spectra for use in industrial, government, and medical applications, as well as micro electromechanical systems and semiconductors, including analog-to-digital and digital-to-analog converters. this segment also offers thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems, and threat-detection solutions. the company's aerospace and defense electronics segment provides electronic components and subsystems, as well as communications products, such as defense electronics, environment interconnects, data acquisition and communications equipment for aircraft, components and subsystems for wireless and satellite communications, and general aviation batteries. its engineered systems segment offers systems engineering and integration, technology development, and manufacturing solutions for defense, space, environmental, and energy applications; and designs and manufactures electrochemical energy systems and electronics for military applications. the company markets and sells its products and services through a direct internal sales force, as well as third-party sales representatives and distributors. teledyne technologies incorporated was founded in 1960 and is headquartered in thousand oaks, california.",['Capital Goods'],"['Capital Goods', 'Technology Hardware & Equipment', 'Semiconductors & Semiconductor Equipment', 'Commercial & Professional Services', 'Materials']","[9.96583283e-01 1.23753138e-02 4.91674327e-05 3.43684733e-05
 2.63358070e-05]",
TT,"trane technologies plc, together with its subsidiaries, engages in the designing, manufacturing, selling, and servicing of solutions for heating, ventilation, air conditioning, and transport refrigeration. it offers air conditioners, exchangers, and handlers; airside and terminal devices; auxiliary power units; chillers; coils and condensers; gensets; furnaces; heat pumps; home automation products; humidifiers; hybrid and non-diesel transport refrigeration, and ice energy storage solutions; indoor air quality assessments and related products; large and light commercial unitary products; motor replacements; refrigerant reclamation products; thermostats/controls; transport heater products; variable refrigerant flow products; and water source heat pumps. the company also provides building management, control, ductless, geothermal, package heating and cooling, temporary heating and cooling, and unitary systems; bus, rail, and multi-pipe heating, ventilation, and air conditioning systems; and container, cryogenic, diesel-powered, electric-powered trailer and truck, hybrid-powered trailer, industrial, rail, self-powered truck, trailer, and vehicle-powered truck refrigeration systems, as well as aftermarket and oem parts and supplies. in addition, it offers energy and facility management, installation and performance contracting, repair and maintenance, and rental services. it markets and sells its products under the trane and thermo king brands through sales offices, distributors, and dealers in the united states; and through sales and service companies with a supporting chain of distributors worldwide. the company was formerly known as ingersoll-rand plc and changed its name to trane technologies plc in march 2020. trane technologies plc was founded in 1885 and is headquartered in swords, ireland.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Energy', 'Consumer Durables & Apparel', 'Technology Hardware & Equipment']","[9.99984503e-01 2.10686158e-05 5.81687891e-06 5.72745057e-06
 4.95437007e-07]",
TXT,"textron inc. operates in the aircraft, defense, industrial, and finance businesses. the company's textron aviation segment manufactures, sells, and services business jets, turboprop and piston engine aircraft, and military trainer and defense aircraft; and offers maintenance, inspection, and repair services, as well as sells commercial parts. its bell segment supplies military and commercial helicopters, tiltrotor aircrafts, and related spare parts and services. the company's textron systems segment offers unmanned aircraft systems, electronic systems and solutions, advanced marine crafts, piston aircraft engines, live military air-to-air and air-to-ship training, weapons and related components, and armored and specialty vehicles. its industrial segment offers blow-molded plastic fuel systems, including conventional plastic fuel tanks and pressurized fuel tanks for hybrid vehicle applications, clear-vision systems, and plastic tanks for catalytic reduction systems primarily to automobile original equipment manufacturers; and golf cars, off-road utility vehicles, recreational side-by-side and all-terrain vehicles, snowmobiles, light transportation vehicles, aviation ground support equipment, professional turf-maintenance equipment, and turf-care vehicles to golf courses and resorts, government agencies and municipalities, consumers, outdoor enthusiasts, and commercial and industrial users. the company's finance segment provides financing services to purchase new and pre-owned aircraft and bell helicopters. it serves in the united states, europe, asia, australia, and internationally. textron inc. was founded in 1923 and is headquartered in providence, rhode island.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Energy', 'Materials', 'Consumer Durables & Apparel']","[9.99778330e-01 2.03982065e-03 5.57691907e-04 1.97985515e-04
 6.62617240e-05]",
URI,"united rentals, inc., through its subsidiaries, operates as an equipment rental company. it operates in two segments, general rentals and specialty. the general rentals segment rents general construction and industrial equipment includes backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools for construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. the specialty segment rents specialty construction products, including trench safety equipment consists of trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; power and heating, ventilating, and air conditioning equipment, such as portable diesel generators, electrical distribution equipment, and temperature control equipment; fluid solutions equipment for fluid containment, transfer, and treatment; and mobile storage equipment and modular office space. this segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. it also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. the company sells used equipment through its sales force, brokers, website, directly to manufacturers, and at auctions. the company operates a network of 1,360 rental locations in the united states, canada, europe, australia, and new zealand. united rentals, inc. was incorporated in 1997 and is headquartered in stamford, connecticut.",['Capital Goods'],"['Capital Goods', 'Commercial & Professional Services', 'Consumer Durables & Apparel', 'Diversified Financials', 'Energy']","[9.99714434e-01 3.28809896e-04 5.76339480e-05 1.67002909e-05
 9.49221430e-06]",
WAB,"westinghouse air brake technologies corporation provides technology-based equipment, systems, and services for the freight rail and passenger transit industries worldwide. it operates through two segments, freight and transit. the freight segment manufactures and services components for new and existing freight cars and locomotives; builds new commuter locomotives; rebuilds freight locomotives; supplies railway electronics, positive train control equipment, signal design, and engineering services; and provides related heat exchange and cooling systems. it serves publicly traded railroads; leasing companies; manufacturers of original equipment, including locomotives and freight cars; and utilities. the transit segment manufactures and services components for new and existing passenger transit vehicles, such as regional trains, high speed trains, subway cars, light-rail vehicles, and buses; refurbishes subway cars; and provides heating, ventilation, and air conditioning equipment, as well as doors for buses and subways. this segment serves public transit authorities and municipalities, leasing companies, and manufacturers of subway cars and buses. it also provides electronically controlled pneumatic braking products; railway electronics; freight car trucks; draft gears, couplers, and slack adjusters; air compressors and dryers; heat exchangers and cooling products; and track and switch products. in addition, the company offers railway braking equipment and related components; friction products; new switcher locomotives; transit locomotive and car overhaul services; and freight locomotive overhaul, modernizations, and refurbishment services. further, it provides platform screen doors; pantographs; window assemblies; couplers; accessibility lifts and ramps for buses and subway cars; and traction motors. the company was founded in 1869 and is headquartered in pittsburgh, pennsylvania.",['Capital Goods'],"['Capital Goods', 'Materials', 'Commercial & Professional Services', 'Automobiles & Components', 'Energy']","[9.99596655e-01 8.20044614e-03 1.78650324e-03 6.26770779e-05
 3.56268138e-05]",
XYL,"xylem inc., together with its subsidiaries, engages in the design, manufacture, and servicing of engineered products and solutions for the water and wastewater applications in the united states, europe, the asia pacific, and internationally. it operates through three segments: water infrastructure, applied water, and measurement & control solutions. the water infrastructure segment offers various products, including water, storm water, and wastewater pumps; controls and systems; filtration, disinfection, and biological treatment equipment; and mobile dewatering equipment under the flygt, godwin, wedeco, sanitaire, leopold, wedeco, and xylem vue brand names for the transportation and treatment of water. the applied water segment provides pumps, valves, heat exchangers, controls, and dispensing equipment systems under the goulds water technology, bell & gossett, a-c fire pump, standard xchange, lowara, jabsco, xylem vue and flojet brand names for residential and commercial building services, and industrial water applications. the measurement & control solutions segment provides smart meters, networked communication devices, and measurement and control technologies, as well as critical infrastructure technologies. it also offers software and services, including cloud-based analytics, remote monitoring and data management, leak detection, condition assessment, asset management, and pressure monitoring solutions, as well as testing equipment and managed services. this segment sells its products under the pure, sensus, smith blair, wtw, xylem vue, and ysi brand names. the company markets and sells its products through a network of direct sales force, resellers, distributors, and value-added solution providers. xylem inc. was formerly known as itt wco, inc. and changed its name to xylem inc. in may 2011. the company. was incorporated in 2011 and is headquartered in rye brook, new york.",['Capital Goods'],"['Capital Goods', 'Energy', 'Commercial & Professional Services', 'Materials', 'Consumer Durables & Apparel']","[9.99795377e-01 3.04618792e-04 2.53561448e-04 1.47631814e-04
 1.02838669e-04]",
