ticker,Industry_group_code,Industry_group_name
LOW,2550,Retailing
LPG,1010,Energy
LPLA,4020,Diversified Financials
LPX,1510,Materials
LQDA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LRCX,4530,Semiconductors & Semiconductor Equipment
LRN,2530,Consumer Services
LSCC,4530,Semiconductors & Semiconductor Equipment
LSTR,2030,Transportation
LSXMA,5020,Media & Entertainment
LSXMK,5020,Media & Entertainment
LTHM,1510,Materials
LULU,2520,Consumer Durables & Apparel
LUMN,5010,Telecommunication Services
LUNA,4520,Technology Hardware & Equipment
LUV,2030,Transportation
LVS,2530,Consumer Services
LW,3020,"Food, Beverage & Tobacco"
LXFR,2010,Capital Goods
LXRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LYB,1510,Materials
LYFT,2030,Transportation
LYRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LYV,5020,Media & Entertainment
LZB,2520,Consumer Durables & Apparel
M,2550,Retailing
MA,4510,Software & Services
MAN,2020,Commercial & Professional Services
MANH,4510,Software & Services
MANT,2020,Commercial & Professional Services
MAR,2530,Consumer Services
MAS,2010,Capital Goods
MASI,3510,Health Care Equipment & Services
MAT,2520,Consumer Durables & Apparel
MATX,2030,Transportation
MAXR,2010,Capital Goods
MBI,4030,Insurance
MBII,1510,Materials
MBIN,4010,Banks
MBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MBUU,2520,Consumer Durables & Apparel
MBWM,4010,Banks
MC,4020,Diversified Financials
MCD,2530,Consumer Services
MCFT,2520,Consumer Durables & Apparel
MCHP,4530,Semiconductors & Semiconductor Equipment
MCK,3510,Health Care Equipment & Services
MCO,4020,Diversified Financials
MCRB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MCRI,2530,Consumer Services
MCS,5020,Media & Entertainment
MD,3510,Health Care Equipment & Services
MDB,4510,Software & Services
MDC,2520,Consumer Durables & Apparel
MDGL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MDLA,4510,Software & Services
MDLZ,3020,"Food, Beverage & Tobacco"
MDRX,3510,Health Care Equipment & Services
MDT,3510,Health Care Equipment & Services
MDU,5510,Utilities
MED,3030,Household & Personal Products
MEDP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MEI,4520,Technology Hardware & Equipment
MEIP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MESA,2030,Transportation
MET,4030,Insurance
MG,2020,Commercial & Professional Services
MGI,4510,Software & Services
MGLN,3510,Health Care Equipment & Services
MGM,2530,Consumer Services
MGNI,2550,Retailing
MGNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGPI,3020,"Food, Beverage & Tobacco"
MGRC,2010,Capital Goods
MGTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGY,1010,Energy
MHK,2520,Consumer Durables & Apparel
MIC,2030,Transportation
MIDD,2010,Capital Goods
MIK,2550,Retailing
MIME,4510,Software & Services
MIRM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MITK,4510,Software & Services
MKC,3020,"Food, Beverage & Tobacco"
MKL,4030,Insurance
MKSI,4530,Semiconductors & Semiconductor Equipment
MKTX,4020,Diversified Financials
MLAB,4520,Technology Hardware & Equipment
MLCO,2530,Consumer Services
MLHR,2020,Commercial & Professional Services
MLM,1510,Materials
MMC,4030,Insurance
MMI,6010,Real Estate
MMM,2010,Capital Goods
MMS,4510,Software & Services
MMSI,3510,Health Care Equipment & Services
MNKD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNOV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNRL,1010,Energy
MNRO,2550,Retailing
MNST,3020,"Food, Beverage & Tobacco"
MO,3020,"Food, Beverage & Tobacco"
MOD,2510,Automobiles & Components
MODN,4510,Software & Services
MODV,3510,Health Care Equipment & Services
MOFG,4010,Banks
MOG-A,2010,Capital Goods
MOH,3510,Health Care Equipment & Services
MORF,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MOS,1510,Materials
MPAA,2510,Automobiles & Components
MPC,1010,Energy
MPWR,4530,Semiconductors & Semiconductor Equipment
MRC,2010,Capital Goods
MRCY,2010,Capital Goods
MRK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRNS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRO,1010,Energy
MRSN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRTN,2030,Transportation
MRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRVL,4530,Semiconductors & Semiconductor Equipment
MS,4020,Diversified Financials
MSA,2020,Commercial & Professional Services
MSBI,4010,Banks
MSCI,4020,Diversified Financials
MSEX,5510,Utilities
MSFT,4510,Software & Services
MSGE,5020,Media & Entertainment
MSGS,5020,Media & Entertainment
MSI,4520,Technology Hardware & Equipment
MSM,2010,Capital Goods
MSON,3510,Health Care Equipment & Services
MTB,4010,Banks
MTCH,5020,Media & Entertainment
MTD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTDR,1010,Energy
MTEM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTG,4010,Banks
MTH,2520,Consumer Durables & Apparel
MTLS,4510,Software & Services
MTN,2530,Consumer Services
MTOR,2010,Capital Goods
MTRX,1010,Energy
MTSC,4520,Technology Hardware & Equipment
MTSI,4530,Semiconductors & Semiconductor Equipment
MTW,2010,Capital Goods
MTX,1510,Materials
MTZ,2010,Capital Goods
MU,4530,Semiconductors & Semiconductor Equipment
MUR,1010,Energy
MUSA,2550,Retailing
MVBF,4010,Banks
MWA,2010,Capital Goods
MXIM,4530,Semiconductors & Semiconductor Equipment
MXL,4530,Semiconductors & Semiconductor Equipment
MYE,1510,Materials
MYGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MYL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MYRG,2010,Capital Goods
NARI,3510,Health Care Equipment & Services
NAT,1010,Energy
NATI,4520,Technology Hardware & Equipment
NAV,2010,Capital Goods
NAVI,4020,Diversified Financials
NBEV,3020,"Food, Beverage & Tobacco"
NBHC,4010,Banks
NBIX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NBL,1010,Energy
NBR,1010,Energy
NBSE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NBTB,4010,Banks
NCBS,4010,Banks
NCLH,2530,Consumer Services
NCMI,5020,Media & Entertainment
NCNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NCR,4520,Technology Hardware & Equipment
NDAQ,4020,Diversified Financials
NDLS,2530,Consumer Services
NDSN,2010,Capital Goods
NEE,5510,Utilities
NEM,1510,Materials
NEO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NEOG,3510,Health Care Equipment & Services
NERV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NET,4510,Software & Services
NETI,2030,Transportation
NEWR,4510,Software & Services
NEX,1010,Energy
NFBK,4010,Banks
NFG,5510,Utilities
NFLX,5020,Media & Entertainment
NGM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NGVT,1510,Materials
NH,3510,Health Care Equipment & Services
NI,5510,Utilities
NJR,5510,Utilities
NKE,2520,Consumer Durables & Apparel
NKTR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NLOK,4510,Software & Services
NLS,2520,Consumer Durables & Apparel
NLSN,2020,Commercial & Professional Services
NLTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NMIH,4010,Banks
NMRK,6010,Real Estate
NNBR,2010,Capital Goods
NOC,2010,Capital Goods
NOV,1010,Energy
NOVA,5510,Utilities
NOVT,4520,Technology Hardware & Equipment
NOW,4510,Software & Services
NP,1510,Materials
NPO,2010,Capital Goods
NPTN,4530,Semiconductors & Semiconductor Equipment
NR,1010,Energy
NRG,5510,Utilities
NSC,2030,Transportation
NSIT,4520,Technology Hardware & Equipment
NSP,2020,Commercial & Professional Services
NSSC,4520,Technology Hardware & Equipment
NSTG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTAP,4520,Technology Hardware & Equipment
NTCT,4520,Technology Hardware & Equipment
NTGR,4520,Technology Hardware & Equipment
NTLA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTNX,4510,Software & Services
NTRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTRS,4020,Diversified Financials
NUAN,4510,Software & Services
NUE,1510,Materials
NUS,3030,Household & Personal Products
NUVA,3510,Health Care Equipment & Services
NVAX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NVCR,3510,Health Care Equipment & Services
NVDA,4530,Semiconductors & Semiconductor Equipment
NVEE,2010,Capital Goods
NVR,2520,Consumer Durables & Apparel
NVRO,3510,Health Care Equipment & Services
NVST,3510,Health Care Equipment & Services
NVT,2010,Capital Goods
NVTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NWBI,4010,Banks
NWE,5510,Utilities
NWL,2520,Consumer Durables & Apparel
NWN,5510,Utilities
NWPX,2010,Capital Goods
NWS,5020,Media & Entertainment
NWSA,5020,Media & Entertainment
NX,1510,Materials
NXGN,3510,Health Care Equipment & Services
NXTC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NYCB,4010,Banks
OBNK,4010,Banks
OC,2010,Capital Goods
OCFC,4010,Banks
OCUL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OCX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ODFL,2030,Transportation
ODP,2550,Retailing
ODT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OEC,1510,Materials
OESX,2010,Capital Goods
OFIX,3510,Health Care Equipment & Services
OGE,5510,Utilities
OGS,5510,Utilities
OI,1510,Materials
OII,1010,Energy
OIS,1010,Energy
OKE,1010,Energy
OKTA,4510,Software & Services
OLED,4530,Semiconductors & Semiconductor Equipment
OLLI,2550,Retailing
OLN,1510,Materials
OMC,5020,Media & Entertainment
OMCL,3510,Health Care Equipment & Services
OMER,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OMF,4020,Diversified Financials
OMI,3510,Health Care Equipment & Services
ON,4530,Semiconductors & Semiconductor Equipment
ONB,4010,Banks
ONEM,3510,Health Care Equipment & Services
ONEW,2550,Retailing
ONTO,4530,Semiconductors & Semiconductor Equipment
OOMA,5010,Telecommunication Services
OPCH,3510,Health Care Equipment & Services
OPK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OPRT,4020,Diversified Financials
OPRX,3510,Health Care Equipment & Services
OPTN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ORA,5510,Utilities
ORBC,5010,Telecommunication Services
ORCL,4510,Software & Services
ORGO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ORI,4030,Insurance
ORIC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ORLY,2550,Retailing
ORTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OSBC,4010,Banks
OSIS,4520,Technology Hardware & Equipment
OSK,2010,Capital Goods
OSMT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OSPN,4510,Software & Services
OSTK,2550,Retailing
OSUR,3510,Health Care Equipment & Services
OSW,2530,Consumer Services
OTIS,2010,Capital Goods
OTTR,5510,Utilities
OVID,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OVV,1010,Energy
OXM,2520,Consumer Durables & Apparel
OXY,1010,Energy
OYST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OZK,4010,Banks
PACB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PACW,4010,Banks
PAE,2010,Capital Goods
PAG,1010,Energy
PAHC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PANW,4510,Software & Services
PAR,4520,Technology Hardware & Equipment
PARR,1010,Energy
PASG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PATK,2510,Automobiles & Components
PAVM,3510,Health Care Equipment & Services
PAYC,4510,Software & Services
PAYS,4510,Software & Services
PAYX,4510,Software & Services
PB,4010,Banks
PBCT,4010,Banks
PBF,1010,Energy
PBH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PBI,2020,Commercial & Professional Services
PBYI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PCAR,2010,Capital Goods
PCG,5510,Utilities
PCRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PCTI,4520,Technology Hardware & Equipment
PCTY,4510,Software & Services
PCVX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PD,4510,Software & Services
PDCE,1010,Energy
PDCO,3510,Health Care Equipment & Services
PDFS,4530,Semiconductors & Semiconductor Equipment
PEBO,4010,Banks
PEG,5510,Utilities
PEGA,4510,Software & Services
PEN,2010,Capital Goods
PENN,2530,Consumer Services
PEP,3020,"Food, Beverage & Tobacco"
PETQ,3510,Health Care Equipment & Services
PFBC,4010,Banks
PFE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PFG,4030,Insurance
PFGC,3010,Food & Staples Retailing
PFPT,4510,Software & Services
PFS,4010,Banks
PFSI,4010,Banks
PG,3030,Household & Personal Products
PGC,4010,Banks
PGNY,3510,Health Care Equipment & Services
PGR,4030,Insurance
PGTI,2010,Capital Goods
PH,2010,Capital Goods
PHM,2520,Consumer Durables & Apparel
PHR,3510,Health Care Equipment & Services
PI,4530,Semiconductors & Semiconductor Equipment
PII,2520,Consumer Durables & Apparel
PINC,3510,Health Care Equipment & Services
PING,4510,Software & Services
PINS,5020,Media & Entertainment
PIPR,4020,Diversified Financials
PIRS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PJT,4020,Diversified Financials
PKG,1510,Materials
PKI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PKOH,2010,Capital Goods
PLAB,4530,Semiconductors & Semiconductor Equipment
PLAN,4510,Software & Services
PLAY,2530,Consumer Services
PLCE,2550,Retailing
PLMR,4030,Insurance
PLNT,2530,Consumer Services
PLOW,2010,Capital Goods
PLRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PLT,4520,Technology Hardware & Equipment
PLUG,2010,Capital Goods
PLUS,4520,Technology Hardware & Equipment
PLXS,4520,Technology Hardware & Equipment
PM,3020,"Food, Beverage & Tobacco"
PNC,4010,Banks
PNFP,4010,Banks
PNM,5510,Utilities
PNR,2010,Capital Goods
PNTG,3510,Health Care Equipment & Services
PNW,5510,Utilities
PODD,3510,Health Care Equipment & Services
POOL,2550,Retailing
POR,5510,Utilities
POST,3020,"Food, Beverage & Tobacco"
POWI,4530,Semiconductors & Semiconductor Equipment
POWL,2010,Capital Goods
PPBI,4010,Banks
PPC,3020,"Food, Beverage & Tobacco"
PPD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PPG,1510,Materials
PPL,5510,Utilities
PQG,1510,Materials
PRA,4030,Insurance
PRAA,4020,Diversified Financials
PRAH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRFT,4510,Software & Services
PRG,4020,Diversified Financials
PRGO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRGS,4510,Software & Services
PRI,4030,Insurance
PRIM,2010,Capital Goods
PRK,4010,Banks
PRLB,2010,Capital Goods
PRMW,3020,"Food, Beverage & Tobacco"
PRO,4510,Software & Services
PROS,4030,Insurance
PRPL,2520,Consumer Durables & Apparel
PRSP,4510,Software & Services
PRTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTS,5020,Media & Entertainment
PRU,4030,Insurance
PRVB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PS,4510,Software & Services
PSMT,3010,Food & Staples Retailing
PSN,2010,Capital Goods
PSNL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PSTG,4520,Technology Hardware & Equipment
PSX,1010,Energy
PTC,4510,Software & Services
PTCT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTEN,1010,Energy
PTGX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTON,2520,Consumer Durables & Apparel
PUMP,1010,Energy
PVAC,1010,Energy
PVH,2520,Consumer Durables & Apparel
PWFL,4520,Technology Hardware & Equipment
PWR,2010,Capital Goods
PXD,1010,Energy
PYPL,4510,Software & Services
PZZA,2530,Consumer Services
QADA,4510,Software & Services
QCOM,4530,Semiconductors & Semiconductor Equipment
QCRH,4010,Banks
QDEL,3510,Health Care Equipment & Services
QGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QLYS,4510,Software & Services
QMCO,4520,Technology Hardware & Equipment
QRTEA,2550,Retailing
QRVO,4530,Semiconductors & Semiconductor Equipment
QTNT,3510,Health Care Equipment & Services
QTRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QTWO,4510,Software & Services
QUOT,2550,Retailing
R,2030,Transportation
RAD,3010,Food & Staples Retailing
RAMP,4510,Software & Services
RAPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RARE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RAVN,2010,Capital Goods
RBBN,4520,Technology Hardware & Equipment
RBC,2010,Capital Goods
RBNC,4010,Banks
RCII,2550,Retailing
RCKT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RCL,2530,Consumer Services
RCM,3510,Health Care Equipment & Services
RCUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RDFN,6010,Real Estate
RDHL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RDN,4010,Banks
RDNT,3510,Health Care Equipment & Services
RDUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RE,4030,Insurance
REAL,2550,Retailing
REGI,1010,Energy
REGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REPL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RES,1010,Energy
RESN,4520,Technology Hardware & Equipment
RETA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REVG,2010,Capital Goods
REYN,3030,Household & Personal Products
REZI,2010,Capital Goods
RF,4010,Banks
RGA,4030,Insurance
RGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RGLD,1510,Materials
RGNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RGP,2020,Commercial & Professional Services
RGR,2520,Consumer Durables & Apparel
RGS,2530,Consumer Services
RH,2550,Retailing
RHI,2020,Commercial & Professional Services
RIG,1010,Energy
RIGL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RJF,4020,Diversified Financials
RL,2520,Consumer Durables & Apparel
RLGT,2030,Transportation
RLGY,6010,Real Estate
RLI,4030,Insurance
RLMD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RM,4020,Diversified Financials
RMAX,6010,Real Estate
RMBS,4530,Semiconductors & Semiconductor Equipment
RMD,3510,Health Care Equipment & Services
RMNI,4510,Software & Services
RMR,6010,Real Estate
RNA,3010,Food & Staples Retailing
RNG,4510,Software & Services
RNR,4030,Insurance
RNST,4010,Banks
ROAD,2010,Capital Goods
ROCK,2010,Capital Goods
ROG,4520,Technology Hardware & Equipment
ROK,2010,Capital Goods
ROKU,5020,Media & Entertainment
ROL,2020,Commercial & Professional Services
ROLL,2010,Capital Goods
ROP,2010,Capital Goods
ROST,2550,Retailing
RP,4510,Software & Services
RPAY,4510,Software & Services
RPD,4510,Software & Services
RPM,1510,Materials
RPRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RRC,1010,Energy
RRGB,2530,Consumer Services
RRR,2530,Consumer Services
RS,1510,Materials
RSG,2020,Commercial & Professional Services
RTX,2010,Capital Goods
RUBY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RUN,2010,Capital Goods
RUSHA,2010,Capital Goods
RUTH,2530,Consumer Services
RVMD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RVNC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RXN,2010,Capital Goods
RYAM,1510,Materials
RYI,1510,Materials
RYTM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SABR,4510,Software & Services
SAFM,3020,"Food, Beverage & Tobacco"
SAGE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SAH,2550,Retailing
SAIA,2030,Transportation
SAIC,4510,Software & Services
SAIL,4510,Software & Services
SAM,1010,Energy
SANM,4520,Technology Hardware & Equipment
SASR,4010,Banks
SATS,4520,Technology Hardware & Equipment
SAVE,2030,Transportation
SB,2030,Transportation
SBBP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SBCF,4010,Banks
SBGI,5020,Media & Entertainment
SBH,2550,Retailing
SBNY,4010,Banks
SBSI,4010,Banks
SBUX,2530,Consumer Services
SC,4020,Diversified Financials
SCCO,1510,Materials
SCHN,1510,Materials
SCHW,4020,Diversified Financials
SCL,1510,Materials
SCOR,5020,Media & Entertainment
SCS,2020,Commercial & Professional Services
SCSC,4520,Technology Hardware & Equipment
SCU,4020,Diversified Financials
SCVL,2550,Retailing
SCWX,4510,Software & Services
SDGR,3510,Health Care Equipment & Services
SE,5020,Media & Entertainment
SEAS,2530,Consumer Services
SEDG,4530,Semiconductors & Semiconductor Equipment
SEE,1510,Materials
SEIC,4020,Diversified Financials
SELB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SEM,3510,Health Care Equipment & Services
SF,4020,Diversified Financials
SFBS,4010,Banks
SFIX,2550,Retailing
SFL,1010,Energy
SFM,3010,Food & Staples Retailing
SFNC,4010,Banks
SFST,4010,Banks
SGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SGH,4530,Semiconductors & Semiconductor Equipment
SGMO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SGMS,2530,Consumer Services
SGRY,3510,Health Care Equipment & Services
SHAK,2530,Consumer Services
SHEN,5010,Telecommunication Services
SHOO,2520,Consumer Durables & Apparel
SHW,1510,Materials
SHYF,2010,Capital Goods
SI,4010,Banks
SIBN,3510,Health Care Equipment & Services
SIEN,3510,Health Care Equipment & Services
SIG,2550,Retailing
SIGI,4030,Insurance
SILK,3510,Health Care Equipment & Services
SIMO,4530,Semiconductors & Semiconductor Equipment
SIRI,5020,Media & Entertainment
SITE,2010,Capital Goods
SITM,4530,Semiconductors & Semiconductor Equipment
SIVB,4010,Banks
SIX,2530,Consumer Services
SJI,5510,Utilities
SJM,3020,"Food, Beverage & Tobacco"
SJW,5510,Utilities
SKX,2520,Consumer Durables & Apparel
SKY,2520,Consumer Durables & Apparel
SKYW,2030,Transportation
SLAB,4530,Semiconductors & Semiconductor Equipment
SLB,1010,Energy
SLCA,1010,Energy
SLDB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SLGN,1510,Materials
SLM,4020,Diversified Financials
SLNO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SLP,3510,Health Care Equipment & Services
SLQT,4030,Insurance
SM,1010,Energy
SMAR,4510,Software & Services
SMCI,4520,Technology Hardware & Equipment
SMED,3510,Health Care Equipment & Services
SMG,1510,Materials
SMP,2510,Automobiles & Components
SMPL,3020,"Food, Beverage & Tobacco"
SMSI,4510,Software & Services
SMTC,4530,Semiconductors & Semiconductor Equipment
SNA,2010,Capital Goods
SNBR,2550,Retailing
SNCR,4510,Software & Services
SNDR,2030,Transportation
SNDX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SNPS,4510,Software & Services
SNV,4010,Banks
SNX,4520,Technology Hardware & Equipment
SO,5510,Utilities
SOI,1010,Energy
SON,1510,Materials
SONA,1010,Energy
SONO,2520,Consumer Durables & Apparel
SP,2020,Commercial & Professional Services
SPB,3030,Household & Personal Products
SPCE,2010,Capital Goods
SPGI,4020,Diversified Financials
SPLK,4510,Software & Services
SPNE,3510,Health Care Equipment & Services
SPNS,4510,Software & Services
SPOT,5020,Media & Entertainment
SPPI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SPR,2010,Capital Goods
SPRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SPT,4510,Software & Services
SPTN,3010,Food & Staples Retailing
SPWH,2550,Retailing
SPWR,4530,Semiconductors & Semiconductor Equipment
SPXC,2010,Capital Goods
SQ,4510,Software & Services
SQNS,4530,Semiconductors & Semiconductor Equipment
SR,5510,Utilities
SRCE,4010,Banks
SRCL,2020,Commercial & Professional Services
SRDX,3510,Health Care Equipment & Services
SRE,5510,Utilities
SRGA,3510,Health Care Equipment & Services
SRI,2510,Automobiles & Components
SRPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SRRK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SSB,2550,Retailing
SSD,2010,Capital Goods
SSNC,4510,Software & Services
SSTI,4510,Software & Services
SSTK,2550,Retailing
ST,2010,Capital Goods
STAA,3510,Health Care Equipment & Services
STAY,2530,Consumer Services
STBA,4010,Banks
STE,3510,Health Care Equipment & Services
STFC,4030,Insurance
STL,4010,Banks
STLD,1510,Materials
STNE,4510,Software & Services
STNG,1010,Energy
STOK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
STRA,2530,Consumer Services
STRL,2010,Capital Goods
STRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
STSA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
STT,4020,Diversified Financials
STXS,3510,Health Care Equipment & Services
STZ,3020,"Food, Beverage & Tobacco"
SUM,1510,Materials
SUPN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SVMK,4510,Software & Services
SVRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SWAV,3510,Health Care Equipment & Services
SWBI,2520,Consumer Durables & Apparel
SWCH,4510,Software & Services
SWI,4510,Software & Services
SWK,2010,Capital Goods
SWKS,4530,Semiconductors & Semiconductor Equipment
SWM,1510,Materials
SWN,1010,Energy
SWTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SWX,5510,Utilities
SXC,1510,Materials
SXI,2010,Capital Goods
SXT,1510,Materials
SYBT,4010,Banks
SYF,4020,Diversified Financials
SYK,3510,Health Care Equipment & Services
SYKE,4510,Software & Services
SYNA,4530,Semiconductors & Semiconductor Equipment
SYNH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SYRS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SYX,2010,Capital Goods
SYY,3010,Food & Staples Retailing
T,5010,Telecommunication Services
TACO,2530,Consumer Services
TALO,1010,Energy
TAP,3020,"Food, Beverage & Tobacco"
TARA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TAST,2530,Consumer Services
TBI,2020,Commercial & Professional Services
TBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TBK,4010,Banks
TBPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TCBI,4010,Banks
TCBK,4010,Banks
TCDA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TCF,4010,Banks
TCMD,3510,Health Care Equipment & Services
TCRR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TCS,2550,Retailing
TDC,4510,Software & Services
TDG,2010,Capital Goods
TDOC,3510,Health Care Equipment & Services
TDS,5010,Telecommunication Services
TDW,1010,Energy
TDY,2010,Capital Goods
TEAM,4510,Software & Services
TECH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TELL,1010,Energy
TEN,2510,Automobiles & Components
TENB,4510,Software & Services
TER,4530,Semiconductors & Semiconductor Equipment
TEVA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TEX,2010,Capital Goods
TFC,4010,Banks
TFX,3510,Health Care Equipment & Services
TGI,2010,Capital Goods
TGNA,5020,Media & Entertainment
TGT,2550,Retailing
