ticker,text,original,preditions,predictions_score,hand_labeled
SHW,"the sherwin-williams company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. it operates through three segments: the americas group, consumer brands group, and performance coatings group. the americas group segment offers architectural paints and coatings, and protective and marine products, as well as oem product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners. the consumer brands group segment supplies a portfolio of branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers and distributors. the performance coatings group segment develops and sells industrial coatings for wood finishing and general industrial applications, automotive refinish products, protective and marine coatings, coil coatings, packaging coatings, and performance-based resins and colorants. it serves retailers, dealers, jobbers, licensees, and other third-party distributors through its branches and direct sales staff, as well as through outside sales representatives. the company has operations primarily in the north and south america, the caribbean, europe, asia, and australia. as of february 17, 2022, it operated approximately 5,000 company-operated stores and facilities. the sherwin-williams company was founded in 1866 and is headquartered in cleveland, ohio.",['Materials'],"['Materials', 'Capital Goods', 'Food, Beverage & Tobacco', 'Commercial & Professional Services', 'Health Care Equipment & Services']",[0.96584189 0.02897321 0.00401087 0.00264275 0.00169084],
VMC,"vulcan materials company, together with its subsidiaries, produces and supplies construction aggregates primarily in the united states. it operates through four segments: aggregates, asphalt, concrete, and calcium. the aggregates segment provides crushed stones, sand and gravel, sand, and other aggregates; and related products and services that are applied in construction and maintenance of highways, streets, and other public works, as well as in the construction of housing and commercial, industrial, and other nonresidential facilities. the asphalt mix segment offers asphalt mix in alabama, arizona, california, new mexico, tennessee, and texas, as well as engages in the asphalt construction paving activity in alabama, tennessee, and texas. the concrete segment provides ready-mixed concrete in california, maryland, new jersey, new york, oklahoma, pennsylvania, texas and virginia, and washington d.c. the calcium segment mines, produces, and sells calcium products for the animal feed, plastics, and water treatment industries. the company was formerly known as virginia holdco, inc. and changed its name to vulcan materials company. vulcan materials company was founded in 1909 and is headquartered in birmingham, alabama.",['Materials'],"['Materials', 'Energy', 'Capital Goods', 'Commercial & Professional Services', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.99745190e-01 1.27153442e-04 1.26628074e-04 4.58139039e-05
 1.97796489e-05]",
WRK,"westrock company, together with its subsidiaries, provides fiber-based paper and packaging solutions in north america, south america, europe, asia, and australia. it operates through two segments, corrugated packaging and consumer packaging. the corrugated packaging segment produces containerboards, corrugated sheets, corrugated packaging, and preprinted linerboards to consumer and industrial products manufacturers, and corrugated box manufacturers. it also provides structural and graphic design, engineering services and custom, and proprietary and standard automated packaging machines, as well as turn-key installation, automation, line integration, and packaging solutions; distributes corrugated packaging materials and other specialty packaging products, including stretch films, void fills, carton sealing tapes, and other specialty tapes; operates recycling facilities that collect, sort, grade, and bale recovered paper; and provides lithographic laminated packaging products, as well as contract packing services. the consumer packaging segment manufactures and sells folding cartons that are used to package food, paper, beverages, dairy products, tobacco, confectionery, health and beauty, other household consumer, and commercial and industrial products; and express mail packages for the overnight courier industry. it also offers inserts and labels, as well as rigid packaging and other printed packaging products, such as transaction cards, brochures, product literature, marketing materials, and grower tags and plant stakes for the horticultural market; and secondary packages and paperboard packaging for over-the-counter and prescription drugs. in addition, this segment manufactures and sells solid fiber and corrugated partitions, and die-cut paperboard components principally to glass container manufacturers and the automotive industry, as well as producers of beer, food, wine, spirits, cosmetics, and pharmaceuticals. westrock company is based in atlanta, georgia.",['Materials'],"['Materials', 'Commercial & Professional Services', 'Capital Goods', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Health Care Equipment & Services']",[0.98203295 0.00854665 0.00491344 0.00447505 0.00272492],['Materials']
AMCR,"amcor plc develops, produces, and sells packaging products in europe, north america, latin america, africa, and the asia pacific regions. the company operates through two segments, flexibles and rigid packaging. the flexibles segment provides flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. the rigid packaging segment offers rigid containers for a range of beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads, and personal care items; and plastic caps for various applications. the company sells its products primarily through its direct sales force. amcor plc was incorporated in 2018 and is headquartered in zürich, switzerland.",['Materials'],"['Materials', 'Capital Goods', 'Food, Beverage & Tobacco', 'Commercial & Professional Services', 'Energy']","[9.99400735e-01 3.11024196e-04 1.17310206e-04 1.11509988e-04
 5.40559158e-05]",
ATVI,"activision blizzard, inc., together with its subsidiaries, develops and publishes interactive entertainment content and services in the americas, europe, the middle east, africa, and the asia pacific. the company operates through three segments: activision, blizzard, and king. it develops and distributes content and services on video game consoles, personal computers, and mobile devices, including subscription, full-game, and in-game sales, as well as by licensing software to third-party or related-party companies that distribute activision and blizzard products. the company also maintains a proprietary online gaming service, battle.net that facilitates digital distribution of content, online social connectivity, and the creation of user-generated content. in addition, it operates esports leagues and offer digital advertising content; and provides warehousing, logistics, and sales distribution services to third-party publishers of interactive entertainment software, as well as manufacturers of interactive entertainment hardware products. the company's key product franchises include call of duty, world of warcraft, diablo, hearthstone, overwatch, overwatch league, and candy crush. it serves retailers and distributors, including mass-market retailers, consumer electronics stores, discount warehouses, and game specialty stores through third-party distribution and licensing arrangements. the company is headquartered in santa monica, california.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Services', 'Software & Services', 'Retailing', 'Technology Hardware & Equipment']",[0.96354848 0.06845451 0.0398902  0.02327343 0.01521501],"['Media & Entertainment', 'Software & Services',  'Technology Hardware & Equipment']"
CHTR,"charter communications, inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the united states. the company offers subscription-based video services, including video on demand, high-definition television, digital video recorder, pay-per-view services. it provides internet services, such as security suite that protects computers from viruses and spyware, and threats from malicious actors; in-home wifi, which provides customers with high performance wireless routers to enhance their in-home wireless internet experience; out-of-home wifi; and spectrum wifi services, as well as video services. the company also offers voice communications services using voice over internet protocol technology; and broadband communications solutions, such as internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. in addition, it provides mobile services; offers video programming, static ip and business wifi, email and security, and multi-line telephone services, as well as web-based service management; sells local advertising across various platforms for networks, such as tbs, cnn, and espn; sells advertising inventory to local sports and news channels; and offers audience app for optimizes linear inventory. further, the company offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. it serves approximately 32 million customers in 41 states. the company was founded in 1993 and is headquartered in stamford, connecticut.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Telecommunication Services', 'Consumer Durables & Apparel']","[9.99942183e-01 1.03527622e-03 7.96925859e-04 5.73420140e-04
 1.53203044e-04]","['Media & Entertainment',  'Telecommunication Services', 'Consumer Durables & Apparel']"
CMCSA,"comcast corporation operates as a media and technology company worldwide. it operates through cable communications, media, studios, theme parks, and sky segments. the cable communications segment offers broadband, video, voice, wireless, and other services to residential and business customers under the xfinity brand; and advertising services. the media segment operates nbcuniversal's television and streaming platforms, including national, regional, and international cable networks, the nbc and telemundo broadcast, and peacock networks. the studios segment operates nbcuniversal's film and television studio production and distribution operations. the theme parks segment operates universal theme parks in orlando, florida; hollywood, california; osaka, japan; and beijing, china. the sky segment offers direct-to-consumer services, such as video, broadband, voice and wireless phone services, and content business operates entertainment networks, the sky news broadcast network, and sky sports networks. the company also owns the philadelphia flyers, as well as the wells fargo center arena in philadelphia, pennsylvania; and provides streaming service, such as peacock. comcast corporation was founded in 1963 and is headquartered in philadelphia, pennsylvania.",['Media & Entertainment'],"['Media & Entertainment', 'Technology Hardware & Equipment', 'Telecommunication Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Consumer Durables & Apparel']","[9.97604966e-01 8.94042775e-02 4.80297813e-03 2.47860939e-04
 2.01392642e-04]","['Media & Entertainment',  'Telecommunication Services', 'Consumer Services']"
DIS,"the walt disney company, together with its subsidiaries, operates as an entertainment company worldwide. it operates through two segments, disney media and entertainment distribution; and disney parks, experiences and products. the company engages in the film and episodic television content production and distribution activities, as well as operates television broadcast networks under the abc, disney, espn, freeform, fx, fox, national geographic, and star brands; and studios that produces motion pictures under the walt disney pictures, twentieth century studios, marvel, lucasfilm, pixar, and searchlight pictures banners. it also offers direct-to-consumer streaming services through disney+, disney+ hotstar, espn+, hulu, and star+; sale/licensing of film and television content to third-party television and subscription video-on-demand services; theatrical, home entertainment, and music distribution services; staging and licensing of live entertainment events; and post-production services by industrial light & magic and skywalker sound. in addition, the company operates theme parks and resorts, such as walt disney world resort in florida; disneyland resort in california; disneyland paris; hong kong disneyland resort; and shanghai disney resort; disney cruise line, disney vacation club, national geographic expeditions, and adventures by disney as well as aulani, a disney resort and spa in hawaii; licenses its intellectual property to a third party for the operations of the tokyo disney resort; and provides consumer products, which include licensing of trade names, characters, visual, literary, and other ip for use on merchandise, published materials, and games. further, it sells branded merchandise through retail, online, and wholesale businesses; and develops and publishes books, comic books, and magazines. the walt disney company was founded in 1923 and is based in burbank, california.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Durables & Apparel', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Technology Hardware & Equipment']","[9.97416973e-01 7.66397081e-03 7.36825261e-03 1.19427999e-03
 2.30451566e-04]","['Media & Entertainment',  'Consumer Services']"
DISH,"dish network corporation, together with its subsidiaries, provides pay-tv services in the united states. the company operates in two segments, pay-tv and wireless. it offers video services under the dish tv brand; and programming packages that include programming through national broadcast networks, local broadcast networks, and national and regional cable networks, as well as regional and specialty sports channels, premium movie channels, and latino and international programming packages. the company also provides access to movies and television shows through tv or internet-connected devices; and dishanywhere.com and mobile applications on internet-connected devices to view authorized content, search program listings, and remotely control certain features of their dvrs. in addition, it offers sling tv services, including sling domestic, sling international, sling latino, sling orange, and sling blue services that require an internet connection and are available on streaming-capable devices, such as streaming media devices, tvs, tablets, computers, game consoles, and phones, as well as market sling tv services to consumers who do not subscribe to traditional satellite and cable pay-tv services. further, the company provides wireless subscribers consumer plans with no annual service contracts, as well as monthly service plans, including high-speed data and unlimited talk and text. as of december 31, 2021, it had 10.707 million pay-tv subscribers in the united states, including 8.221 million dish tv subscribers and 2.486 million sling tv subscribers. the company offers receiver systems and programming through direct sales channels, as well as independent third parties, such as small retailers, direct marketing groups, local and regional consumer electronics stores, retailers, and telecommunications companies. dish network corporation was founded in 1980 and is headquartered in englewood, colorado.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Durables & Apparel', 'Retailing', 'Technology Hardware & Equipment', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.86411572e-01 3.86240721e-01 1.46628171e-03 1.05740328e-03
 3.59347061e-04]","['Media & Entertainment', 'Telecommunication Services']"
EA,"electronic arts inc. develops, markets, publishes, and distributes games, content, and services for game consoles, pcs, mobile phones, and tablets worldwide. it develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the battlefield, the sims, apex legends, need for speed, and license games from others, including fifa, madden nfl, ufc, and star wars brands. the company licenses its games to third parties to distribute and host its games. it markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. electronic arts inc. was incorporated in 1982 and is headquartered in redwood city, california.",['Media & Entertainment'],"['Media & Entertainment', 'Technology Hardware & Equipment', 'Software & Services', 'Retailing', 'Consumer Services']",[0.75945342 0.65200764 0.15980013 0.01575478 0.00537051],['Media & Entertainment']
FB,"meta platforms, inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, wearables, and in-home devices worldwide. it operates in two segments, family of apps and reality labs. the family of apps segment's products include facebook, which enables people to share, discover, and connect with interests; instagram, a community for sharing photos, videos, and private messages, as well as feed, stories, reels, video, live, and shops; messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices through chat, audio and video calls, and rooms; and whatsapp, a messaging application that is used by people and businesses to communicate and transact privately. the reality labs segment provides augmented and virtual reality related products comprising virtual reality hardware, software, and content that help people feel connected, anytime, and anywhere. the company was formerly known as facebook, inc. and changed its name to meta platforms, inc. in october 2021. meta platforms, inc. was incorporated in 2004 and is headquartered in menlo park, california.",['Media & Entertainment'],"['Health Care Equipment & Services', 'Media & Entertainment', 'Technology Hardware & Equipment', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Retailing']",[0.90514368 0.26491362 0.0945895  0.03980344 0.02555141],"['Media & Entertainment', 'Technology Hardware & Equipment', 'Software & Services']"
FOX,"fox corporation operates as a news, sports, and entertainment company in the united states (u.s.). the company operates through cable network programming; television; and other, corporate and eliminations segments. the cable network programming segment produces and licenses news, business news, and sports content for distribution through traditional and virtual multi-channel video programming distributors (mvpds) and other digital platforms, primarily in the u.s. it operates fox news, a national cable news channel; fox business, a business news national cable channel; fs1 and fs2 multi-sport national networks; fox sports racing, a video programming service that comprises motor sports programming; fox soccer plus, a video programming network for live soccer and rugby competitions; fox deportes, a spanish-language sports programming service; and big ten network, a national video programming service. the television segment acquires, produces, markets, and distributes programming. it operates the fox network, a national television broadcast network that broadcasts sports programming and entertainment; tubi, an advertising-supported video-on-demand service; fox alternative entertainment, a full-service production studio that develops and produces unscripted and alternative programming; mynetworktv, a programming distribution service; and blockchain creative labs, which is focuses on the creation, distribution and monetization of web3 content. this segment owns and operates 29 broadcast television stations. the other, corporate and eliminations segment owns the fox studios lot that provides production and post-production services, including 15 sound stages, two broadcast studios, theaters and screening rooms, editing rooms, and other television and film production facilities in los angeles, california. the company was incorporated in 2018 and is based in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Durables & Apparel', 'Retailing', 'Real Estate', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.95400846e-01 1.86730586e-02 6.26917742e-03 6.90355373e-05
 2.89214750e-05]",
FOXA,"fox corporation operates as a news, sports, and entertainment company in the united states (u.s.). the company operates through cable network programming; television; and other, corporate and eliminations segments. the cable network programming segment produces and licenses news, business news, and sports content for distribution through traditional and virtual multi-channel video programming distributors (mvpds) and other digital platforms, primarily in the u.s. it operates fox news, a national cable news channel; fox business, a business news national cable channel; fs1 and fs2 multi-sport national networks; fox sports racing, a video programming service that comprises motor sports programming; fox soccer plus, a video programming network for live soccer and rugby competitions; fox deportes, a spanish-language sports programming service; and big ten network, a national video programming service. the television segment acquires, produces, markets, and distributes programming. it operates the fox network, a national television broadcast network that broadcasts sports programming and entertainment; tubi, an advertising-supported video-on-demand service; fox alternative entertainment, a full-service production studio that develops and produces unscripted and alternative programming; mynetworktv, a programming distribution service; and blockchain creative labs, which is focuses on the creation, distribution and monetization of web3 content. this segment owns and operates 29 broadcast television stations. the other, corporate and eliminations segment owns the fox studios lot that provides production and post-production services, including 15 sound stages, two broadcast studios, theaters and screening rooms, editing rooms, and other television and film production facilities in los angeles, california. the company was incorporated in 2018 and is based in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Durables & Apparel', 'Retailing', 'Real Estate', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.95400846e-01 1.86730586e-02 6.26917742e-03 6.90355373e-05
 2.89214750e-05]",
GOOG,"alphabet inc. provides various products and platforms in the united states, europe, the middle east, africa, the asia-pacific, canada, and latin america. it operates through google services, google cloud, and other bets segments. the google services segment offers products and services, including ads, android, chrome, hardware, gmail, google drive, google maps, google photos, google play, search, and youtube. it is also involved in the sale of apps and in-app purchases and digital content in the google play store; and fitbit wearable devices, google nest home products, pixel phones, and other devices, as well as in the provision of youtube non-advertising services. the google cloud segment offers infrastructure, platform, and other services; google workspace that include cloud-based collaboration tools for enterprises, such as gmail, docs, drive, calendar, and meet; and other services for enterprise customers. the other bets segment sells health technology and internet services. the company was founded in 1998 and is headquartered in mountain view, california.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Health Care Equipment & Services', 'Technology Hardware & Equipment']",[0.72279829 0.46084568 0.0530658  0.03818487 0.01076021],
GOOGL,"alphabet inc. provides various products and platforms in the united states, europe, the middle east, africa, the asia-pacific, canada, and latin america. it operates through google services, google cloud, and other bets segments. the google services segment offers products and services, including ads, android, chrome, hardware, gmail, google drive, google maps, google photos, google play, search, and youtube. it is also involved in the sale of apps and in-app purchases and digital content in the google play store; and fitbit wearable devices, google nest home products, pixel phones, and other devices, as well as in the provision of youtube non-advertising services. the google cloud segment offers infrastructure, platform, and other services; google workspace that include cloud-based collaboration tools for enterprises, such as gmail, docs, drive, calendar, and meet; and other services for enterprise customers. the other bets segment sells health technology and internet services. the company was founded in 1998 and is headquartered in mountain view, california.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Health Care Equipment & Services', 'Technology Hardware & Equipment']",[0.72279829 0.46084568 0.0530658  0.03818487 0.01076021],"['Media & Entertainment',  'Health Care Equipment & Services','Technology Hardware & Equipment', 'Telecommunication Services','Software & Services']"
IPG,"the interpublic group of companies, inc. provides advertising and marketing services worldwide. it operates in two segments, integrated agency networks (ian) and ipg dxtra. the company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data science services. it also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. the company was formerly known as mccann-erickson incorporated and changed its name to the interpublic group of companies, inc. in january 1961. the interpublic group of companies, inc. was founded in 1902 and is headquartered in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Telecommunication Services', 'Consumer Durables & Apparel', 'Technology Hardware & Equipment', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.62940156e-01 1.22812381e-02 7.57400878e-04 3.19881132e-04
 2.31217273e-04]",
LYV,"live nation entertainment, inc. operates as a live entertainment company. it operates through concerts, ticketing, and sponsorship & advertising segments. the concerts segment promotes live music events in its owned or operated venues, and in rented third-party venues; operates and manages music venues; produces music festivals; creates associated content; and offers management and other services to artists. the ticketing segment manages the ticketing operations, including the provision of ticketing software and services to clients for tickets and event information through its primary websites livenation.com and ticketmaster.com, as well as provides ticket resale services. this segment sells tickets for its events, as well as for third-party clients in various live event categories, such as arenas, stadiums, amphitheaters, music clubs, concert promoters, professional sports franchises and leagues, college sports teams, performing arts venues, museums, and theaters through websites, mobile apps, and ticket outlets. the sponsorship & advertising segment sells international, national, and local sponsorships and placement of advertising, including signage, promotional programs, rich media offering that comprise advertising related with live streaming and music-related content; and ads across its distribution network of venues, events, and websites. this segment also manages the development of strategic sponsorship programs, as well as develops, books, and produces custom events or programs for specific brands. as of december 31, 2021, it owned, operated, or leased 165 entertainment venues in north america and 94 entertainment venues internationally. the company was formerly known as live nation, inc. and changed its name to live nation entertainment, inc. in january 2010. live nation entertainment, inc. was incorporated in 2005 and is headquartered in beverly hills, california.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Consumer Durables & Apparel', 'Real Estate', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.98742402e-01 3.47559266e-02 1.31688383e-03 3.27697984e-04
 2.78493622e-04]",
NFLX,"netflix, inc. provides entertainment services. it offers tv series, documentaries, feature films, and mobile games across various genres and languages. the company provides members the ability to receive streaming content through a host of internet-connected devices, including tvs, digital video players, television set-top boxes, and mobile devices. it also provides dvds-by-mail membership services in the united states. the company has approximately 222 million paid members in 190 countries. netflix, inc. was incorporated in 1997 and is headquartered in los gatos, california.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Technology Hardware & Equipment', 'Consumer Services']","[9.99714196e-01 7.73070846e-03 5.36676683e-03 1.21939660e-03
 3.67672648e-04]",
NWS,"news corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses worldwide. it operates in six segments: digital real estate services, subscription video services, dow jones, book publishing, news media, and other. the company distributes content and data products, including the wall street journal, barron's, marketwatch, investor's business daily, factiva, dow jones risk & compliance, dow jones newswires, and opis through various media channels, such as newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video, and podcasts. it also owns and operates daily, sunday, weekly, and bi-weekly newspapers comprising the australian, the weekend australian, the daily telegraph, the sunday telegraph, herald sun, sunday herald sun, the courier mail, the sunday mail, the advertiser, sunday mail, the sun, the sun on sunday, the times, the sunday times, and new york post, as well as digital mastheads and other websites. in addition, the company publishes general fiction, nonfiction, children's, and religious books; provides sports, entertainment, and news services to pay-tv and streaming subscribers, and other commercial licensees through cable, satellite, and internet distribution; and broadcasts rights to live sporting events. further, it offers property and property-related advertising and services on its websites and mobile applications; online real estate services; and financial services. the company was founded in 2012 and is headquartered in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Real Estate', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Telecommunication Services']",[0.99610871 0.0260013  0.01764689 0.00753416 0.00530249],
NWSA,"news corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses worldwide. it operates in six segments: digital real estate services, subscription video services, dow jones, book publishing, news media, and other. the company distributes content and data products, including the wall street journal, barron's, marketwatch, investor's business daily, factiva, dow jones risk & compliance, dow jones newswires, and opis through various media channels, such as newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video, and podcasts. it also owns and operates daily, sunday, weekly, and bi-weekly newspapers comprising the australian, the weekend australian, the daily telegraph, the sunday telegraph, herald sun, sunday herald sun, the courier mail, the sunday mail, the advertiser, sunday mail, the sun, the sun on sunday, the times, the sunday times, and new york post, as well as digital mastheads and other websites. in addition, the company publishes general fiction, nonfiction, children's, and religious books; provides sports, entertainment, and news services to pay-tv and streaming subscribers, and other commercial licensees through cable, satellite, and internet distribution; and broadcasts rights to live sporting events. further, it offers property and property-related advertising and services on its websites and mobile applications; online real estate services; and financial services. the company was founded in 2012 and is headquartered in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Real Estate', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Telecommunication Services']",[0.99610871 0.0260013  0.01764689 0.00753416 0.00530249],
OMC,"omnicom group inc., together with its subsidiaries, provides advertising, marketing, and corporate communications services. it provides a range of services in the areas of advertising, customer relationship management, public relations, and healthcare. the company's services include advertising, branding, content marketing, corporate social responsibility consulting, crisis communications, custom publishing, data analytics, database management, digital/direct marketing, digital transformation, entertainment marketing, experiential marketing, field marketing, financial/corporate business-to-business advertising, graphic arts/digital imaging, healthcare marketing and communications, and in-store design services. its services also comprise interactive marketing, investor relations, marketing research, media planning and buying, merchandising and point of sale, mobile marketing, multi-cultural marketing, non-profit marketing, organizational communications, package design, product placement, promotional marketing, public affairs, retail marketing, sales support, search engine marketing, shopper marketing, social media marketing, and sports and event marketing services. it operates in the united states, canada, puerto rico, south america, mexico, europe, the middle east, africa, australia, greater china, india, japan, korea, new zealand, singapore, and other asian countries. the company was incorporated in 1944 and is based in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Retailing', 'Consumer Durables & Apparel', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Real Estate']",[0.98222047 0.09537914 0.02902538 0.00382646 0.00287849],
TTWO,"take-two interactive software, inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. the company offers its products under the rockstar games, 2k, private division, and t2 mobile games names. it develops and publishes action/adventure products under the grand theft auto, max payne, midnight club, and red dead redemption names; and offers episodes and content, as well as develops brands in other genres, including the la noire, bully, and manhunt franchises. the company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the bioshock, mafia, sid meier's civilization, xcom series, and borderlands. in addition, it publishes sports simulation titles comprising nba 2k series, a basketball video game; the wwe 2k professional wrestling series; and pga tour 2k. further, the company offers kerbal space program, olliolli world, and the outer worlds and ancestors: the humankind odyssey under private division; and free-to-play mobile games, such as dragon city, monster legends, two dots, and top eleven. its products are designed for console gaming systems, including playstation 4 and playstation 5; xbox one; the nintendo's switch; personal computers; and mobile comprising smartphones and tablets. the company provides its products through physical retail, digital download, online platforms, and cloud streaming services. take-two interactive software, inc. was incorporated in 1993 and is based in new york, new york.",['Media & Entertainment'],"['Media & Entertainment', 'Consumer Services', 'Software & Services', 'Retailing', 'Technology Hardware & Equipment']",[0.68663454 0.1559424  0.05601107 0.04108061 0.01918263],
TWTR,"twitter, inc. operates as a platform for public self-expression and conversation in real-time. the company's primary product is twitter, a platform that allows users to consume, create, distribute, and discover content. it also provides promoted products that enable advertisers to promote brands, products, and services, as well as enable advertisers to target an audience based on various factors, including who an account follows and actions taken on its platform, such as tweets created and engagement with tweets. its promoted products consist of promoted ads and twitter amplify, follower ads, and twitter takeover. in addition, the company offers monetization products for creators, including tips to directly send small one-time payments on twitter using various payment methods, including bitcoin; super follows, a paid monthly subscription, which includes bonus content, exclusive previews, and perks as a way to support and connect with creators on twitter; and ticketed spaces to support creators on twitter for their time and effort in hosting, speaking, and moderating the public conversation on twitter spaces. further, it offers products for developers and data partners comprising twitter developer platform, a platform that enables developers to build tools for people and businesses using its public application programming interface; and paid access to twitter data for partners with commercial use cases. twitter, inc. was founded in 2006 and is based in san francisco, california.",['Media & Entertainment'],"['Media & Entertainment', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Retailing', 'Telecommunication Services', 'Real Estate']",[0.99134833 0.06867263 0.05384636 0.02691027 0.01257998],
A,"agilent technologies, inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. the life sciences and applied markets segment offers liquid chromatography systems and components; liquid chromatography mass spectrometry systems; gas chromatography systems and components; gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate reader; laboratory software; information management and analytics; laboratory automation and robotic systems; dissolution testing; vacuum pumps, and measurement technologies. the diagnostics and genomics segment provides arrays for dna mutation detection, genotyping, gene copy number determination, identification of gene rearrangements, dna methylation profiling, gene expression profiling, next generation sequencing, target enrichment and genetic data management, and interpretation support software; and produces synthesized oligonucleotide. it also offers immunohistochemistry in situ hybridization, and hematoxylin and eosin staining and special staining; consumables, and software for quality control analysis of nucleic acid samples; and reagents for use in turbidimetry and flow cytometry, as well as develops liquid-based pharmacodiagnostics. the agilent crosslab segment provides gc and lc columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and startup, operational, training, compliance support, software as a service, asset management, and consultation services. the company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. agilent technologies, inc. was incorporated in 1999 and is headquartered in santa clara, california.","['Pharmaceuticals, Biotechnology & Life Sciences']","['Health Care Equipment & Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Technology Hardware & Equipment', 'Semiconductors & Semiconductor Equipment', 'Materials']","[9.83690977e-01 4.49228138e-02 9.08404589e-03 1.19984429e-03
 4.10626162e-05]","['Health Care Equipment & Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Technology Hardware & Equipment']"
