ticker,Industry_group_code,Industry_group_name
DHX,5020,Media & Entertainment
DIN,2530,Consumer Services
DIOD,4530,Semiconductors & Semiconductor Equipment
DIS,5020,Media & Entertainment
DISCA,5020,Media & Entertainment
DISCK,5020,Media & Entertainment
DISH,5020,Media & Entertainment
DJCO,5020,Media & Entertainment
DK,1010,Energy
DKS,2550,Retailing
DLA,2520,Consumer Durables & Apparel
DLB,4520,Technology Hardware & Equipment
DLR,6010,Real Estate
DLTH,2550,Retailing
DLTR,2550,Retailing
DLX,2020,Commercial & Professional Services
DMRC,4510,Software & Services
DNKN,2530,Consumer Services
DNLI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DNOW,2010,Capital Goods
DNR,1010,Energy
DOC,6010,Real Estate
DOCU,4510,Software & Services
DOMO,4510,Software & Services
DOOR,2010,Capital Goods
DORM,2510,Automobiles & Components
DOV,2010,Capital Goods
DOW,1510,Materials
DOX,4510,Software & Services
DPZ,2530,Consumer Services
DRE,6010,Real Estate
DRH,6010,Real Estate
DRI,2530,Consumer Services
DRNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DRQ,1010,Energy
DS,2530,Consumer Services
DSKE,2030,Transportation
DSPG,4530,Semiconductors & Semiconductor Equipment
DSSI,1010,Energy
DT,4510,Software & Services
DTE,5510,Utilities
DTIL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DUK,5510,Utilities
DVA,3510,Health Care Equipment & Services
DVAX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DVN,1010,Energy
DX,4020,Diversified Financials
DXC,4510,Software & Services
DXCM,3510,Health Care Equipment & Services
DXPE,2010,Capital Goods
DY,2010,Capital Goods
DZSI,4520,Technology Hardware & Equipment
EA,5020,Media & Entertainment
EAF,2010,Capital Goods
EAT,2530,Consumer Services
EB,5020,Media & Entertainment
EBAY,2550,Retailing
EBF,2020,Commercial & Professional Services
EBIX,4510,Software & Services
EBS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EBSB,4010,Banks
EBTC,4010,Banks
ECHO,2030,Transportation
ECL,1510,Materials
ECOL,2020,Commercial & Professional Services
ECOM,4510,Software & Services
ECOR,3510,Health Care Equipment & Services
ECPG,4020,Diversified Financials
ED,5510,Utilities
EDIT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EE,5510,Utilities
EEFT,4510,Software & Services
EEX,5020,Media & Entertainment
EFC,4020,Diversified Financials
EFSC,4010,Banks
EFX,2020,Commercial & Professional Services
EGAN,4510,Software & Services
EGBN,4010,Banks
EGHT,4510,Software & Services
EGLE,2030,Transportation
EGOV,4510,Software & Services
EGP,6010,Real Estate
EGRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EHC,3510,Health Care Equipment & Services
EHTH,4030,Insurance
EIDX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EIG,4030,Insurance
EIGI,4510,Software & Services
EIGR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EIX,5510,Utilities
EL,3030,Household & Personal Products
ELAN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ELF,3030,Household & Personal Products
ELOX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ELS,6010,Real Estate
ELVT,4020,Diversified Financials
ELY,2520,Consumer Durables & Apparel
EME,2010,Capital Goods
EML,2010,Capital Goods
EMN,1510,Materials
EMR,2010,Capital Goods
ENDP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ENOB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ENPH,4530,Semiconductors & Semiconductor Equipment
ENR,3030,Household & Personal Products
ENS,2010,Capital Goods
ENSG,3510,Health Care Equipment & Services
ENTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ENTG,4530,Semiconductors & Semiconductor Equipment
ENV,4510,Software & Services
ENVA,4020,Diversified Financials
ENZ,3510,Health Care Equipment & Services
EOG,1010,Energy
EOLS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EPAC,2010,Capital Goods
EPAM,4510,Software & Services
EPAY,4510,Software & Services
EPC,3030,Household & Personal Products
EPM,1010,Energy
EPR,6010,Real Estate
EPRT,6010,Real Estate
EPZM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EQBK,4010,Banks
EQC,6010,Real Estate
EQH,4020,Diversified Financials
EQIX,6010,Real Estate
EQR,6010,Real Estate
EQT,1010,Energy
ERA,1010,Energy
ERI,2530,Consumer Services
ERIE,4030,Insurance
ERII,2010,Capital Goods
EROS,5020,Media & Entertainment
ES,5510,Utilities
ESCA,2520,Consumer Durables & Apparel
ESE,2010,Capital Goods
ESGR,4030,Insurance
ESI,1510,Materials
ESNT,4010,Banks
ESPR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ESQ,4010,Banks
ESRT,6010,Real Estate
ESS,6010,Real Estate
ESSA,4010,Banks
ESTC,4510,Software & Services
ESTE,1010,Energy
ESXB,4010,Banks
ETFC,4020,Diversified Financials
ETH,2520,Consumer Durables & Apparel
ETM,5020,Media & Entertainment
ETN,2010,Capital Goods
ETNB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ETR,5510,Utilities
ETRN,1010,Energy
ETSY,2550,Retailing
EV,4020,Diversified Financials
EVBG,4510,Software & Services
EVBN,4010,Banks
EVC,5020,Media & Entertainment
EVER,5020,Media & Entertainment
EVFM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EVH,3510,Health Care Equipment & Services
EVI,2010,Capital Goods
EVLO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EVOP,4510,Software & Services
EVR,4020,Diversified Financials
EVRG,5510,Utilities
EVRI,2530,Consumer Services
EVTC,4510,Software & Services
EW,3510,Health Care Equipment & Services
EWBC,4010,Banks
EXAS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EXC,5510,Utilities
EXEL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EXLS,4510,Software & Services
EXP,1510,Materials
EXPD,2030,Transportation
EXPE,2550,Retailing
EXPI,6010,Real Estate
EXPO,2020,Commercial & Professional Services
EXPR,2550,Retailing
EXR,6010,Real Estate
EXTN,1010,Energy
EXTR,4520,Technology Hardware & Equipment
EYE,2550,Retailing
EYPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EZPW,4020,Diversified Financials
F,2510,Automobiles & Components
FAF,4030,Insurance
FANG,1010,Energy
FARM,3020,"Food, Beverage & Tobacco"
FARO,4520,Technology Hardware & Equipment
FAST,2010,Capital Goods
FATE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FB,5020,Media & Entertainment
FBC,4010,Banks
FBHS,2010,Capital Goods
FBIZ,4010,Banks
FBK,4010,Banks
FBM,2010,Capital Goods
FBMS,4010,Banks
FBNC,4010,Banks
FBP,4010,Banks
FC,2020,Commercial & Professional Services
FCAP,4010,Banks
FCBC,4010,Banks
FCBP,4010,Banks
FCCY,4010,Banks
FCF,4010,Banks
FCFS,4020,Diversified Financials
FCN,2020,Commercial & Professional Services
FCNCA,4010,Banks
FCPT,6010,Real Estate
FCX,1510,Materials
FDBC,4010,Banks
FDEF,4010,Banks
FDP,3020,"Food, Beverage & Tobacco"
FDS,4020,Diversified Financials
FDX,2030,Transportation
FE,5510,Utilities
FELE,2010,Capital Goods
FET,1010,Energy
FEYE,4510,Software & Services
FF,1510,Materials
FFBC,4010,Banks
FFG,4030,Insurance
FFIC,4010,Banks
FFIN,4010,Banks
FFIV,4520,Technology Hardware & Equipment
FFNW,4010,Banks
FFWM,4010,Banks
FG,4020,Diversified Financials
FGBI,4010,Banks
FGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FHB,4010,Banks
FHI,4020,Diversified Financials
FHN,4010,Banks
FI,1010,Energy
FIBK,4010,Banks
FICO,4510,Software & Services
FIS,4510,Software & Services
FISI,4010,Banks
FISV,4510,Software & Services
FIT,4520,Technology Hardware & Equipment
FITB,4010,Banks
FIVE,2550,Retailing
FIVN,4510,Software & Services
FIX,2010,Capital Goods
FIXX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FIZZ,3020,"Food, Beverage & Tobacco"
FL,2550,Retailing
FLDM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FLIC,4010,Banks
FLIR,4520,Technology Hardware & Equipment
FLMN,1010,Energy
FLNT,5020,Media & Entertainment
FLO,3020,"Food, Beverage & Tobacco"
FLOW,2010,Capital Goods
FLR,2010,Capital Goods
FLS,2010,Capital Goods
FLT,4510,Software & Services
FLWS,2550,Retailing
FLXN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FLXS,2520,Consumer Durables & Apparel
FMAO,4010,Banks
FMBH,4010,Banks
FMBI,4010,Banks
FMC,1510,Materials
FMNB,4010,Banks
FN,4520,Technology Hardware & Equipment
FNB,4010,Banks
FNCB,4010,Banks
FND,2550,Retailing
FNF,4030,Insurance
FNHC,4030,Insurance
FNKO,2550,Retailing
FNLC,4010,Banks
FNWB,4010,Banks
FOCS,4020,Diversified Financials
FOE,1510,Materials
FOLD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FOR,6010,Real Estate
FORM,4530,Semiconductors & Semiconductor Equipment
FORR,2020,Commercial & Professional Services
FOSL,2520,Consumer Durables & Apparel
FOX,5020,Media & Entertainment
FOXA,5020,Media & Entertainment
FOXF,2510,Automobiles & Components
FPI,6010,Real Estate
FPRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FR,6010,Real Estate
FRAF,4010,Banks
FRBA,4010,Banks
FRBK,4010,Banks
FRC,4010,Banks
FREQ,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FRGI,2530,Consumer Services
FRME,4010,Banks
FRPH,6010,Real Estate
FRPT,3020,"Food, Beverage & Tobacco"
FRT,6010,Real Estate
FRTA,1510,Materials
FSB,4010,Banks
FSBW,4010,Banks
FSCT,4510,Software & Services
FSLR,4530,Semiconductors & Semiconductor Equipment
FSP,6010,Real Estate
FSS,2010,Capital Goods
FSTR,2010,Capital Goods
FTDR,2530,Consumer Services
FTK,1510,Materials
FTNT,4510,Software & Services
FTSI,1010,Energy
FTV,2010,Capital Goods
FUL,1510,Materials
FULC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FULT,4010,Banks
FVCB,4010,Banks
FWONA,5020,Media & Entertainment
FWONK,5020,Media & Entertainment
FWRD,2030,Transportation
G,4510,Software & Services
GABC,4010,Banks
GAIA,5020,Media & Entertainment
GALT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GATX,2010,Capital Goods
GBCI,4010,Banks
GBL,4020,Diversified Financials
GBLI,4030,Insurance
GBT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GBX,2010,Capital Goods
GCAP,4020,Diversified Financials
GCBC,4010,Banks
GCI,5020,Media & Entertainment
GCO,2550,Retailing
GCP,1510,Materials
GD,2010,Capital Goods
GDDY,4510,Software & Services
GDEN,2530,Consumer Services
GDOT,4020,Diversified Financials
GDP,1010,Energy
GE,2010,Capital Goods
GEF,1510,Materials
GEF/B,1510,Materials
GEN,3510,Health Care Equipment & Services
GENC,2010,Capital Goods
GEO,6010,Real Estate
GEOS,1010,Energy
GERN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GES,2550,Retailing
GFF,2010,Capital Goods
GFN,2010,Capital Goods
GGG,2010,Capital Goods
GH,3510,Health Care Equipment & Services
GHC,2530,Consumer Services
GHL,4020,Diversified Financials
GHM,2010,Capital Goods
GIII,2520,Consumer Durables & Apparel
GILD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GIS,3020,"Food, Beverage & Tobacco"
GKOS,3510,Health Care Equipment & Services
GL,4030,Insurance
GLDD,2010,Capital Goods
GLIBA,5010,Telecommunication Services
GLNG,1010,Energy
GLOG,1010,Energy
GLPI,6010,Real Estate
GLRE,4030,Insurance
GLT,1510,Materials
GLUU,5020,Media & Entertainment
GLW,4520,Technology Hardware & Equipment
GLYC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GM,2510,Automobiles & Components
GME,2550,Retailing
GMED,3510,Health Care Equipment & Services
GMRE,6010,Real Estate
GMS,2010,Capital Goods
GNC,2550,Retailing
GNE,5510,Utilities
GNK,2030,Transportation
GNL,6010,Real Estate
GNLN,2550,Retailing
GNMK,3510,Health Care Equipment & Services
GNRC,2010,Capital Goods
GNTX,2510,Automobiles & Components
GNTY,4010,Banks
GNW,4030,Insurance
GO,3010,Food & Staples Retailing
GOGO,5010,Telecommunication Services
GOLF,2520,Consumer Durables & Apparel
GOOD,6010,Real Estate
GOOG,5020,Media & Entertainment
GOOGL,5020,Media & Entertainment
GORO,1510,Materials
GOSS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GPC,2550,Retailing
GPI,2550,Retailing
GPK,1510,Materials
GPMT,4020,Diversified Financials
GPN,4510,Software & Services
GPOR,1010,Energy
GPRE,1010,Energy
GPRO,2520,Consumer Durables & Apparel
GPS,2550,Retailing
GPX,2020,Commercial & Professional Services
GRA,1510,Materials
GRBK,2520,Consumer Durables & Apparel
GRC,2010,Capital Goods
GRIF,6010,Real Estate
GRMN,2520,Consumer Durables & Apparel
GRPN,2550,Retailing
GRTS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GRUB,2550,Retailing
GS,4020,Diversified Financials
GSBC,4010,Banks
GSHD,4030,Insurance
GSIT,4530,Semiconductors & Semiconductor Equipment
GT,2510,Automobiles & Components
GTES,2010,Capital Goods
GTHX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GTLS,2010,Capital Goods
GTN,5020,Media & Entertainment
GTS,3510,Health Care Equipment & Services
GTT,4510,Software & Services
GTY,6010,Real Estate
GTYH,4510,Software & Services
GVA,2010,Capital Goods
GWB,4010,Banks
GWGH,4020,Diversified Financials
GWRE,4510,Software & Services
GWRS,5510,Utilities
GWW,2010,Capital Goods
H,2530,Consumer Services
HA,2030,Transportation
HAE,3510,Health Care Equipment & Services
HAFC,4010,Banks
HAIN,3020,"Food, Beverage & Tobacco"
HAL,1010,Energy
HALL,4030,Insurance
HALO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HARP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HAS,2520,Consumer Durables & Apparel
HASI,6010,Real Estate
HAYN,1510,Materials
HBAN,4010,Banks
HBB,2520,Consumer Durables & Apparel
HBCP,4010,Banks
HBI,2520,Consumer Durables & Apparel
HBMD,4010,Banks
HBNC,4010,Banks
HBT,4010,Banks
HCA,3510,Health Care Equipment & Services
HCAT,3510,Health Care Equipment & Services
HCC,1510,Materials
HCCI,2020,Commercial & Professional Services
HCI,4030,Insurance
HCKT,4510,Software & Services
HCSG,2020,Commercial & Professional Services
HD,2550,Retailing
HDS,2010,Capital Goods
HE,5510,Utilities
HEES,2010,Capital Goods
HEI,2010,Capital Goods
HEI/A,2010,Capital Goods
HELE,2520,Consumer Durables & Apparel
HES,1010,Energy
HFC,1010,Energy
HFFG,3010,Food & Staples Retailing
HFWA,4010,Banks
HGV,2530,Consumer Services
HHC,6010,Real Estate
HI,2010,Capital Goods
HIBB,2550,Retailing
HIFS,4010,Banks
HIG,4030,Insurance
HII,2010,Capital Goods
HIW,6010,Real Estate
HL,1510,Materials
HLF,3030,Household & Personal Products
HLI,4020,Diversified Financials
HLIO,2010,Capital Goods
HLIT,4520,Technology Hardware & Equipment
HLNE,4020,Diversified Financials
HLT,2530,Consumer Services
HLX,1010,Energy
HMHC,2530,Consumer Services
HMN,4030,Insurance
HMST,4010,Banks
HMSY,3510,Health Care Equipment & Services
HMTV,5020,Media & Entertainment
HNGR,3510,Health Care Equipment & Services
HNI,2020,Commercial & Professional Services
HNRG,1010,Energy
HOFT,2520,Consumer Durables & Apparel
HOG,2510,Automobiles & Components
HOLX,3510,Health Care Equipment & Services
HOMB,4010,Banks
HOME,2550,Retailing
HON,2010,Capital Goods
HONE,4010,Banks
HOOK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HOPE,4010,Banks
HP,1010,Energy
HPE,4520,Technology Hardware & Equipment
HPP,6010,Real Estate
HPQ,4520,Technology Hardware & Equipment
HPR,1010,Energy
HQY,3510,Health Care Equipment & Services
HR,6010,Real Estate
HRB,2530,Consumer Services
HRC,3510,Health Care Equipment & Services
HRI,2010,Capital Goods
HRL,3020,"Food, Beverage & Tobacco"
HRTG,4030,Insurance
HRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HSC,2020,Commercial & Professional Services
HSIC,3510,Health Care Equipment & Services
HSII,2020,Commercial & Professional Services
HSKA,3510,Health Care Equipment & Services
HST,6010,Real Estate
HSTM,3510,Health Care Equipment & Services
HSY,3020,"Food, Beverage & Tobacco"
HT,6010,Real Estate
HTA,6010,Real Estate
HTBI,4010,Banks
HTBK,4010,Banks
HTH,4010,Banks
HTLD,2030,Transportation
HTLF,4010,Banks
HTZ,2030,Transportation
HUBB,2010,Capital Goods
HUBG,2030,Transportation
HUBS,4510,Software & Services
HUD,2550,Retailing
HUM,3510,Health Care Equipment & Services
HUN,1510,Materials
HURC,2010,Capital Goods
HURN,2020,Commercial & Professional Services
HVT,2550,Retailing
HWBK,4010,Banks
HWC,4010,Banks
HWKN,1510,Materials
HWM,2010,Capital Goods
HXL,2010,Capital Goods
HY,2010,Capital Goods
HZNP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HZO,2550,Retailing
IAA,2020,Commercial & Professional Services
IAC,5020,Media & Entertainment
IART,3510,Health Care Equipment & Services
IBCP,4010,Banks
IBKC,4010,Banks
IBKR,4020,Diversified Financials
IBM,4510,Software & Services
IBOC,4010,Banks
IBP,2520,Consumer Durables & Apparel
IBTX,4010,Banks
ICD,1010,Energy
ICE,4020,Diversified Financials
ICFI,2020,Commercial & Professional Services
ICHR,4530,Semiconductors & Semiconductor Equipment
ICPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ICUI,3510,Health Care Equipment & Services
IDA,5510,Utilities
IDCC,4520,Technology Hardware & Equipment
IDEX,4510,Software & Services
IDT,5010,Telecommunication Services
IDXX,3510,Health Care Equipment & Services
IESC,2010,Capital Goods
IEX,2010,Capital Goods
IFF,1510,Materials
IGMS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IGT,2530,Consumer Services
IHC,4030,Insurance
III,4510,Software & Services
IIIN,2010,Capital Goods
IIIV,4510,Software & Services
IIN,3510,Health Care Equipment & Services
IIPR,6010,Real Estate
IIVI,4520,Technology Hardware & Equipment
ILMN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ILPT,6010,Real Estate
IMAX,5020,Media & Entertainment
IMGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IMKTA,3010,Food & Staples Retailing
IMMR,4520,Technology Hardware & Equipment
IMMU,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IMXI,4510,Software & Services
INBK,4010,Banks
INCY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INDB,4010,Banks
INFN,4520,Technology Hardware & Equipment
INFO,2020,Commercial & Professional Services
INGN,3510,Health Care Equipment & Services
INGR,3020,"Food, Beverage & Tobacco"
INN,6010,Real Estate
INO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INOV,3510,Health Care Equipment & Services
INS,4510,Software & Services
INSE,2530,Consumer Services
INSG,4520,Technology Hardware & Equipment
INSM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INSP,3510,Health Care Equipment & Services
INSW,1010,Energy
INT,1010,Energy
INTC,4530,Semiconductors & Semiconductor Equipment
INTL,4020,Diversified Financials
INTU,4510,Software & Services
INVA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INVH,6010,Real Estate
INWK,2020,Commercial & Professional Services
IONS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IOSP,1510,Materials
IOTS,4530,Semiconductors & Semiconductor Equipment
IOVA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IP,1510,Materials
IPAR,3030,Household & Personal Products
IPG,5020,Media & Entertainment
IPGP,4520,Technology Hardware & Equipment
IPHI,4530,Semiconductors & Semiconductor Equipment
IPI,1510,Materials
IQV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IR,2010,Capital Goods
IRBT,2520,Consumer Durables & Apparel
IRDM,5010,Telecommunication Services
IRET,6010,Real Estate
IRM,6010,Real Estate
IRMD,3510,Health Care Equipment & Services
IRT,6010,Real Estate
IRTC,3510,Health Care Equipment & Services
IRWD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ISBC,4010,Banks
ISRG,3510,Health Care Equipment & Services
ISTR,4010,Banks
IT,4510,Software & Services
ITCI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ITGR,3510,Health Care Equipment & Services
ITI,4520,Technology Hardware & Equipment
ITIC,4030,Insurance
ITRI,4520,Technology Hardware & Equipment
ITT,2010,Capital Goods
ITW,2010,Capital Goods
IVC,3510,Health Care Equipment & Services
IVR,4020,Diversified Financials
IVZ,4020,Diversified Financials
J,2010,Capital Goods
JACK,2530,Consumer Services
JAX,2530,Consumer Services
JAZZ,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
JBGS,6010,Real Estate
JBHT,2030,Transportation
JBL,4520,Technology Hardware & Equipment
JBLU,2030,Transportation
JBSS,3020,"Food, Beverage & Tobacco"
JBT,2010,Capital Goods
JCAP,6010,Real Estate
JCI,2010,Capital Goods
JCOM,4510,Software & Services
JEF,4020,Diversified Financials
JELD,2010,Capital Goods
JHG,4020,Diversified Financials
JILL,2550,Retailing
JJSF,3020,"Food, Beverage & Tobacco"
JKHY,4510,Software & Services
JLL,6010,Real Estate
JNCE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
JNJ,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
JNPR,4520,Technology Hardware & Equipment
JOE,6010,Real Estate
JOUT,2520,Consumer Durables & Apparel
JPM,4010,Banks
JRVR,4030,Insurance
JW/A,5020,Media & Entertainment
JWN,2550,Retailing
JYNT,3510,Health Care Equipment & Services
K,3020,"Food, Beverage & Tobacco"
KAI,2010,Capital Goods
KALA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KALU,1510,Materials
KALV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KAMN,2010,Capital Goods
KAR,2020,Commercial & Professional Services
KBAL,2020,Commercial & Professional Services
KBH,2520,Consumer Durables & Apparel
KBR,4510,Software & Services
KDMN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KDP,3020,"Food, Beverage & Tobacco"
KE,4520,Technology Hardware & Equipment
KELYA,2020,Commercial & Professional Services
KEM,4520,Technology Hardware & Equipment
KEX,2030,Transportation
KEY,4010,Banks
KEYS,4520,Technology Hardware & Equipment
KFRC,2020,Commercial & Professional Services
KFY,2020,Commercial & Professional Services
KHC,3020,"Food, Beverage & Tobacco"
KIDS,3510,Health Care Equipment & Services
KIM,6010,Real Estate
KIN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KLAC,4530,Semiconductors & Semiconductor Equipment
KLDO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KLXE,1010,Energy
KMB,3030,Household & Personal Products
KMI,1010,Energy
KMPR,4030,Insurance
KMT,2010,Capital Goods
KMX,2550,Retailing
KN,4520,Technology Hardware & Equipment
KNL,2020,Commercial & Professional Services
KNSA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KNSL,4030,Insurance
KNX,2030,Transportation
KO,3020,"Food, Beverage & Tobacco"
KOD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KOP,1510,Materials
KOS,1010,Energy
KPTI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KR,3010,Food & Staples Retailing
KRA,1510,Materials
KRC,6010,Real Estate
KREF,4020,Diversified Financials
KRG,6010,Real Estate
KRNY,4010,Banks
KRO,1510,Materials
KRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KRUS,2530,Consumer Services
KRYS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KSS,2550,Retailing
KSU,2030,Transportation
KTB,2520,Consumer Durables & Apparel
KTOS,2010,Capital Goods
KURA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KVHI,4520,Technology Hardware & Equipment
KW,6010,Real Estate
KWR,1510,Materials
KZR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
L,4030,Insurance
LAD,2550,Retailing
LADR,4020,Diversified Financials
LAMR,6010,Real Estate
LANC,3020,"Food, Beverage & Tobacco"
LAND,6010,Real Estate
LASR,4520,Technology Hardware & Equipment
LAUR,2530,Consumer Services
LAWS,2010,Capital Goods
LAZ,4020,Diversified Financials
LB,2550,Retailing
LBAI,4010,Banks
LBC,4010,Banks
LBRDA,5020,Media & Entertainment
LBRDK,5020,Media & Entertainment
LBRT,1010,Energy
LC,4020,Diversified Financials
LCI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LCII,2510,Automobiles & Components
LCNB,4010,Banks
LCTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LCUT,2520,Consumer Durables & Apparel
LDL,2010,Capital Goods
LDOS,4510,Software & Services
LE,2550,Retailing
LEA,2510,Automobiles & Components
LEAF,2550,Retailing
LECO,2010,Capital Goods
LEE,5020,Media & Entertainment
LEG,2520,Consumer Durables & Apparel
LEGH,2520,Consumer Durables & Apparel
LEN,2520,Consumer Durables & Apparel
LEN/B,2520,Consumer Durables & Apparel
LEVL,4010,Banks
LFUS,4520,Technology Hardware & Equipment
LFVN,3030,Household & Personal Products
LGF/A,5020,Media & Entertainment
LGF/B,5020,Media & Entertainment
LGIH,2520,Consumer Durables & Apparel
LGND,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LH,3510,Health Care Equipment & Services
LHCG,3510,Health Care Equipment & Services
LHX,2010,Capital Goods
LII,2010,Capital Goods
LILA,5020,Media & Entertainment
LILAK,5020,Media & Entertainment
LIN,1510,Materials
LIND,2530,Consumer Services
LITE,4520,Technology Hardware & Equipment
LIVN,3510,Health Care Equipment & Services
LIVX,5020,Media & Entertainment
LJPC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LKFN,4010,Banks
LKQ,2550,Retailing
LL,2550,Retailing
LLNW,4510,Software & Services
LLY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LM,4020,Diversified Financials
LMAT,3510,Health Care Equipment & Services
LMNR,3020,"Food, Beverage & Tobacco"
LMNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LMT,2010,Capital Goods
LNC,4030,Insurance
LNDC,3020,"Food, Beverage & Tobacco"
LNG,1010,Energy
LNN,2010,Capital Goods
LNT,5510,Utilities
LNTH,3510,Health Care Equipment & Services
LOB,4010,Banks
LOCO,2530,Consumer Services
LOGC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LOGM,4510,Software & Services
LOPE,2530,Consumer Services
LORL,5020,Media & Entertainment
LOVE,2520,Consumer Durables & Apparel
LOW,2550,Retailing
LPG,1010,Energy
LPI,1010,Energy
LPLA,4020,Diversified Financials
LPSN,4510,Software & Services
LPX,1510,Materials
LQDA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LQDT,2550,Retailing
LRCX,4530,Semiconductors & Semiconductor Equipment
LRN,2530,Consumer Services
LSCC,4530,Semiconductors & Semiconductor Equipment
LSI,6010,Real Estate
LSTR,2030,Transportation
LSXMA,5020,Media & Entertainment
LSXMK,5020,Media & Entertainment
LTC,6010,Real Estate
LTHM,1510,Materials
LTRPA,5020,Media & Entertainment
LULU,2520,Consumer Durables & Apparel
LUV,2030,Transportation
LVGO,3510,Health Care Equipment & Services
LVS,2530,Consumer Services
LW,3020,"Food, Beverage & Tobacco"
