symbol,name,mc,gics_subind
EEFT,EURONET WORLDWIDE INC,4336.8449712256,45102020
MTR,MESA ROYALTY TRUST,26.8356953187599,10102020
MSA,MSA SAFETY INC,2940.14422585428,20201060
MMM,3M CO,116605.055558567,20105010
ZEN,ZENDESK INC,2496.12301318359,45103010
ACM,AECOM,5043.81860901776,20103010
JBT,JOHN BEAN TECHNOLOGIES,2646.85164089789,20106020
NEWT,NEWTEK BUSINESS SERVICES CP,299.455777548981,40203010
BRS,BRISTOW GROUP INC,472.739901224912,10101020
ODP,OFFICE DEPOT INC,2598.69938207703,25504040
HOLX,HOLOGIC INC,12049.7781037115,35101010
LOXO,LOXO ONCOLOGY INC,1182.24965077956,35201010
ACIW,ACI WORLDWIDE INC,2592.14557888237,45103010
PCMI,PCM INC,238.815173598305,45203030
TPIV,TAPIMMUNE INC,29.2249504039288,35201010
BAC,BANK OF AMERICA CORP,226813.078317089,40101010
IDN,INTELLICHECK MOBILISA INC,39.214140629158,45203010
CRTN,CARTESIAN INC,4.04459864199162,45102010
GEMP,GEMPHIRE THERAPEUTICS INC,110.419072616336,35201010
SFST,SOUTHERN FIRST BANKSHARES,223.236004943848,40101015
ABIO,ARCA BIOPHARMA INC,22.0148881123419,35201010
UWN,NEVADA GOLD & CASINOS INC,43.4333464503579,25301010
ARII,AMERICAN RAILCAR INDS INC,681.867004756677,20106010
RPT,RAMCO-GERSHENSON PROPERTIES,1007.65611432209,60101070
GVA,GRANITE CONSTRUCTION INC,1841.45444869995,20103010
SPB,SPECTRUM BRANDS HOLDINGS INC,7610.69047793979,30301010
ETE,ENERGY TRANSFER EQUITY LP,19391.4258203201,10102040
CNNX,CONE MIDSTREAM PARTNERS LP,1351.14151000977,10102040
FSAM,FIFTH STREET ASSET MGMT INC,194.462189661226,40203010
LQDT,LIQUIDITY SERVICES INC,210.295840189468,45101010
CUI,CUI GLOBAL INC,77.5162952876258,45203010
AN,AUTONATION INC,3974.73087497271,25504050
ROST,ROSS STORES INC,23932.9057184164,25504010
RGLD,ROYAL GOLD INC,5088.77023652429,15104030
R,RYDER SYSTEM INC,3376.43504049091,20304020
QRHC,QUEST RESOURCE HOLDING CORP,44.2904838821964,20201050
MCF,CONTANGO OIL & GAS CO,175.365804437162,10102020
NEWR,NEW RELIC INC,2221.20140884232,45101010
LBAI,LAKELAND BANCORP INC,892.547518062592,40101015
IPAS,IPASS INC,82.5596813879747,45101010
SNCR,SYNCHRONOSS TECHNOLOGIES,607.554827851829,45103010
SCG,SCANA CORP,9287.07069473267,55103010
ADSW,ADVANCED DISPOSAL SERVICES,1940.92097642583,20201050
CLIR,CLEARSIGN COMBUSTION CORP,63.9655328177118,45203010
ROYT,PACIFIC COAST OIL TRUST,70.2213539524782,10102020
ENSV,ENSERVCO CORP,19.4057110449426,10101020
BRSS,GLOBAL BRASS & COPPER HLDGS,660.876903533936,20106020
TRN,TRINITY INDUSTRIES,3937.86906518554,20106010
KMPH,KEMPHARM INC,60.7850513968468,35202010
CTSH,COGNIZANT TECH SOLUTIONS,38296.7780227661,45102010
DOX,AMDOCS,9287.07080646179,45102010
AVHI,A V HOMES INC,366.955859365364,25201030
SVU,SUPERVALU INC,1027.9499745369,30101030
FBP,FIRST BANCORP P R,1170.79018916369,40101015
AAL,AMERICAN AIRLINES GROUP INC,NULL,20302010
TBI,TRUEBLUE INC,1110.55499631882,20202010
HTLF,HEARTLAND FINANCIAL USA INC,1220.3355,40101015
GLBR,GLOBAL BROKERAGE INC,11.9794549295096,40203020
NMFC,NEW MOUNTAIN FINANCE CORP,1008.9234566075,40203010
ITRI,ITRON INC,2525.71197734986,45203010
MCO,MOODY'S CORP,21692.3827074843,40203040
HIL,HILL INTERNATIONAL INC,241.200147425747,20202020
LORL,LORAL SPACE & COMMUNICATIONS,1159.97815132141,25401025
UMH,UMH PROPERTIES INC,504.358024196699,60101060
ESND,ESSENDANT INC,596.625783271782,20201060
AMNB,AMERICAN NATL BANKSHARES,309.708136817932,40101015
THST,TRUETT-HURST INC,8.89786750386429,30201020
SONA,SOUTHERN NATIONAL BANCORP VA,203.568302822113,40101015
VIRC,VIRCO MFG. CORP,64.5135543346405,20201060
WSCI,WSI INDUSTRIES INC,8.90447520401477,20106020
FRAC,KEANE GROUP INC,1508.76296254669,10101020
REV,REVLON INC  -CL A,1030.36966323853,30302010
SAL,SALISBURY BANCORP INC,109.76125,40101015
SLCT,SELECT BANCORP INC,138.07808177948,40101015
EBS,EMERGENT BIOSOLUTIONS INC,1246.65866567096,35201010
RLJ,RLJ LODGING TRUST,2498.38009025002,60101030
EVER,EVERBANK FINANCIAL CORP,2486.09909751892,40102010
CTRL,CONTROL4 CORP,441.758288540153,45203010
SC,SANTANDER CONSUMER USA HLDGS,4183.35672983376,40202010
AMSC,AMERICAN SUPERCONDUCTOR CP,57.5909613075237,20104010
LMNR,LIMONEIRA CO,264.226454799318,30202010
ALGN,ALIGN TECHNOLOGY INC,11059.8114115424,35101020
DIOD,DIODES INC,1230.48079994122,45301020
ASNA,ASCENA RETAIL GROUP INC,401.493976274491,25504010
STRP,STRAIGHT PATH COMMUNICATIONS,2226.73523454735,50101010
TNH,TERRA NITROGEN CO  -LP,1546.79807358014,15101030
PRTS,US AUTO PARTS NETWORK INC,111.206526358824,25502020
MICT,MICRONET ENERTEC TECH INC,7.51716615796067,20101010
USB,U S BANCORP,85840.6155995865,40101010
FLO,FLOWERS FOODS INC,3835.21069845342,30202030
PINC,PREMIER INC,4778.55252973386,35102015
APHB,AMPLIPHI BIOSCIENCES CORP,1.40143747445941,35201010
GERN,GERON CORP,487.078908738549,35201010
NBY,NOVABAY PHARMACEUTICALS INC,44.9467211888123,35202010
TLYS,TILLY'S INC,247.649424329109,25504010
SSNI,SILVER SPRING NETWORKS INC,515.587819540215,45103010
TCI,TRANSCONTINENTAL RLTY INVS,181.329601503166,60102020
WGO,WINNEBAGO INDUSTRIES,829.132511615753,25102010
AQMS,AQUA METALS INC,231.739767793913,20201050
BUFF,BLUE BUFFALO PET PRODUCTS,4552.26237175503,30202030
BIIB,BIOGEN INC,53624.8441693354,35201010
PRU,PRUDENTIAL FINANCIAL INC,44410.6698898926,40301020
ENS,ENERSYS,3463.11847381259,20104010
TNXP,TONIX PHARMACEUTICALS HLDG,16.6432399749756,35201010
OCIP,OCI PARTNERS LP,796.027907181706,15101010
IDSY,I D SYSTEMS INC,86.4082178399849,45203010
HXL,HEXCEL CORP,4538.62793032837,20101010
KIN,KINDRED BIOSCIENCES INC,162.254608154297,35201010
CARA,CARA THERAPEUTICS INC,546.641821457539,35201010
STAY,EXTENDED STAY AMERICA INC,3423.25541481827,25301020
HCC,WARRIOR MET COAL INC,64.6863576965332,15104050
CFCB,CENTRUE FINANCIAL CORP,171.513619503021,40101015
LPT,LIBERTY PROPERTY TRUST,5992.63473568449,60101010
CPN,CALPINE CORP,4766.12838376331,55105010
EGAS,GAS NATURAL INC,133.603997993469,55102010
NKSH,NATIONAL BANKSHARES INC VA,278.667894691467,40101015
STMP,STAMPS.COM INC,2049.12002563477,45101010
DFT,DUPONT FABROS TECHNOLOGY INC,4018.68135343218,60101080
BDN,BRANDYWINE REALTY TRUST,3018.7371439198,60101040
IEP,ICAHN ENTERPRISES LP,7689.62582522188,20105010
TPVG,TRIPLEPOINT VENTURE GWTH BDC,213.186542438507,40203010
CTIC,CTI BIOPHARMA CORP,117.13146669621,35201010
LUK,LEUCADIA NATIONAL CORP,8858.66294296057,40201030
AGRX,AGILE THERAPEUTICS INC,98.1275251482734,35202010
UVE,UNIVERSAL INSURANCE HLDGS,861.042123241425,40301040
LODE,COMSTOCK MINING INC,33.4553001066524,15104030
LONE,LONESTAR RESOURCES US INC,82.7054533644859,10102020
MSCC,MICROSEMI CORP,5537.06984138489,45301020
MARPS,MARINE PETROLEUM TRUST,7.3600001335144,10102020
QHC,QUORUM HEALTH CORP,86.9851352924161,35102020
IOTS,ADESTO TECHNOLOGIES CORP,78.6685514450073,45301020
RXN,REXNORD CORP,2407.67652963244,20106020
PPHM,PEREGRINE PHARMACEUTICLS INC,153.831344608934,35201010
WRB,BERKLEY (W R) CORP,8108.2719460144,40301040
VVV,VALVOLINE INC,4704.75015640259,15101010
PI,IMPINJ INC,839.648931240845,45301020
CGNT,COGENTIX MEDICAL INC,101.533401065817,35101010
ABDC,ALCENTRA CAPITAL CORP,181.736523078918,40203010
CLW,CLEARWATER PAPER CORP,743.513613700867,15105020
BPI,BRIDGEPOINT EDUCATION INC,397.833788145752,25302010
JWN,NORDSTROM INC,6749.55997467041,25503010
NOC,NORTHROP GRUMMAN CORP,43123.9803304486,20101010
OPXA,OPEXA THERAPEUTICS INC,4.36467806584361,35201010
AFG,AMERICAN FINANCIAL GROUP INC,8497.2,40301030
DFIN,DONNELLEY FINANCIAL SOLTNS,740.623980270386,40203040
UEIC,UNIVERSAL ELECTRONICS INC,903.672805975875,25201010
DRI,DARDEN RESTAURANTS INC,10749.0768807566,25301040
TBNK,TERRITORIAL BANCORP INC,276.127688415527,40102010
PIR,PIER 1 IMPORTS INC/DE,433.37821903923,25504060
AAON,AAON INC,1868.10015296936,20102010
STOR,STORE CAPITAL CORP,3485.83146108675,60101010
URG,UR ENERGY INC,76.2337001449996,10102050
WNR,WESTERN REFINING INC,3859.77624466619,10102030
ARNC,ARCONIC INC,11867.0487958394,20101010
ATW,ATWOOD OCEANICS,674.724079496307,10101010
SWM,SCHWEITZER-MAUDUIT INTL INC,1165.97244422641,15105020
EXEL,EXELIXIS INC,6147.11836141365,35201010
MSGN,MSG NETWORKS INC,1595.42880058289,25401025
ROG,ROGERS CORP,1928.25570721115,45203015
PANL,PANGAEA LOGISTICS SOLUTIONS,122.591128568201,20303010
NVRO,NEVRO CORP,2270.62620615447,35101010
ITEK,INOTEK PHARMACEUTICALS CORP,45.8767461293373,35201010
UFAB,UNIQUE FABRICATING INC,96.6681842224716,25101010
CUBI,CUSTOMERS BANCORP INC,883.235877662659,40101015
WMLP,WESTMORELAND RES PARTNERS LP,3.9701554518837,10102050
AOSL,ALPHA AND OMEGA SEMICONDUCTR,437.039617801056,45301020
GTIM,GOOD TIMES RESTAURANTS INC,40.58191507828,25301040
TSS,TOTAL SYSTEM SERVICES INC,10632.0486754033,45102020
TRCO,TRIBUNE MEDIA CO,3465.75777228829,25401020
SIVB,SVB FINANCIAL GROUP,9131.38466400146,40101015
EVA,ENVIVA PARTNERS LP,701.123973064816,10102050
CHCT,COMMUNITY HEALTHCARE TRUST,325.272309900589,60101050
RP,REALPAGE INC,2776.07071685791,45103010
B,BARNES GROUP INC,2897.81523094079,20106020
NVAX,NOVAVAX INC,308.049184543121,35201010
VC,VISTEON CORP,3196.80004882813,25101010
SJM,SMUCKER (JM) CO  ,14660.1989516345,30202030
KLXI,KLX INC,2441.40003967285,20101010
ASTC,ASTROTECH CORP,21.8120005849441,20101010
MDCO,MEDICINES CO,3129.02469193179,35202010
TCCO,TECHNICAL COMMUNICATIONS CP,4.41571215056229,45201020
GDDY,GODADDY INC,6744.81592871551,45101010
FWRD,FORWARD AIR CORP,1496.99604835498,20301010
RNET,RIGNET INC,310.180162074073,10101020
HCOM,HAWAIIAN TELCOM HOLDCO INC,292.71187839614,50101020
LTEA,LONG IS ICED TEA CORP,41.7067692509299,30201030
MAA,MID-AMERICA APT CMNTYS INC,11344.9865612336,60101060
SFLY,SHUTTERFLY INC,1694.20765915878,25502020
MRIN,MARIN SOFTWARE INC,53.2116014341354,45101010
IONS,IONIS PHARMACEUTICALS INC,5232.71513957003,35201010
CIX,COMPX INTERNATIONAL INC,177.591702368736,20201060
OMED,ONCOMED PHARMACEUTICALS,135.820613690778,35201010
UUU,UNIVERSAL SECURITY INSTRUMNT,6.93867015838623,45203010
FFKT,FARMERS CAPITAL BANK CORP,290.97375,40101015
ONTX,ONCONOVA THERAPEUTICS INC,13.6807726235836,35201010
MPAA,MOTORCAR PARTS OF AMER INC,564.178313238153,25101010
MFIN,MEDALLION FINANCIAL CORP,62.7243976474028,40203010
INSG,INSEEGO CORP,57.6337917340716,45201020
AVAV,AEROVIRONMENT INC,719.881843066858,20101010
PSTB,PARK STERLING CORP,609.206124182701,40101015
AXL,AMERICAN AXLE & MFG HOLDINGS,1212.71305926514,25101010
CSFL,CENTERSTATE BANKS INC,1262.30096730423,40101015
SYMX,SYNTHESIS ENERGY SYSTEMS INC,62.8639203446673,10101020
ABCD,CAMBIUM LEARNING GROUP INC,230.592872113572,25302010
DBD,DIEBOLD NIXDORF INC,1961.99766540527,45202030
RMCF,ROCKY MOUNTAIN CHOC FACT INC,68.2520054776687,30202030
BRX,BRIXMOR PROPERTY GROUP INC,5655.76841362519,60101070
LPCN,LIPOCINE INC,66.645620203466,35202010
MJCO,MAJESCO,175.238406963348,45103010
WTS,WATTS WATER TECHNOLOGIES INC,2147.48161301031,20106020
PENN,PENN NATIONAL GAMING INC,1739.13177311298,25301010
FDUS,FIDUS INVESTMENT CORP,384.024636252434,40203010
ISR,ISORAY INC,32.4602773733338,35201010
BSX,BOSTON SCIENTIFIC CORP,35787.8162249252,35101010
USCR,U S CONCRETE INC,1071.73805506897,15102010
AMN,AMN HEALTHCARE SERVICES INC,1812.37145498962,35102015
FSNN,FUSION TELECOMMUNICATIONS,34.5150940547028,50101010
SRLP,SPRAGUE RESOURCES LP,572.770456314087,10102040
WLB,WESTMORELAND COAL CO,139.48045501464,10102050
HNH,HANDY & HARMAN LTD,329.966992378235,15104050
BOKF,BOK FINANCIAL CORP,5327.48140039062,40101015
STL,STERLING BANCORP,2956.16709654236,40101015
OMCL,OMNICELL INC,1512.92520523071,35103010
CBPX,CONTINENTAL BUILDING PRODS,936.906747842353,20102010
ERS,EMPIRE RESOURCES INC,NULL,20107010
CNX,CONSOL ENERGY INC,3655.24974068876,10102050
BKEP,BLUEKNIGHT ENERGY PRTNRS LP,259.456930190168,10102040
GRC,GORMAN-RUPP CO,641.629838919544,20106020
PX,PRAXAIR INC,36630.8842530325,15101040
CHCI,COMSTOCK HOLDING COS INC,5.94671310880136,25201030
NFBK,NORTHFIELD BANCORP INC,819.602353538513,40102010
CTRN,CITI TRENDS INC,262.969989958134,25504010
VSAR,VERSARTIS INC,590.722257109039,35201010
AMBR,AMBER ROAD INC,195.074116823427,45101010
AHC,A. H. BELO CORP,118.436507943827,25401040
JOUT,JOHNSON OUTDOORS INC  -CL A,441.469859409335,25202010
RHT,RED HAT INC,15128.6539154293,45103020
RUTH,RUTHS HOSPITALITY GROUP INC,652.0796251297,25301040
HCCI,HERITAGE-CRYSTAL CLEAN INC,351.243102858105,20201050
MLHR,MILLER (HERMAN) INC,1889.16117545455,20201060
MOD,MODINE MANUFACTURING CO,621.239961967469,25101010
RMR,RMR GROUP INC,793.483487720489,60102010
WPZ,WILLIAMS PARTNERS LP,25171.1790090278,10102040
CXP,COLUMBIA PROPERTY TRUST INC,2665.74894651058,60101040
THS,TREEHOUSE FOODS INC,4351.71230770875,30202030
SPGI,S&P GLOBAL INC,35434.6075354004,40203040
ABTX,ALLEGIANCE BANCSHARES INC,498.347980041504,40101015
OMN,OMNOVA SOLUTIONS INC,392.87501335144,15101050
SNI,SCRIPPS NETWORKS INTERACTIVE,8644.33062524477,25401020
BKFS,BLACK KNIGHT FINANCIAL SVCS,NULL,45102020
ANGO,ANGIODYNAMICS INC,567.153760359222,35101010
FE,FIRSTENERGY CORP,12495.7183322906,55101010
SHLX,SHELL MIDSTREAM PARTNERS LP,5477.33573222812,10102040
APVO,APTEVO THERAPEUTICS INC,43.9252945085559,35201010
TPIC,TPI COMPOSITES INC,531.35774230957,20104020
NHC,NATIONAL HEALTHCARE CORP,1064.2648828651,35102020
NXEO,NEXEO SOLUTIONS INC,802.592805875509,20107010
GPRO,GOPRO INC,1186.21797180176,25201010
SYF,SYNCHRONY FINANCIAL,21486.3325,40202010
AVXS,AVEXIS INC,1964.21650541128,35201010
MGP,MGM GROWTH PROPERTIES LLC,1626.10003948212,60101030
PHH,PHH CORP,722.700527520996,40102010
SLG,SL GREEN REALTY CORP,10265.0435209814,60101040
MOV,MOVADO GROUP INC,501.488990479065,25203010
WM,WASTE MANAGEMENT INC,31357.6432746223,20201050
AROC,ARCHROCK INC,766.583720203394,10101020
FNF,FIDELITY NATL FINL FNF GROUP,11269.2874153519,40301040
BANF,BANCFIRST CORP/OK,1469.9175,40101015
MMLP,MARTIN MIDSTREAM PARTNERS LP,703.68182643695,10102040
DZSI,DASAN ZHONE SOLUTIONS INC,97.5950006246567,45201020
MATR,MATTERSIGHT CORP,84.3959945240022,45102010
CLMT,CALUMET SPECIALTY PRODS  -LP,337.444175404726,10102030
HEES,H&E EQUIPMENT SERVICES INC,652.441811458557,20107010
DXTR,DEXTERA SURGICAL INC,1.92841127438641,35101010
CLNS,COLONY NORTHSTAR INC,7507.44034458656,60101010
SBBP,STRONGBRIDGE BIOPHARMA PLC,162.540996630192,35201010
APAM,ARTISAN PARTNERS ASSET MGMT,2071.19639145237,40203010
MD,MEDNAX INC,5149.66871113708,35102015
NOVT,NOVANTA INC,1121.01777290039,45203010
AAPL,APPLE INC,794094.976210959,45202030
SO,SOUTHERN CO,49501.1926852913,55101010
AAMC,ALTISOURCE ASSET MGMT CORP,113.704503715038,60102040
MOC,COMMAND SECURITY CORP,27.1810051551038,20201080
FIBK,FIRST INTERSTATE BANCSYSTEM,1619.58226572418,40101015
ZAIS,ZAIS GROUP HLDGS INC,70.1749039334636,40203010
AMS,AMERICAN SHARED HSPTL SERV,21.9680988830567,35102015
LSCC,LATTICE SEMICONDUCTOR CORP,840.573097496166,45301020
DLA,DELTA APPAREL INC,143.464116421825,25203010
BK,BANK OF NEW YORK MELLON CORP,48042.3181933632,40203010
STT,STATE STREET CORP,30067.4001702881,40203010
CIA,CITIZENS INC,300.99283146286,40301020
ARRS,ARRIS INTERNATIONAL PLC,3983.97503376007,45201020
HW,HEADWATERS INC,NULL,15102010
WSTL,WESTELL TECH INC  -CL A,40.0848105032696,45201020
FANG,DIAMONDBACK ENERGY INC,9971.73800068646,10102020
ALX,ALEXANDER'S INC,2100.78144119678,60101070
ZIXI,ZIX CORP,314.967260269223,45103010
CRIS,CURIS INC,239.940841917542,35201010
GTS,TRIPLE-S MANAGEMENT CORP,394.42,35102030
UNP,UNION PACIFIC CORP,86694.3799248235,20304010
UNH,UNITEDHEALTH GROUP INC,165449.247055054,35102030
USEG,U S ENERGY CORP/WY,5.09164323105438,10102020
CMRX,CHIMERIX INC,227.660743559089,35201010
FSB,FRANKLIN FINL NETWORK INC,525.172809967041,40101015
GSAT,GLOBALSTAR INC,2622.66901032126,50101010
CJ,C&J ENERGY SERVICES LTD,1843.47453034573,10101020
RHI,ROBERT HALF INTL INC,5859.15797121293,20202010
HIFS,HINGHAM INSTN FOR SAVINGS,381.807,40102010
GTXI,GTX INC,70.4240253773987,35201010
EVR,EVERCORE PARTNERS INC,2873.66679663089,40203020
ORM,OWENS REALTY MORTGAGE INC,164.779483928873,40204010
XON,INTREXON CORP,2902.73899078171,35201010
EEP,ENBRIDGE ENERGY PRTNRS  -LP,7163.00709219533,10102040
NEWS,NEWSTAR FINANCIAL INC,380.276990318298,40201040
VER,VEREIT INC,7443.18173760091,60101010
AOI,ALLIANCE ONE INTL INC,107.571748063087,30203010
MYCC,CLUBCORP HOLDINGS INC,845.712723709439,25301030
PDLI,PDL BIOPHARMA INC,388.258945060807,35201010
GPT,GRAMERCY PROPERTY TRUST,4041.88358774889,60101010
TFSL,TFS FINANCIAL CORP,4568.717347229,40102010
CRD.A,CRAWFORD & CO,417.130137269363,40301010
XRX,XEROX CORP,7105.92181810364,45202030
PTLA,PORTOLA PHARMACEUTICALS INC,2262.12662872596,35201010
PGEM,PLY GEM HOLDINGS INC,1152.66230789461,20102010
RPD,RAPID7 INC,777.562326301231,45103020
PYPL,PAYPAL HOLDINGS INC,58735.5607299805,45102020
CPRT,COPART INC,6734.1603865847,20201070
LPTX,LEAP THERAPEUTICS INC,68.8463666235039,35201010
AMT,AMERICAN TOWER CORP,54551.1756966321,60101080
SUMR,SUMMER INFANT INC,32.0521268563698,25202010
FRED,FREDS INC,508.017156504073,25503020
TWMC,TRANS WORLD ENTMT CORP,61.3961660440154,25504040
NVR,NVR INC,8450.05518367572,25201030
RMAX,RE/MAX HOLDINGS INC,948.716031354415,60102040
SNMX,SENOMYX INC,42.3399287992402,15101050
UBNT,UBIQUITI NETWORKS INC,3884.74100254956,45201020
TSE,TRINSEO SA,2813.7417834198,15101010
BH,BIGLARI HOLDINGS INC,777.855549990381,25301040
GBR,NEW CONCEPT ENERGY INC,2.95915395329899,10102020
PRGS,PROGRESS SOFTWARE CORP,1406.85714738815,45103020
NCLH,NORWEGIAN CRUISE LINE HLDGS,11194.6685627241,25301020
GBT,GLOBAL BLOOD THERAPEUTICS,1301.02256202698,35201010
ZLTQ,ZELTIQ AESTHETICS INC,NULL,35101010
FBIO,FORTRESS BIOTECH INC,209.330857800305,35201010
ITT,ITT INC,3428.25501739501,20106020
FLXN,FLEXION THERAPEUTICS INC,553.766919423586,35201010
AGFS,AGROFRESH SOLUTIONS INC,348.446145924998,15101030
FORR,FORRESTER RESEARCH INC,676.871500765992,45102010
DRAD,DIGIRAD CORP,80.9108214336356,35102015
ASUR,ASURE SOFTWARE INC,115.38310054245,45103010
LL,LUMBER LIQUIDATORS HLDGS INC,743.94803383945,25504030
IMKTA,INGLES MARKETS INC  -CL A,766.832675537444,30101030
AYX,ALTERYX INC,978.756738187789,45101010
MSCI,MSCI INC,8797.2277432722,40203040
LGL,LGL GROUP INC,12.6549736890883,45203015
IAC,IAC/INTERACTIVECORP,8001.87152741652,45101010
DS,DRIVE SHACK INC,237.290434129602,25301030
KBAL,KIMBALL INTERNATIONAL  -CL B,644.927509693604,20201060
FICO,FAIR ISAAC CORP,4072.74125807526,45103010
CNCE,CONCERT PHARMACEUTICLS INC,339.376602945316,35201010
QUOT,QUOTIENT TECHNOLOGY INC,1006.47078656523,45101010
CMFN,CM FINANCE INC,139.607397389412,40203010
CARV,CARVER BANCORP INC,13.675200176239,40102010
MNOV,MEDICINOVA INC,193.426522584872,35201010
RLGT,RADIANT LOGISTICS INC,288.160371860575,20301010
SEV,SEVCON INC,83.582926863739,45301020
NTRI,NUTRISYSTEM INC,1514.08047783737,25502020
QRVO,QORVO INC,9544.30753236695,45301020
SVBI,SEVERN BANCORP INC,85.4671523122787,40102010
MTW,MANITOWOC CO,758.908726171365,20106010
EDGE,EDGE THERAPEUTICS INC,287.503368719263,35201010
TTWO,TAKE-TWO INTERACTIVE SFTWR,6914.7424075348,45103030
TREE,LENDINGTREE INC,1825.4109503105,40102010
FCSC,FIBROCELL SCIENCE INC,34.9742916139694,35201010
SYRS,SYROS PHARMACEUTICALS INC,373.752034581617,35201010
MSI,MOTOROLA SOLUTIONS INC,13215.7052993774,45201020
NL,NL INDUSTRIES,443.223519403793,20201060
WABC,WESTAMERICA BANCORPORATION,1377.75481187439,40101015
RTEC,RUDOLPH TECHNOLOGIES INC,771.839954994575,45301010
GPX,GP STRATEGIES CORP,386.633141139915,20202010
NR,NEWPARK RESOURCES,661.175580743045,10101020
BID,SOTHEBY'S,2645.99890723696,25302020
DVMT,DELL TECHNOLOGIES INC,50305.4828491211,45103020
SAMG,SILVERCREST ASSET MGT,161.756253242493,40203010
CAPN,CAPNIA INC,30.8619217042951,35101010
INTL,INTL FCSTONE INC,640.775162339742,40203020
RRGB,RED ROBIN GOURMET BURGERS,915.199161915589,25301040
SPWR,SUNPOWER CORP,1014.91396479652,45301020
FBIZ,FIRST BUSINESS FINL SRV INC,201.908878669739,40101015
PNC,PNC FINANCIAL SVCS GROUP INC,56919.6002960205,40101015
TORM,TOR MINERALS INTL INC,27.6453098236942,15101050
TTI,TETRA TECHNOLOGIES INC/DE,371.401775951101,10101020
EYEG,EYEGATE PHARMACEUTICALS INC,19.5817042340977,35202010
KNSL,KINSALE CAPITAL GROUP INC,719.446418796539,40301040
OMEX,ODYSSEY MARINE EXPLORATION,28.4036019709453,20201070
SSBI,SUMMIT STATE BANK,77.8417938232422,40101015
PCH,POTLATCH CORP,1766.49503517151,60101080
TEP,TALLGRASS ENERGY PRT LP,3600.56149708424,10102040
MSL,MIDSOUTH BANCORP INC,159.945202171326,40101015
RGS,REGIS CORP/MN,426.938375707236,25302020
CRBP,CORBUS PHARMACEUTICALS HLDGS,325.934320449829,35201010
MICR,MICRON SOLUTIONS INC,11.2219381847019,35103010
CBOE,CBOE HOLDINGS INC,9457.52743858728,40203040
USAT,USA TECHNOLOGIES INC,175.42539841388,45202030
LMIA,LMI AEROSPACE INC,191.13383284543,20101010
ANAT,AMERICAN NATIONAL INSURANCE,3050.81520893097,40301030
SLB,SCHLUMBERGER LTD,99216.2704238892,10101020
ONCE,SPARK THERAPEUTICS INC,1735.37321549646,35201010
IDSA,INDUSTRIAL SERVICES AMER INC,9.9322501540184,20201050
CPST,CAPSTONE TURBINE CORP,23.3498532120611,20104020
FMSA,FAIRMOUNT SANTROL HOLDINGS,1280.93100648253,10101020
SWK,STANLEY BLACK & DECKER INC,20646.7659967346,20106020
EQM,EQT MIDSTREAM PARTNERS LP,5914.70105679589,10102040
AAN,AARON'S INC,2468.97282496872,25504060
ENTA,ENANTA PHARMACEUTICALS INC,610.680712849426,35201010
HCA,HCA HOLDINGS INC,29960.1322841989,35102020
MCRI,MONARCH CASINO & RESORT INC,526.189142453582,25301010
AAT,AMERICAN ASSETS TRUST INC,1812.21511479176,60101010
BMS,BEMIS CO INC,4025.91984558105,15103020
TXN,TEXAS INSTRUMENTS INC,79050.1497018524,45301020
NXRT,NEXPOINT RESIDENTIAL TR INC,530.090075020271,60101060
PTEN,PATTERSON-UTI ENERGY INC,3672.54789746634,10101010
ICHR,ICHOR HOLDINGS LTD,489.225063323975,45301010
ALGT,ALLEGIANT TRAVEL CO,2338.30802806653,20302010
BAH,BOOZ ALLEN HAMILTON HLDG CP,5336.84477507835,45102010
DLHC,DLH HOLDINGS CORP,54.2346412328338,20202010
INTX,INTERSECTIONS INC,131.836854168549,20201070
IBTX,INDEPENDENT BK GRP INC,1128.87627887726,40101015
NVLS,NIVALIS THERAPEUTICS INC,36.1659366041422,35201010
CFBI,COMMUNITY FST BNCSH INC-REDH,45.1824926605225,40102010
SBH,SALLY BEAUTY HOLDINGS INC,2555.6733259703,25504040
XXII,22ND CENTURY GROUP INC,120.762729421574,30203010
SGRP,SPAR GROUP INC,18.5785549964228,25401010
CEMI,CHEMBIO DIAGNOSTICS INC,83.0190596580505,35101020
CPRX,CATALYST PHARMACEUTICALS INC,185.02827642388,35201010
EGP,EASTGROUP PROPERTIES,2699.92005408829,60101020
SGM,STONEGATE MORTGAGE CORP,206.056527320972,40102010
MOSY,MOSYS INC,4.60713001566648,45301020
DPZ,DOMINO'S PIZZA INC,9363.75206176657,25301040
CFR,CULLEN/FROST BANKERS INC,5712.71670271301,40101015
CW,CURTISS-WRIGHT CORP,3693.776044667,20101010
NXTD,NXT-ID INC,14.4163813095428,45103020
ROP,ROPER TECHNOLOGIES INC,22380.7126199766,20105010
CRT,CROSS TIMBERS ROYALTY TRUST,90.3000011444092,10102020
PROV,PROVIDENT FINANCIAL HOLDINGS,149.518552780151,40102010
XRM,XERIUM TECHNOLOGIES INC,113.175647735596,20106020
WTI,W&T OFFSHORE INC,298.753409551573,10102020
SMCI,SUPER MICRO COMPUTER INC,1148.8220980373,45202030
SCLN,SCICLONE PHARMACEUTICALS INC,485.31428084214,35202010
TTEC,TELETECH HOLDINGS INC,1828.47116796035,45102020
CYCC,CYCLACEL PHARMACEUTICALS,20.7665384084826,35201010
CNOB,CONNECTONE BANCORP INC,688.63022562027,40101015
