gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,revt,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
137573,20211231,2021,INDL,C,D,STD,ENTG,ENTEGRIS INC,USD,2298.8930,0001101302,A,4530,453010,45,45301010,333242,3559
137642,20211231,2021,INDL,C,D,STD,SAVA,CASSAVA SCIENCES INC,USD,0.0000,0001069530,A,3520,352020,35,35202010,325412,2834
138467,20210630,2021,INDL,C,D,STD,LTRX,LANTRONIX INC,USD,71.4770,0001114925,A,4520,452010,45,45201020,334210,3576
138743,20211231,2021,INDL,C,D,STD,EQIX,EQUINIX INC,USD,6635.5370,0001101239,A,6010,601010,60,60101080,531120,6798
139665,20211231,2021,INDL,C,D,STD,MCO,MOODY'S CORP,USD,6218.0000,0001059556,A,4020,402030,40,40203040,561450,7323
139804,20211231,2021,INDL,C,D,STD,TTMI,TTM TECHNOLOGIES INC,USD,2248.7400,0001116942,A,4520,452030,45,45203020,334412,3672
140073,20211231,2021,INDL,C,D,STD,ITGR,INTEGER HOLDINGS CORP,USD,1221.0790,0001114483,A,3510,351010,35,35101010,334510,3845
140988,20211231,2021,INDL,C,D,STD,TNET,TRINET GROUP INC,USD,4540.0000,0000937098,A,2020,202020,20,20202010,518210,7374
141277,20211231,2021,INDL,C,D,STD,EXAS,EXACT SCIENCES CORP,USD,1767.0870,0001124140,A,3520,352010,35,35201010,541714,8731
141359,20210531,2020,INDL,C,D,STD,RGP,RESOURCES CONNECTION INC,USD,629.5160,0001084765,A,2020,202020,20,20202020,541611,8742
141384,20211231,2021,INDL,C,D,STD,ALGN,ALIGN TECHNOLOGY INC,USD,3952.5840,0001097149,A,3510,351010,35,35101020,339114,3843
141459,20211231,2021,INDL,C,D,STD,GRMN,GARMIN LTD,USD,4982.7950,0001121788,A,2520,252010,25,25201010,334511,3812
141460,20211231,2021,INDL,C,D,STD,SGEN,SEAGEN INC,USD,1574.3710,0001060736,A,3520,352010,35,35201010,325414,2836
142260,20211231,2021,INDL,C,D,STD,OIS,OIL STATES INTL INC,USD,573.1610,0001121484,A,1010,101010,10,10101020,333132,3533
142337,20211231,2021,INDL,C,D,STD,NOG,NORTHERN OIL & GAS INC,USD,496.8990,0001104485,A,1010,101020,10,10102020,211120,1311
142460,20211231,2021,INDL,C,D,STD,BTU,PEABODY ENERGY CORP,USD,3318.3000,0001064728,A,1010,101020,10,10102050,212111,1220
142546,20211231,2021,INDL,C,D,STD,MPX,MARINE PRODUCTS CORP,USD,298.0140,0001129155,A,2520,252020,25,25202010,336612,3730
142814,20210630,2021,INDL,C,D,STD,SYNA,SYNAPTICS INC,USD,1339.6000,0000817720,A,4530,453010,45,45301020,334413,3674
142953,20211231,2021,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,28720.0000,0001103982,A,3020,302020,30,30202030,311821,2052
142956,20211231,2021,INDL,C,D,STD,OMCL,OMNICELL INC,USD,1132.0180,0000926326,A,3510,351030,35,35103010,541512,7373
143153,20211231,2021,FS,C,D,STD,SHBI,SHORE BANCSHARES INC,USD,83.6670,0001035092,A,4010,401010,40,40101015,522110,6020
143153,20211231,2021,INDL,C,D,STD,SHBI,SHORE BANCSHARES INC,USD,83.6670,0001035092,A,4010,401010,40,40101015,522110,6020
143356,20211231,2021,FS,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,71593.0000,0001137774,A,4030,403010,40,40301020,524113,6311
143356,20211231,2021,INDL,C,D,STD,PRU,PRUDENTIAL FINANCIAL INC,USD,70948.0000,0001137774,A,4030,403010,40,40301020,524113,6311
143357,20210831,2021,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,50533.3890,0001467373,A,4510,451020,45,45102010,541611,8742
143912,20211231,2021,INDL,C,D,STD,AXON,AXON ENTERPRISE INC,USD,863.3810,0001069183,A,2010,201010,20,20101010,332994,3480
144396,20211231,2021,INDL,C,D,STD,CCRN,CROSS COUNTRY HEALTHCARE INC,USD,1676.6520,0001141103,A,3510,351020,35,35102015,561320,7363
144435,20211231,2021,INDL,C,D,STD,BG,BUNGE LTD,USD,59152.0000,0001144519,A,3020,302020,30,30202010,311211,2040
144436,20211231,2021,INDL,C,D,STD,NTUS,NATUS MEDICAL INC,USD,473.4380,0000878526,A,3510,351010,35,35101010,334510,3845
144998,20211231,2021,INDL,C,D,STD,XPO,XPO LOGISTICS INC,USD,12806.0000,0001166003,A,2030,203040,20,20304020,488510,4731
145041,20211231,2021,INDL,C,D,STD,BGFV,BIG 5 SPORTING GOODS CORP,USD,1161.8200,0001156388,A,2550,255040,25,25504040,451110,5940
145046,20211231,2021,FS,C,D,STD,ANTM,ANTHEM INC,USD,138680.0000,0001156039,A,3510,351020,35,35102030,524114,6324
145046,20211231,2021,INDL,C,D,STD,ANTM,ANTHEM INC,USD,138639.0000,0001156039,A,3510,351020,35,35102030,524114,6324
145552,20211231,2021,INDL,C,D,STD,CNC,CENTENE CORP,USD,125982.0000,0001071739,A,3510,351020,35,35102030,524114,6324
146017,20210831,2021,INDL,C,D,STD,AYI,ACUITY BRANDS INC,USD,3461.0000,0001144215,A,2010,201040,20,20104010,335122,3640
146140,20211231,2021,INDL,C,D,STD,PDM,PIEDMONT OFFICE REALTY TRUST,USD,538.9160,0001042776,A,6010,601010,60,60101040,531120,6798
146171,20211231,2021,INDL,C,D,STD,MANT,MANTECH INTL CORP,USD,2553.9560,0000892537,A,2020,202020,20,20202020,541512,7373
146500,20211231,2021,INDL,C,D,STD,ALR,ALERISLIFE INC,USD,934.5930,0001159281,A,3510,351020,35,35102020,623110,8051
146616,20211231,2021,INDL,C,D,STD,CORT,CORCEPT THERAPEUTICS INC,USD,365.9780,0001088856,A,3520,352020,35,35202010,325412,2834
147204,20211231,2021,INDL,C,D,STD,CCOI,COGENT COMMUNICATIONS HLDGS,USD,571.3090,0001158324,A,5010,501010,50,50101010,517311,4813
147579,20211231,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,29697.8440,0001065280,A,5020,502020,50,50202010,532282,7841
147708,20211031,2021,INDL,C,D,STD,CVGW,CALAVO GROWERS INC,USD,1055.8300,0001133470,A,3020,302020,30,30202030,424480,5140
147849,20211231,2021,INDL,C,D,STD,CPSI,COMPUTER PROGRAMS & SYSTEMS,USD,280.6300,0001169445,A,3510,351030,35,35103010,541512,7373
147988,20210930,2021,INDL,C,D,STD,ACM,AECOM,USD,13340.8520,0000868857,A,2010,201030,20,20103010,541330,8711
148223,20211231,2021,INDL,C,D,STD,GLDD,GREAT LAKES DREDGE & DOCK CP,USD,726.1490,0001372020,A,2010,201030,20,20103010,237990,1600
148349,20210930,2021,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,4798.0000,0001260221,A,2010,201010,20,20101010,336413,3728
148350,20211231,2021,INDL,C,D,STD,TA,TRAVELCENTERS OF AMERICA INC,USD,7336.8440,0001378453,A,2550,255040,25,25504050,447110,5500
148950,20211231,2021,INDL,C,D,STD,NPO,ENPRO INDUSTRIES INC,USD,1141.8000,0001164863,A,2010,201060,20,20106020,339991,3050
149070,20211231,2021,INDL,C,D,STD,CME,CME GROUP INC,USD,4689.7000,0001156375,A,4020,402030,40,40203040,523210,6200
149082,20211231,2021,INDL,C,D,STD,WHG,WESTWOOD HOLDINGS GROUP INC,USD,73.3930,0001165002,A,4020,402030,40,40203010,523920,6282
149337,20211231,2021,INDL,C,D,STD,NDAQ,NASDAQ INC,USD,5886.0000,0001120193,A,4020,402030,40,40203040,523210,6200
149618,20211231,2021,FS,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,309.7480,0001169770,A,4010,401010,40,40101015,522110,6020
149618,20211231,2021,INDL,C,D,STD,BANC,BANC OF CALIFORNIA INC,USD,309.7480,0001169770,A,4010,401010,40,40101015,522110,6020
150201,20211231,2021,INDL,C,D,STD,MMLP,MARTIN MIDSTREAM PARTNERS LP,USD,882.4310,0001176334,A,1010,101020,10,10102040,424720,5172
150279,20211231,2021,FS,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,489.1480,0001178970,A,4010,401020,40,40102010,522120,6036
150279,20211231,2021,INDL,C,D,STD,PFS,PROVIDENT FINANCIAL SVCS INC,USD,489.1480,0001178970,A,4010,401020,40,40102010,522120,6036
150306,20211231,2021,FS,C,D,STD,TCBI,TEXAS CAPITAL BANCSHARES INC,USD,1014.8150,0001077428,A,4010,401010,40,40101015,522110,6020
150306,20211231,2021,INDL,C,D,STD,TCBI,TEXAS CAPITAL BANCSHARES INC,USD,1014.8150,0001077428,A,4010,401010,40,40101015,522110,6020
150477,20211231,2021,INDL,C,D,STD,PRAA,PRA GROUP INC,USD,1095.7320,0001185348,A,4020,402020,40,40202010,522298,6153
150481,20211231,2021,INDL,C,D,STD,SAIA,SAIA INC,USD,2288.7040,0001177702,A,2030,203040,20,20304020,484122,4213
150922,20210430,2020,INDL,C,D,STD,SUWN,SUNWIN STEVIA INTL INC,USD,25.3790,0000806592,A,3520,352020,35,35202010,311999,2090
150937,20210630,2021,INDL,C,D,STD,STX,SEAGATE TECHNOLOGY HOLDINGS,USD,10681.0000,0001137789,A,4520,452020,45,45202030,334112,3572
151630,20211231,2021,INDL,C,D,STD,HALO,HALOZYME THERAPEUTICS INC,USD,443.3100,0001159036,A,3520,352010,35,35201010,325414,2836
152049,20211231,2021,FS,C,D,STD,FBMS,FIRST BANCSHARES INC/MS,USD,213.3150,0000947559,A,4010,401010,40,40101015,522110,6020
152049,20211231,2021,INDL,C,D,STD,FBMS,FIRST BANCSHARES INC/MS,USD,213.3150,0000947559,A,4010,401010,40,40101015,522110,6020
153130,20211231,2021,INDL,C,D,STD,AXS,AXIS CAPITAL HOLDINGS LTD,USD,5321.7250,0001214816,A,4030,403010,40,40301040,524130,6331
154039,20211231,2021,INDL,C,D,STD,NTGR,NETGEAR INC,USD,1168.0730,0001122904,A,4520,452010,45,45201020,334220,3663
154758,20211231,2021,INDL,C,D,STD,MODV,MODIVCARE INC,USD,1996.8920,0001220754,A,3510,351020,35,35102015,485991,4100
155280,20211231,2021,INDL,C,D,STD,ATSG,AIR TRANSPORT SERVICES GROUP,USD,1734.2820,0000894081,A,2030,203010,20,20301010,481112,4512
155387,20211231,2021,INDL,C,D,STD,CRDF,CARDIFF ONCOLOGY INC,USD,0.3590,0001213037,A,3520,352010,35,35201010,325414,2836
155394,20211231,2021,INDL,C,D,STD,LKQ,LKQ CORP,USD,13088.5040,0001065696,A,2550,255010,25,25501010,423140,5010
155754,20211231,2021,INDL,C,D,STD,AHT,ASHFORD HOSPITALITY TRUST,USD,805.0600,0001232582,A,6010,601010,60,60101030,531190,6798
155913,20210430,2020,INDL,C,D,STD,PMCB,PHARMACYTE BIOTECH INC,USD,0.0000,0001157075,A,3520,352010,35,35201010,325414,2836
156153,20211231,2021,INDL,C,D,STD,XPER,XPERI HOLDING CORP,USD,877.6960,0001690666,A,4510,451030,45,45103020,334413,3674
156155,20211130,2021,INDL,C,D,STD,SNX,TD SYNNEX CORPORATION,USD,31614.1690,0001177394,A,4520,452030,45,45203030,423430,5045
156633,20210930,2021,INDL,C,D,STD,UTI,UNIVERSAL TECHNICAL INST,USD,335.0830,0001261654,A,2530,253020,25,25302010,611210,8200
156861,20211231,2021,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,4930.8000,0001206264,A,2520,252010,25,25201020,337910,2510
156953,20211231,2021,FS,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,1940.2480,0001265131,A,4010,401010,40,40101015,522110,6199
156953,20211231,2021,INDL,C,D,STD,HTH,HILLTOP HOLDINGS INC,USD,1940.2480,0001265131,A,4010,401010,40,40101015,522110,6199
157057,20211231,2021,FS,C,D,STD,AIZ,ASSURANT INC,USD,10201.4000,0001267238,A,4030,403010,40,40301030,524126,6351
157057,20211231,2021,INDL,C,D,STD,AIZ,ASSURANT INC,USD,10187.6000,0001267238,A,4030,403010,40,40301030,524126,6351
157153,20210930,2021,INDL,C,D,STD,CMP,COMPASS MINERALS INTL INC,USD,836.6000,0001227654,A,1510,151040,15,15104020,212393,1400
157373,20211231,2021,INDL,C,D,STD,VST,VISTRA CORP,USD,12077.0000,0001692819,A,5510,551050,55,55105010,2211,4911
157498,20211231,2021,FS,C,D,STD,PCB,PCB BANCORP,USD,99.9060,0001423869,A,4010,401010,40,40101015,522110,6020
157498,20211231,2021,INDL,C,D,STD,PCB,PCB BANCORP,USD,99.9060,0001423869,A,4010,401010,40,40101015,522110,6020
157679,20211231,2021,FS,C,D,STD,SRC,SPIRIT REALTY CAPITAL INC,USD,649.8580,0001308606,A,6010,601010,60,60101070,531120,6798
157679,20211231,2021,INDL,C,D,STD,SRC,SPIRIT REALTY CAPITAL INC,USD,608.3900,0001308606,A,6010,601010,60,60101070,531120,6798
157855,20220131,2021,INDL,C,D,STD,CRM,SALESFORCE.COM INC,USD,26492.0000,0001108524,A,4510,451030,45,45103010,511210,7372
158354,20211231,2021,INDL,C,D,STD,GNW,GENWORTH FINANCIAL INC,USD,7832.0000,0001276520,A,4030,403010,40,40301020,524113,6311
158737,20211231,2021,INDL,C,D,STD,SP,SP PLUS CORP,USD,1177.2000,0001059262,A,2020,202010,20,20201050,812930,7500
158743,20211231,2021,INDL,C,D,STD,BGS,B&G FOODS INC,USD,2056.2640,0001278027,A,3020,302020,30,30202030,311421,2033
160211,20211231,2021,INDL,C,D,STD,DPZ,DOMINO'S PIZZA INC,USD,4357.3730,0001286681,A,2530,253010,25,25301040,722511,5812
160329,20211231,2021,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,257637.0000,0001652044,A,5020,502030,50,50203010,518210,7370
160373,20211231,2021,INDL,C,D,STD,MORN,MORNINGSTAR INC,USD,1699.3000,0001289419,A,4020,402030,40,40203040,519130,7370
160423,20211231,2021,FS,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,87.2330,0001505732,A,4010,401010,40,40101015,522110,6020
160423,20211231,2021,INDL,C,D,STD,BWFG,BANKWELL FINANCIAL GROUP INC,USD,87.2330,0001505732,A,4010,401010,40,40101015,522110,6020
160598,20210930,2021,INDL,C,D,STD,BECN,BEACON ROOFING SUPPLY INC,USD,6642.0000,0001124941,A,2010,201070,20,20107010,423330,5030
160684,20211231,2021,INDL,C,D,STD,WLK,WESTLAKE CHEMICAL CORP,USD,11778.0000,0001262823,A,1510,151010,15,15101010,325199,2860
160893,20210331,2020,INDL,C,D,STD,ENS,ENERSYS,USD,2977.9320,0001289308,A,2010,201040,20,20104010,335911,3690
160913,20211231,2021,INDL,C,D,STD,ORA,ORMAT TECHNOLOGIES INC,USD,663.0840,0001296445,A,5510,551050,55,55105020,2211,4911
160991,20211231,2021,INDL,C,D,STD,DLR,DIGITAL REALTY TRUST INC,USD,4485.8070,0001297996,A,6010,601010,60,60101080,531120,6798
161048,20211231,2021,INDL,C,D,STD,ACC,AMERICAN CAMPUS COMMUNITIES,USD,943.7830,0001283630,A,6010,601010,60,60101060,531110,6798
161813,20211231,2021,INDL,C,D,STD,BXC,BLUELINX HOLDINGS INC,USD,4277.1780,0001301787,A,2010,201070,20,20107010,423310,5031
161844,20211231,2021,INDL,C,D,STD,LVS,LAS VEGAS SANDS CORP,USD,4293.0000,0001300514,A,2530,253010,25,25301010,721120,7990
161853,20210630,2021,FS,C,D,STD,KRNY,KEARNY FINANCIAL CORP,USD,255.0160,0001617242,A,4010,401020,40,40102010,522120,6036
161853,20210630,2021,INDL,C,D,STD,KRNY,KEARNY FINANCIAL CORP,USD,255.0160,0001617242,A,4010,401020,40,40102010,522120,6036
161924,20210930,2021,FS,C,D,STD,PBIP,PRUDENTIAL BANCORP INC,USD,41.6760,0001578776,A,4010,401020,40,40102010,522120,6036
161924,20210930,2021,INDL,C,D,STD,PBIP,PRUDENTIAL BANCORP INC,USD,41.6760,0001578776,A,4010,401020,40,40102010,522120,6036
162076,20211231,2021,INDL,C,D,STD,ARC,ARC DOCUMENT SOLUTIONS INC,USD,272.2080,0001305168,A,2020,202010,20,20201060,561499,7389
162146,20211231,2021,INDL,C,D,STD,CYRX,CRYOPORT INC,USD,222.6080,0001124524,A,3510,351010,35,35101010,339113,3842
162160,20211231,2021,INDL,C,D,STD,MPW,MEDICAL PROPERTIES TRUST,USD,1573.1570,0001287865,A,6010,601010,60,60101050,531110,6798
162264,20211231,2021,INDL,C,D,STD,NP,NEENAH INC,USD,1028.5000,0001296435,A,1510,151050,15,15105020,322121,2621
162293,20211231,2021,FS,C,D,STD,INBK,FIRST INTERNET BANCORP,USD,164.2040,0001562463,A,4010,401010,40,40101015,522110,6020
162293,20211231,2021,INDL,C,D,STD,INBK,FIRST INTERNET BANCORP,USD,164.2040,0001562463,A,4010,401010,40,40101015,522110,6020
162335,20210331,2020,INDL,C,D,STD,PBH,PRESTIGE CONSUMER HEALTHCARE,USD,943.3650,0001295947,A,3520,352020,35,35202010,424210,5122
162353,20210930,2021,INDL,C,D,STD,GLD,SPDR GOLD TRUST,USD,,,A,,,,,525910,6722
162354,20210930,2021,INDL,C,D,STD,DLB,DOLBY LABORATORIES INC,USD,1281.2560,0001308547,A,4510,451030,45,45103020,533110,6794
162385,20211231,2021,INDL,C,D,STD,WEX,WEX INC,USD,1850.5420,0001309108,A,4510,451020,45,45102020,518210,7374
162404,20211231,2021,INDL,C,D,STD,LHCG,LHC GROUP INC,USD,2219.6220,0001303313,A,3510,351020,35,35102015,621610,8082
162449,20211231,2021,INDL,C,D,STD,EXLS,EXLSERVICE HOLDINGS INC,USD,1122.2930,0001297989,A,4510,451020,45,45102020,518210,7374
162559,20211231,2021,INDL,C,D,STD,LAZ,LAZARD LTD,USD,3297.4610,0001311370,A,4020,402030,40,40203020,523930,6282
162560,20210630,2021,FS,C,D,STD,AX,AXOS FINANCIAL INC,USD,723.1240,0001299709,A,4010,401020,40,40102010,522120,6035
162560,20210630,2021,INDL,C,D,STD,AX,AXOS FINANCIAL INC,USD,723.1240,0001299709,A,4010,401020,40,40102010,522120,6035
162887,20211231,2021,INDL,C,D,STD,DXCM,DEXCOM INC,USD,2448.5000,0001093557,A,3510,351010,35,35101010,334510,3845
162892,20211231,2021,INDL,C,D,STD,MNOV,MEDICINOVA INC,USD,4.0380,0001226616,A,3520,352010,35,35201010,325414,2836
162906,20211130,2021,INDL,C,D,STD,INFO,IHS MARKIT LTD,USD,4658.1000,0001598014,A,2020,202020,20,20202020,519130,7370
163036,20211231,2021,INDL,C,D,STD,BLDR,BUILDERS FIRSTSOURCE,USD,19893.8560,0001316835,A,2010,201020,20,20102010,321992,2452
163118,20210930,2021,INDL,C,D,STD,WMG,WARNER MUSIC GROUP CORP,USD,5301.0000,0001319161,A,5020,502020,50,50202010,512250,3652
163765,20211231,2021,INDL,C,D,STD,CPS,COOPER-STANDARD HOLDINGS INC,USD,2330.1910,0001320461,A,2510,251010,25,25101010,3363,3714
163884,20211231,2021,FS,C,D,STD,FSP,FRANKLIN STREET PROPERTIES,USD,322.9130,0001031316,A,6010,601010,60,60101040,531120,6798
163884,20211231,2021,INDL,C,D,STD,FSP,FRANKLIN STREET PROPERTIES,USD,209.7790,0001031316,A,6010,601010,60,60101040,531120,6798
163889,20211231,2021,INDL,C,D,STD,ATRC,ATRICURE INC,USD,274.3290,0001323885,A,3510,351010,35,35101010,339112,3841
163920,20211231,2021,FS,C,D,STD,WAL,WESTERN ALLIANCE BANCORP,USD,2062.9000,0001212545,A,4010,401010,40,40101015,522110,6020
163920,20211231,2021,INDL,C,D,STD,WAL,WESTERN ALLIANCE BANCORP,USD,2062.9000,0001212545,A,4010,401010,40,40101015,522110,6020
163946,20211231,2021,INDL,C,D,STD,CF,CF INDUSTRIES HOLDINGS INC,USD,6538.0000,0001324404,A,1510,151010,15,15101030,325311,2870
163983,20211231,2021,INDL,C,D,STD,THS,TREEHOUSE FOODS INC,USD,4327.6000,0001320695,A,3020,302020,30,30202030,311421,2030
164296,20211231,2021,INDL,C,D,STD,DISCA,DISCOVERY INC,USD,12191.0000,0001437107,A,5020,502010,50,50201020,515210,4841
164363,20211231,2021,INDL,C,D,STD,TROX,TRONOX HOLDINGS PLC,USD,3572.0000,0001530804,A,1510,151010,15,15101010,325130,2810
164364,20211231,2021,FS,C,D,STD,ISBC,INVESTORS BANCORP INC,USD,983.1010,0001594012,A,4010,401010,40,40101015,522110,6020
164364,20211231,2021,INDL,C,D,STD,ISBC,INVESTORS BANCORP INC,USD,983.1010,0001594012,A,4010,401010,40,40101015,522110,6020
164365,20211231,2021,FS,C,D,STD,WSBF,WATERSTONE FINANCIAL INC,USD,273.0780,0001569994,A,4010,401020,40,40102010,522120,6035
164365,20211231,2021,INDL,C,D,STD,WSBF,WATERSTONE FINANCIAL INC,USD,273.0780,0001569994,A,4010,401020,40,40102010,522120,6035
164395,20211231,2021,FS,C,D,STD,OPBK,OP BANCORP,USD,80.1750,0001722010,A,4010,401020,40,40102010,522110,6020
164395,20211231,2021,INDL,C,D,STD,OPBK,OP BANCORP,USD,80.1750,0001722010,A,4010,401020,40,40102010,522110,6020
164471,20211231,2021,INDL,C,D,STD,QSR,RESTAURANT BRANDS INTL INC,USD,5739.0000,0001618756,A,2530,253010,25,25301040,722513,5812
164494,20211231,2021,INDL,C,D,STD,SPR,SPIRIT AEROSYSTEMS HOLDINGS,USD,3953.0000,0001364885,A,2010,201010,20,20101010,336413,3728
164506,20211231,2021,INDL,C,D,STD,ACCO,ACCO BRANDS CORP,USD,2025.3000,0000712034,A,2020,202010,20,20201060,323111,2780
164633,20211231,2021,FS,C,D,STD,HOMB,HOME BANCSHARES INC,USD,762.7400,0001331520,A,4010,401010,40,40101015,522110,6020
164633,20211231,2021,INDL,C,D,STD,HOMB,HOME BANCSHARES INC,USD,762.7400,0001331520,A,4010,401010,40,40101015,522110,6020
164652,20211231,2021,INDL,C,D,STD,BKD,BROOKDALE SENIOR LIVING INC,USD,2745.8910,0001332349,A,3510,351020,35,35102020,623311,8050
164708,20211231,2021,FS,C,D,STD,AMP,AMERIPRISE FINANCIAL INC,USD,13443.0000,0000820027,A,4020,402030,40,40203010,523110,6211
164708,20211231,2021,INDL,C,D,STD,AMP,AMERIPRISE FINANCIAL INC,USD,13443.0000,0000820027,A,4020,402030,40,40203010,523110,6211
164755,20211231,2021,INDL,C,D,STD,CROX,CROCS INC,USD,2313.4160,0001334036,A,2520,252030,25,25203020,316210,3021
165052,20211231,2021,INDL,C,D,STD,UAA,UNDER ARMOUR INC,USD,5683.4660,0001336917,A,2520,252030,25,25203010,315,2300
165123,20211231,2021,INDL,C,D,STD,LDOS,LEIDOS HOLDINGS INC,USD,13737.0000,0001336920,A,2020,202020,20,20202020,541512,7373
165284,20211231,2021,FS,C,D,STD,FBIZ,FIRST BUSINESS FINL SRV INC,USD,124.0950,0001521951,A,4010,401010,40,40101015,522110,6020
165284,20211231,2021,INDL,C,D,STD,FBIZ,FIRST BUSINESS FINL SRV INC,USD,124.0950,0001521951,A,4010,401010,40,40101015,522110,6020
165465,20210930,2021,FS,C,D,STD,MGYR,MAGYAR BANCORP INC,USD,31.9370,0001337068,A,4010,401020,40,40102010,522120,6036
165465,20210930,2021,INDL,C,D,STD,MGYR,MAGYAR BANCORP INC,USD,31.9370,0001337068,A,4010,401020,40,40102010,522120,6036
165724,20211031,2021,INDL,C,D,STD,FXE,INVS CURRSHS EURO TR,USD,,,A,,,,,525990,6726
165746,20211231,2021,INDL,C,D,STD,LYV,LIVE NATION ENTERTAINMENT,USD,6268.4470,0001335258,A,5020,502020,50,50202010,711320,7900
165798,20210731,2021,INDL,C,D,STD,UEC,URANIUM ENERGY CORP,USD,0.0000,0001334933,A,1010,101020,10,10102050,212291,1090
165993,20211231,2021,INDL,C,D,STD,FIS,FIDELITY NATIONAL INFO SVCS,USD,13877.0000,0001136893,A,4510,451020,45,45102020,518210,7374
166009,20211231,2021,INDL,C,D,STD,DBC,INVS DB COMDTY IDX TRACKING,USD,,,A,,,,,,6722
166213,20210930,2021,INDL,C,D,STD,LQDT,LIQUIDITY SERVICES INC,USD,257.5310,0001235468,A,2550,255020,25,25502020,454110,5961
166435,20211231,2021,INDL,C,D,STD,VNDA,VANDA PHARMACEUTICALS INC,USD,268.6820,0001347178,A,3520,352010,35,35201010,325414,2836
166447,20210930,2021,INDL,C,D,STD,AVXL,ANAVEX LIFE SCIENCES CORP,USD,0.0000,0001314052,A,3520,352010,35,35201010,325414,2836
166485,20211231,2021,INDL,C,D,STD,RHE,REGIONAL HEALTH PROPERTS INC,USD,26.6900,0001004724,A,3510,351020,35,35102020,531120,6798
166491,20210331,2020,INDL,C,D,STD,IGC,INDIA GLOBALIZATION CAPITAL,USD,0.8980,0001326205,A,2010,201070,20,20107010,4233,5030
170396,20211231,2021,FS,C,D,STD,CUBI,CUSTOMERS BANCORP INC,USD,886.0580,0001488813,A,4010,401010,40,40101015,522110,6020
170396,20211231,2021,INDL,C,D,STD,CUBI,CUSTOMERS BANCORP INC,USD,886.0580,0001488813,A,4010,401010,40,40101015,522110,6020
170419,20210630,2021,FS,C,D,STD,HTBI,HOMETRUST BANCSHARES INC,USD,158.5540,0001538263,A,4010,401010,40,40101015,522110,6020
170419,20210630,2021,INDL,C,D,STD,HTBI,HOMETRUST BANCSHARES INC,USD,158.5540,0001538263,A,4010,401010,40,40101015,522110,6020
170527,20210930,2021,INDL,C,D,STD,POST,POST HOLDINGS INC,USD,6226.7000,0001530950,A,3020,302020,30,30202030,311999,2015
170617,20211231,2021,INDL,C,D,STD,FB,META PLATFORMS INC,USD,117929.0000,0001326801,A,5020,502030,50,50203010,519130,7370
170714,20211231,2021,INDL,C,D,STD,ESRT,EMPIRE STATE REALTY TR INC,USD,624.7980,0001541401,A,6010,601010,60,60101010,531120,6798
170920,20210430,2020,INDL,C,D,STD,ASPU,ASPEN GROUP INC,USD,67.8130,0001487198,A,2530,253020,25,25302010,611310,8200
171002,20211231,2021,INDL,C,D,STD,GMED,GLOBUS MEDICAL INC,USD,958.1020,0001237831,A,3510,351010,35,35101010,339112,3841
171007,20211231,2021,INDL,C,D,STD,NOW,SERVICENOW INC,USD,5896.0000,0001373715,A,4510,451030,45,45103020,511210,7372
171067,20210731,2021,INDL,C,D,STD,PANW,PALO ALTO NETWORKS INC,USD,4256.1000,0001327567,A,4510,451030,45,45103020,519130,7370
174077,20210331,2020,INDL,C,D,STD,CVLT,COMMVAULT SYSTEMS INC,USD,723.4720,0001169561,A,4510,451030,45,45103020,518210,7370
174147,20211231,2021,INDL,C,D,STD,QRTEA,QURATE RETAIL INC,USD,14044.0000,0001355096,A,2550,255020,25,25502020,454110,5961
174310,20211231,2021,INDL,C,D,STD,KBR,KBR INC,USD,7339.0000,0001357615,A,2020,202020,20,20202020,54151,7370
174389,20211231,2021,INDL,C,D,STD,EHTH,EHEALTH INC,USD,538.1990,0001333493,A,4030,403010,40,40301010,524210,6411
174937,20211231,2021,INDL,C,D,STD,FXA,INVS CURRSHS AUSTRALIAN DOLL,USD,,,A,,,,,525910,6722
174941,20211231,2021,INDL,C,D,STD,FXB,INVS CURRSHS BRITISH PD STR,USD,,,A,,,,,,6722
174942,20211231,2021,INDL,C,D,STD,FXC,INVS CURRSHS CANADIAN DOLLAR,USD,,,A,,,,,,6722
174944,20211231,2021,INDL,C,D,STD,FXF,INVS CURRSHS SWISS FRANC TR,USD,,,A,,,,,,6722
175008,20211231,2021,INDL,C,D,STD,FOLD,AMICUS THERAPEUTICS INC,USD,305.5140,0001178879,A,3520,352010,35,35201010,325414,2836
175226,20211231,2021,INDL,C,D,STD,GSG,ISHARES S&P GSCI COMDTY INDX,USD,,,A,,,,,,6722
